# bug-node-scope-2026-09-08-newerhalf.tsv - scope adjudication of the 55 MOST RECENT
# (by created_at) of the 110 open, untouched, Figma-linked bug reports.
#
# WHY: figma-catalog/live/_pages.json scope decides what is a parity target. Four lanes on
# 2026-09-08 found a large share of the OLDER backlog measures against retired frames
# (v1-superseded / tombstone / excluded / held). This file covers the NEWER half and the
# answer is different: 55 of 55 are in-scope. Zero retired. The reporting template is not
# still pointing reporters at retired frames; that problem is confined to the older rows.
#
# METHOD: figma.getNodeByIdAsync(node) through the Plugin API, then a .parent walk up to the
# PAGE node, then (fileKey,pageId) looked up in live/_pages.json. 52 distinct nodes, 52 found.
#   NOT the node-id prefix - a 13xxx prefix does not imply a v2 page.
#   NOT live/<fileKey>__<page>.tsv  - 2026-08-26 snapshot, top-level frames only.
#   NOT bug-node-index.tsv          - built 2026-08-13, resolved 1 of 7 sampled nodes here.
# Page keys are (fileKey,pageId) pairs on purpose: page id 2003:674 names three different
# pages in three files, with three different scopes.
#
# ownerW/ownerH are MEASURED, not parsed from the frame name. Four Wallet 2 frames are named
# "(768 x 1024px)" and measure 375 x 812 - see the mislabelled-breakpoint note in the notes
# column. Confirmed twice each: getNodeByIdAsync width, and get_metadata on the frame.
#
bugId	createdAt	status	surface	linkFileKey	node	nodeName	ownerScreenId	ownerScreenName	ownerW	ownerH	pageId	pageName	scope	notes
d9b65dd8-7000-47e3-b4f3-c83135a1d6b1	2026-09-09T03:29:36	new	https://app.skai.trade/?tab=whale	mhF3BkzlTaGiLzJ7kvpmVc	13008:119991	bento	13008:119988	Skai > Home > Whales - no data 1VH (768 x 1024px)	768	1024	13008:110718	✅ Home 2	in-scope	
e9ddc081-ba68-4237-996b-abed83498e0d	2026-09-09T03:41:26	new	https://app.skai.trade/?tab=whale	mhF3BkzlTaGiLzJ7kvpmVc	13008:119994	Frame 299	13008:119988	Skai > Home > Whales - no data 1VH (768 x 1024px)	768	1024	13008:110718	✅ Home 2	in-scope	
5e35db62-ef16-404b-811f-de6aee9961a4	2026-09-09T03:56:06	new	https://app.skai.trade/?tab=whale	mhF3BkzlTaGiLzJ7kvpmVc	13008:120042	Frame 337	13008:119988	Skai > Home > Whales - no data 1VH (768 x 1024px)	768	1024	13008:110718	✅ Home 2	in-scope	
b74682d5-db7b-489a-a918-1ae680f872dc	2026-09-06T07:31:35	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10509:19522	Frame 1196	10509:19476	Skai > Predict > sample market - full (375x812px)	375	2211	3173:26018	✅ Predict	in-scope	
51e9abc1-171b-4cd0-b1e0-6243586a2136	2026-09-06T07:31:54	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10539:46305	Skai > Predict > Breaking (375x812px)	10539:46305	Skai > Predict > Breaking (375x812px)	375	2477	3173:26018	✅ Predict	in-scope	
a7b6ca23-403e-4697-a1b8-d64ebac36734	2026-09-06T07:31:16	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10594:56645	Skai > Predict > sample market - limit - up 1VH (375x812px)	10594:56645	Skai > Predict > sample market - limit - up 1VH (375x812px)	375	812	3173:26018	✅ Predict	in-scope	
cb34eb66-9cda-4a58-a8d6-01c5df935846	2026-09-06T07:32:35	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10594:57886	Right menu	10597:71622	Skai > Predict > sports > Futures > Sample futures > Parameter settings 1VH (375 x 812px)	375	812	3173:26018	✅ Predict	in-scope	
46486c5e-af53-4125-a8df-8be449db6656	2026-09-06T07:33:04	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10594:57927	Right menu	10597:72437	Skai > Predict > sports > Futures > Sample futures > Chart settings 1VH (375 x 812px)	375	812	3173:26018	✅ Predict	in-scope	
e388aeb8-41fc-4856-a2b6-38e61c4fe554	2026-09-06T07:32:15	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10597:63994	Skai > Predict > Sports live - full (375x812px)	10597:63994	Skai > Predict > Sports live - full (375x812px)	375	1820	3173:26018	✅ Predict	in-scope	
96b0a93b-6d74-4e11-a648-3ee22259026f	2026-09-06T07:34:12	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10597:73252	Skai > Predict > Crypto (375 x 812px)	10597:73252	Skai > Predict > Crypto (375 x 812px)	375	1864	3173:26018	✅ Predict	in-scope	
9e07fbb6-0e18-4760-bcb7-9cffa69af762	2026-09-06T21:48:47	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10635:79870	Prediction markets	10635:79861	Skai > Predict > Dashboard (375x812px)	375	1677	3173:26018	✅ Predict	in-scope	
305a1718-92ea-4d2f-b4bd-d3b896122365	2026-09-06T21:45:13	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10635:80174	Header-mobile	10635:79861	Skai > Predict > Dashboard (375x812px)	375	1677	3173:26018	✅ Predict	in-scope	
52215c4f-64d2-4207-beb9-87bc4651ad71	2026-09-06T21:56:12	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10636:101272	Frame 1223	10636:101271	Skai > Predict > Dashboard > Economy (375x812px)	375	812	3173:26018	✅ Predict	in-scope	
8bf4752b-20e8-4388-a5ce-50b6dec3f002	2026-09-06T21:54:19	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10636:84555	Frame 1223	10636:84554	Skai > Predict > Dashboard > Elections (375x812px)	375	1962	3173:26018	✅ Predict	in-scope	
4984aa92-e296-46f3-8218-8c3f4f20c1a7	2026-09-06T21:57:47	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10636:91678	Frame 1223	10636:91677	Skai > Predict > Dashboard > Sports (375x812px)	375	2036	3173:26018	✅ Predict	in-scope	
9d4afeca-c5ef-476c-96e9-104907b177d9	2026-09-06T21:59:36	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10636:95405	Frame 1223	10636:95404	Skai > Predict > Dashboard > Oscars (375x812px)	375	2012	3173:26018	✅ Predict	in-scope	
c8bc78cc-1520-4d39-8717-6235980c9102	2026-09-06T22:12:01	triaged	https://app.skai.trade/predict	3sSzw1KewMtUbeLAv7uW0r	10640:30604	Bottom-navigation-mobile	10640:30558	Skai > Predict > Rewards > Open orders 1VH (375x812px)	375	812	3173:26018	✅ Predict	in-scope	
db3af6f2-5d5a-488d-b663-94621f9263db	2026-09-05T02:46:54	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:155671	Skai > Trench > Display settings 1VH (1440 x 900px)	13006:155671	Skai > Trench > Display settings 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
f2903007-9755-43dc-b761-458bdfaadc71	2026-09-05T19:54:24	new	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:180340	Skai > Trench > Trackers > Live trades 1VH (1440 x 900px)	13006:180340	Skai > Trench > Trackers > Live trades 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
ce77a770-641a-4788-860b-b33a44b9efc6	2026-09-05T19:56:59	new	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:181191	Right menu - Toasts - display	13006:181191	Right menu - Toasts - display	442	884	13006:134300	✅ Trade 2	in-scope	
764d61c3-ae58-46f0-b73d-d79437004b3e	2026-09-05T20:13:34	new	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:182640	Skai > Trench > Trackers > Live trades 1VH (1440 x 900px)	13006:182640	Skai > Trench > Trackers > Live trades 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
d3e27b03-11d2-462f-bab6-0c82938e2440	2026-09-05T20:08:12	new	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:183651	Skai > Trench > Trackers > KOLs 1VH (1440 x 900px)	13006:183651	Skai > Trench > Trackers > KOLs 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
9666fe5d-bfa5-4504-babd-c9b301109343	2026-09-05T20:21:17	new	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:184365	X accounts - My list	13006:184365	X accounts - My list	448	674	13006:134300	✅ Trade 2	in-scope	
e61288d0-6a62-4c9b-a277-04d3625f43a9	2026-09-05T20:23:58	new	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:184420	X accounts - My list > Add handle	13006:184420	X accounts - My list > Add handle	448	674	13006:134300	✅ Trade 2	in-scope	
9d8ebf65-854f-405a-84fa-d21d273f4273	2026-09-05T21:37:51	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:194655	Right menu - Layout	13006:194655	Right menu - Layout	442	953	13006:134300	✅ Trade 2	in-scope	
c2253977-dda5-44ac-bcd8-605f00359da0	2026-09-05T21:54:35	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:194784	Right menu - Layout with text size ALT	13006:194784	Right menu - Layout with text size ALT	442	1068	13006:134300	✅ Trade 2	in-scope	
659be5f2-9b9e-4180-9653-1794ec7ad30a	2026-09-05T21:43:30	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:194925	Right menu - Metrics	13006:194925	Right menu - Metrics	442	997	13006:134300	✅ Trade 2	in-scope	duplicate-pair-with-3620635e
3620635e-7a52-4e88-8dac-01d954169ef6	2026-09-05T02:52:06	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:194925	Right menu - Metrics	13006:194925	Right menu - Metrics	442	997	13006:134300	✅ Trade 2	in-scope	duplicate-pair-with-659be5f2
5c4fe624-e6ba-404e-bcf2-842bae97494c	2026-09-05T21:47:48	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:195080	Right menu - Row	13006:195080	Right menu - Row	442	884	13006:134300	✅ Trade 2	in-scope	duplicate-pair-with-33cdbd90
33cdbd90-1972-4021-b925-bc2d21c9863e	2026-09-05T02:54:10	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:195080	Right menu - Row	13006:195080	Right menu - Row	442	884	13006:134300	✅ Trade 2	in-scope	duplicate-pair-with-5c4fe624
61514ea7-3303-4d70-8318-9ede7d05d67e	2026-09-05T21:52:25	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:195199	Right menu - Row	13006:195199	Right menu - Row	442	1369	13006:134300	✅ Trade 2	in-scope	duplicate-pair-with-a1d7207b
a1d7207b-e8ee-4996-b855-8de03dd1a704	2026-09-05T02:56:25	triaged	https://app.skai.trade/trench	mhF3BkzlTaGiLzJ7kvpmVc	13006:195199	Right menu - Row	13006:195199	Right menu - Row	442	1369	13006:134300	✅ Trade 2	in-scope	duplicate-pair-with-61514ea7
80a99e92-0686-4e70-b0fa-116786ed26e8	2026-09-05T22:10:51	new	https://app.skai.trade/crypto/Green%D0%A0ad	mhF3BkzlTaGiLzJ7kvpmVc	13006:201800	modal	13006:198981	Skai > Trench > One-click trade settings - modal off 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
5bcd81c5-90bc-4737-b99d-12bf1cbc3edf	2026-09-05T22:15:52	new	https://app.skai.trade/crypto/Green%D0%A0ad	mhF3BkzlTaGiLzJ7kvpmVc	13006:204639	modal	13006:201820	Skai > Trench > One-click trade settings - modal buy 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
ce352e9a-8328-495e-b9a1-0f18c88962af	2026-09-05T22:18:58	new	https://app.skai.trade/crypto/Green%D0%A0ad	mhF3BkzlTaGiLzJ7kvpmVc	13006:207472	modal	13006:204666	Skai > Trench > One-click trade settings - modal sell 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
1a644ee5-31ee-40a2-a9ff-0adee0272ccc	2026-09-05T23:55:08	new	https://app.skai.trade/crypto/ANSEM	mhF3BkzlTaGiLzJ7kvpmVc	13006:212781	Skai > Trench > Trade - layout 2 1VH (1440 x 900px)	13006:212781	Skai > Trench > Trade - layout 2 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
07028270-bb7a-4c2b-867c-a9c842ea6097	2026-09-05T23:42:33	triaged	https://app.skai.trade/crypto/ANSEM	mhF3BkzlTaGiLzJ7kvpmVc	13006:217349	Skai > Trench > Trade > Instant trade settings 1VH (1440 x 900px)	13006:217349	Skai > Trench > Trade > Instant trade settings 1VH (1440 x 900px)	1440	900	13006:134300	✅ Trade 2	in-scope	
81ba86e7-ee38-4014-95e4-5a76b9748b72	2026-09-06T02:14:43	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:41151	Main container	13008:41149	Skai > Wallet > continue on web > home > buy 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
3ced98a0-408f-4dbf-b2c5-1a3df2fd621f	2026-09-06T02:18:46	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:41207	Main container	13008:41206	Skai > Wallet > continue on web > home > swap 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
19a8bc08-4448-4cb4-8956-00f7a8f61b58	2026-09-06T02:19:52	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:41317	Main container	13008:41316	Skai > Wallet > continue on web > home > send - step 1 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
451e65db-1dc1-4202-b29c-c69765e6976f	2026-09-06T02:21:11	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:41511	Main container	13008:41510	Skai > Wallet > continue on web > home > send - step 2 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
699a804d-4616-40fa-8bae-21f207a96703	2026-09-06T02:23:07	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:41886	dropdown - start scroll	13008:41886	dropdown - start scroll	322	452	13008:26951	✅ Wallet 2	in-scope	
29dc1921-acec-4ad7-add5-d55fc69f11ad	2026-09-06T02:24:33	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:42014	Main container	13008:42013	Skai > Wallet > continue on web > home > send - step 3 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
c36ef164-3590-484f-a243-519bfc529171	2026-09-06T02:26:54	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:42193	Overlay	13008:42103	Skai > Wallet > continue on web > home > send - processing 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
a4f83d7d-f689-4517-b5ee-fbd020168cfa	2026-09-06T02:31:19	new	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:42214	Main container	13008:42213	Skai > Wallet > continue on web > home > receive - step 1 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
