# lane trench-trade, 2026-09-07. NO FRAME WAS MEASURED: the Figma MCP was unreachable for the entire lane (eight calls, every one 'MCP server "claude.ai Figma" is not connected'), the same blocker that stopped this lane on 2026-09-06. So NOTHING is promoted to done and column 6 is deliberately EMPTY on every row - unknown at all three widths, never inherited from column 2. What IS here is one defect class found and fixed offline against authorities that do not need Figma: the touch-floor rule in src/index.css, and the per-node measurements EARLIER lanes wrote into these component files. Seven controls across six files, all defeated at the two narrow boards. Commits efa75725f and 13ceea3c2.
# THE SWEEP IS CLOSED FOR THIS DIRECTORY, and it is held there rather than asserted: touchFloorOptOuts.test.tsx now walks every .tsx under src/components/trench-redesign/trade and fails on any button, anchor or role=button declaring under 44px without the opt-out. It resolves a class list through its module-level constant, which is how five of the seven sites hid inside one ICON_BTN string, and it walks JSX tags brace-aware, because a handler containing => truncates the tag and drops every attribute after it - the reason an earlier scan in this same lane missed the header cluster on its first pass. Proved red by stripping ICON_BTN and by adding one fresh offending button. Commit 7065491ae.
Skai > Trade > Trench > Community 1VH (375 x 812px) [13006-289837]	partial	src/components/trench-redesign/trade/TokenSocialLinks.tsx	/crypto/:symbol	FIXED (commit efa75725f), the link row's height. THE RULE: src/index.css floors every button, a and [role=button] at min-height/min-width 44px inside @media (max-width: 768px) unless the element carries no-min-size. That query covers BOTH narrow boards - 375, and 768 itself, because max-width is inclusive and Tailwind md: (min-width: 768px) begins at the same pixel - and min-height beats height on the cascade whatever the order or specificity, so a control's own size class cannot undercut it. A class scan cannot see this: the size class is present either way and the floor wins anyway. TokenSocialLinks.tsx's own header records the row MEASURED off 14259:216621 on this board at 343x24, three 110.33 columns on a 6px gap. Each cell is an <a>, none carried no-min-size, so the row painted 44 tall - 83% over the 24 the file itself writes down. no-min-size added; touchFloorOptOuts.test.tsx resolves the rule (it lifts the real selector list out of index.css, injects it without the media wrapper since jsdom has no viewport width, and reads minHeight back off the anchor, with a bare button appended as the negative control) and reads 44px against the previous value. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Community 1VH (768x1024px) [13006-271971]	partial	src/components/trench-redesign/trade/TokenSocialLinks.tsx	/crypto/:symbol	FIXED (commit efa75725f), same defect as 13006-289837 and the evidence is there in full. This board matters separately because the floor's bound is INCLUSIVE: at exactly 768 the query still applies, so the tablet cut was floored too. The anchor carries no md: height, so 24 is its intent at every width below lg. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read. In particular this cut's own row height is unread - only the 375 twin was ever measured, by an earlier lane.	
Skai > Trench > Trade > Instant trade settings 1VH (1440 x 900px) [13006-217349]	partial	src/components/trench-redesign/trade/InstantTradeSettingsModal.tsx	/crypto/:symbol	FIXED (commit efa75725f), the No/Yes halves. THE RULE: src/index.css floors every button, a and [role=button] at min-height/min-width 44px inside @media (max-width: 768px) unless the element carries no-min-size. That query covers BOTH narrow boards - 375, and 768 itself, because max-width is inclusive and Tailwind md: (min-width: 768px) begins at the same pixel - and min-height beats height on the cascade whatever the order or specificity, so a control's own size class cannot undercut it. A class scan cannot see this: the size class is present either way and the floor wins anyway. Radix renders each half as a <button>. An earlier lane measured the halves at 24 / 24 / 26 (13006:289580 · :264475 · :219599) and reached them by dropping toggleVariants' default h-10 for h-auto - but the floor then put back MORE than the h-10 that was removed, 44 at both narrow boards. This 1440 row is unaffected by the floor and is listed because it is the frame the segmented control's spec hangs on; its 26 was already correct. no-min-size added at the item, asserted by touchFloorOptOuts.test.tsx against a 44px reading. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Chart - Instant trade settings 1VH (768x1024px) [13006-263046]	partial	src/components/trench-redesign/trade/InstantTradeSettingsModal.tsx	/crypto/:symbol	FIXED (commit efa75725f), the No/Yes halves - full evidence on 13006-217349. This is one of the two boards the floor actually bit: 13006:264475 draws the half 24 tall and the app painted 44. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Chart - Instant trade settings 1VH (375 x 812px) [13006-288566]	partial	src/components/trench-redesign/trade/InstantTradeSettingsModal.tsx	/crypto/:symbol	FIXED (commit efa75725f), the No/Yes halves - full evidence on 13006-217349. The other floored board: 13006:289580 draws the half 24 tall and the app painted 44. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Trackers > Wallets Manager 1VH (375 x 812px) [13006-319525]	partial	src/components/trench-redesign/trade/AlphaTrackerModal.tsx	/trench/trackers	FIXED (commit efa75725f), the Copy CA control. THE RULE: src/index.css floors every button, a and [role=button] at min-height/min-width 44px inside @media (max-width: 768px) unless the element carries no-min-size. That query covers BOTH narrow boards - 375, and 768 itself, because max-width is inclusive and Tailwind md: (min-width: 768px) begins at the same pixel - and min-height beats height on the cascade whatever the order or specificity, so a control's own size class cannot undercut it. A class scan cannot see this: the size class is present either way and the floor wins anyway. @skai/ui's CopyButton renders a shadcn Button, so a real <button>; the row asks it for size-4 (16x16) inline with the token name and symbol on a 4px gap. Floored it is 44x44 - wider than the gap it sits in and taller than the name line, so it pushed the truncating name column and broke the 78px card row. This modal is drawn ONLY at 375 and 768, both inside the query, so there was no width at which 16 ever painted. no-min-size added; touchFloorOptOuts.test.tsx reads 44px against the previous value. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Trackers > Wallets Manager 1VH (768x1024px) [13006-344538]	partial	src/components/trench-redesign/trade/AlphaTrackerModal.tsx	/trench/trackers	FIXED (commit efa75725f), the Copy CA control - full evidence on 13006-319525. At exactly 768 the floor still applies, so this cut was floored as well. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Tables - Positions 1VH (375 x 812px) [13006-299059]	partial	src/components/trench-redesign/trade/PositionsPanel.tsx	/crypto/:symbol	FIXED (commit 13ceea3c2), the card's expand chevron. THE RULE: src/index.css floors every button, a and [role=button] at min-height/min-width 44px inside @media (max-width: 768px) unless the element carries no-min-size. That query covers BOTH narrow boards - 375, and 768 itself, because max-width is inclusive and Tailwind md: (min-width: 768px) begins at the same pixel - and min-height beats height on the cascade whatever the order or specificity, so a control's own size class cannot undercut it. A class scan cannot see this: the size class is present either way and the floor wins anyway. The chevron is a <button> at size-6 (24x24) carrying md:hidden, so it exists ONLY inside the floor's own query - there was no width at which its declared size ever painted, and at 44 it blew out the card's right-hand action group. PositionsPanel.tsx's header records this board's card as 13006:299188 at 343x116, three rows, the chevron driving the expand. no-min-size added; touchFloorOptOuts.test.tsx reads 44px against the previous value. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Tables - Positions - collapsed 1VH (375 x 812px) [13006-303393]	partial	src/components/trench-redesign/trade/PositionsPanel.tsx	/crypto/:symbol	FIXED (commit 13ceea3c2), the card's expand chevron - full evidence on 13006-299059. This is the COLLAPSED twin (card 13006:303522 at 343x30, rows 2 and 3 visible=false per the file header), which is the state the chevron controls, so the oversized control was most of the collapsed card's height. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
Skai > Trade > Trench > Tables - Positions 1VH (768x1024px) [13006-268680]	partial	src/components/trench-redesign/trade/PositionsPanel.tsx	/crypto/:symbol	NO CHANGE HERE, recorded so the next lane does not re-derive it: the 768 card (13006:268810, 684x80) draws NO expand control at all - the file header records both its rows as always drawn - and the chevron is md:hidden, so it is already absent at this board. The fix on 13006-299059 does not touch this cut. NOT MEASURED THIS LANE, so this row stays partial: the Figma MCP was unreachable for the whole lane (claude.ai Figma reported 'not connected' on eight calls across whoami, get_metadata, get_screenshot and get_design_context; claude mcp list shows the connector absent and only plugin:figma:figma connected, whose tools are not registered in this session). No board was read, so no geometry, type ramp or colour on this node was compared to anything. The fix below was decided from measurements EARLIER lanes recorded in these files with node ids, plus the stylesheet rule, not from a new read.	
