# key	status	primaryFile	route	reason	bp
Skai > Trade > Margin 1VH (1440 x 900px) [13006-248255]	not-started	-	-	ATTRIBUTION IS WRONG AND THE SURFACE IS GONE. Registry routes this /trade/perps with implFiles PerpTrading.tsx on the name match Margin -> margin trading. Read off node data the frame is the SWAP screen: 13006:248259 left holds three tabs Swap / Limit / Bridge and the CTA 13006:248349 474x64 prints Swap. Shell measured: main 1382x828 at (58,56); card Frame 642 506x678 at (409,32) inside main; tab row 474x30; body Frame 270 506x632; CTA 474x64 at y=630. The main-app host was DELETED 2026-08-12 (App.tsx:322-337 records TradeUnified 2911 lines plus BridgeTabPanel removed under report 73a49d9a); /swap and /trade/basic now Navigate away via SwapDeepLinkRedirect (App.tsx:1196-1197). The successor wallet SwapModal.tsx has 0 occurrences of Limit so it does not draw this tab set either. Nothing at any main-app route renders this frame - partial overstated it.	desktop=not-started
Skai > Trade > Margin - with info 1VH (1440 x 900px) [13006-249562]	not-started	-	-	Same subject and same dead pointer as 13006-248255 - Swap screen, not perp margin. Shell identical: main 1382x828 at (58,56), Header-desktop 1440x56, sidebar 58x844 at (0,56), Frame 7 1382x16 at y=884. Differs from 248255 only by the info disclosure inside the card. No main-app implementation - see 13006-248255 for the deletion record.	desktop=not-started
Skai > Trade > Margin - with info > review limit 1VH (1440 x 900px) [13006-249767]	not-started	-	-	Swap LIMIT-ORDER REVIEW modal, not perp margin. Overlay 13006:249972 1440x900 holds modal 13006:249973 564x630 at (438,135); inner Frame 480 516x440 at (462,159); two summary cards 516x104 at y=243 and y=355 split by a 516x0 rule at y=351; a 4-row detail block Frame 40 516x120 at y=479 with rules at 505/539/573; CTA 13006:250038 516x62 prints Confirm order; footnote text 516x32 at y=709 about limit execution. No implementation: the Limit tab does not exist in the main app (host deleted, report 73a49d9a) nor in the wallet SwapModal.tsx (0 hits for Limit).	desktop=not-started
Skai > Trade > Margin 1VH (375 x 812px) [13006-254133]	not-started	-	-	Swap screen at 375, not perp margin. Header-mobile 375x48; Bottom-navigation-mobile 375x54 at y=758; card Frame 642 346x586 at (15,64) with tab row 322x24 at x=12 (Swap 58x24 / Limit 53x24 / Bridge 63x24, gaps 8) and a 24x24 settings glyph at x=310; body Frame 346 346x546 at y=40 holding three cards 322x122 / 322x120 / 322x116 at y=52/178/302, a 40x40 flip CTA at (153,278), a limit-notice card 322x72 at y=438, and the 322x44 Swap CTA at y=530. No main-app host - see 13006-248255.	mobile=not-started
Skai > Trade > Margin - with info 1VH (375 x 812px) [13006-254245]	not-started	-	-	Same Swap subject as 13006-254133 with the info disclosure open. Card Frame 1268 346x586 at (15,64) inside a 375x812 screen, Header-mobile 375x48, Bottom-navigation-mobile 375x54 at y=758. No main-app host - see 13006-248255.	mobile=not-started
Skai > Trade > Margin - with info > review limit 1VH (375 x 812px) [13006-255089]	not-started	-	-	Swap limit-review modal at 375. Overlay 13006:255201 375x812 over card Frame 1268 346x586 at (15,64). Same missing implementation as the 1440 twin 13006-249767 - no Limit tab in the main app or in wallet SwapModal.tsx.	mobile=not-started
Skai > Trade > Margin 1VH (768 x 1024px) [13006-256889]	not-started	-	-	Swap screen at 768, not perp margin. Header-tablet 768x52; Bottom-navigation-tablet 768x52 at y=972; card Frame 1268 580x566 at (94,76) so the side inset is 94 = (768-580)/2 exactly; the desktop-only scroller child 1382x16 is HIDDEN and named scrolling bar - not needed for tablet. No main-app host - see 13006-248255.	tablet=not-started
Skai > Trade > Margin - with info 1VH (768 x 1024px) [13006-257029]	not-started	-	-	Same Swap subject as 13006-256889 with the info disclosure open: card Frame 1268 grows 566 -> 642 at the same (94,76) origin. No main-app host - see 13006-248255.	tablet=not-started
Skai > Trade > Margin - with info > review limit 1VH (768 x 1024px) [13006-258057]	not-started	-	-	Swap limit-review modal at 768. Overlay 13006:258214 768x1024 over card Frame 1268 580x642 at (94,76). Same missing implementation as its 1440 and 375 twins.	tablet=not-started
Skai > Trade > Perpetual futures 1VH (1440 x 900px) [3903-21478]	partial	src/pages/trade/PerpTrading.tsx	/trade/perps	DEMOTED from done. The row own note ends: status CARRIED from status.wave3.v1-supersession.tsv - not measured by this lane. That is a citation, not a measurement, and WAVE8 s3 rules that a done with no numbers is not a done. Measured this wave (geometry only): frame 1440x900; main 1382x1429 at (58,56) - the main child is 529px TALLER than the frame, so this is a scrolling body inside a 1VH crop; Header-desktop 1440x56 at (0,0); sidebar 58x844 at (0,56); Frame 7 1382x16 at (58,884). Type and colour still unmeasured, so partial - built, not verified.	desktop=partial
Skai > Trade > Perpetual futures > Market > Search pairs 1VH (1440 x 900px) [3962-32706]	partial	src/components/trade/MarketSearchModal.tsx	/trade/perps	DEMOTED from done - the row own note ends status CARRIED from status.trade.tsv family perpetual futures > market > search pairs - not measured by this lane. Measured this wave (geometry only): frame 1440x900; main 1382x1429 at (58,56); Header-desktop 1440x56; sidebar 58x844 at (0,56); Overlay 1440x900 at (0,0) - the Overlay is the frame subject and its modal was not read. Type and colour unmeasured, so partial.	desktop=partial
