# key	status	primaryFile	route	reason	bp
# Lane ai-chat, wave 46, 2026-09-16. 19 rows, one per frame in BRIEF-ai-chat.md.
#
# THE HEADLINE FINDING: THE TWO DIALOGS AND THE EDIT BOX WERE ALL DRAWING ONE DESKTOP VALUE ON
# EVERY BOARD, AND THE FRAMES DISAGREE WITH THAT IN SHAPE, NOT ONLY IN SCALE.
#
#   6750-43337  the Search chats card is 360 at 375, 708 at 768 - the ruled tablet column - and 796
#   6750-43675  at 1440. The build asked for min(780, 100vw-32), which paints 343 / 736 / 780, so
#               all three boards were wrong and the largest was wrong by 16 even at its own width.
#               Every frame CENTRES the card, so only the width moves; the rest is two rungs.
#
#   6750-43675  at 375 the row RESTRUCTURES. On 768 and 1440 the meta is a right-flush column beside
#               the title (90 wide, 14, 94 wide). On 375 that column is gone: 6750:44454 stacks a
#               12-tall meta line 4 under the title inside a 32-tall block. Keeping one line there
#               had a title, a message count and a date sharing a 282px column.
#
#   6736-37714  the edit-message box had NEVER been drawn at anything but 1440. Read at both smaller
#   6736-37955  boards this pass: padding 12/16/16, prompt line 16/18/22, gap 20/20/24, and at 375
#               the Cancel/Done pair stops being a 230 group pinned right and runs the full 304 as
#               two 148s. A fixed w-[230px] had been sitting marooned in a 328 column.
#
# AND ONE THING THE READING CLOSED WITHOUT A BUILD: the tablet hero constants in AiHome.tsx
# (TABLET_BOLT_TOP 410, TABLET_GREETING_TOP 482, TABLET_COMPOSER_BOTTOM_GAP 56, TABLET_NAV_GAP 16)
# were re-derived from scratch off 6750:43337 this pass - bolt y=410, greeting y=482, composer
# bottom 864 in a 920-tall main, nav at 880 - and all four match exactly. The 768 composer rung
# (588x114, 16 pad, 18 line, 32 gap, 32 controls, 7 between mic and send) is stated by THREE
# independent frames read live this pass: 6750:43341, 6715:34922 and 6736:37742.
#
# Every reason below is this lane's own reading of the file at HEAD plus, where it says READ LIVE, a
# get_metadata this pass. No browser ran: nothing here is a DOM measurement.
#
# ONE THING MEASURED AND DELIBERATELY NOT BUILT: at 375 the Search chats hairline is inset 12 a side
# (6750:44461, x=12 of a 360 card), not the 16 the two larger boards draw. The rule stayed at 16
# because ChatHistoryModal.figma.test.tsx pins expect(left).toBe(16) and that test file is not in
# this lane's owns list. The change is one class - mx-4 to mx-3 md:mx-4 on the hairline in
# ChatHistoryModal.tsx - plus a phone rung in that assertion. 4px, and it needs whoever owns the test.
#
# ONE MORE, AND IT NEEDS A READ THIS LANE COULD NOT AFFORD: at 768 an AssistantBody section title
# sits 12 above its own body (6715:35069 title ends 19, body at y=31) while block-to-block is 16.
# The build gives both the wrapper's single gap, so the title-to-body gap is 4 too wide at 768. The
# 375 and 1440 rungs of that inner gap were not read, and pairing heading with body is a change to
# the block flow, so it is stated rather than built off one board.
2736-25840	frame-defect	src/components/home-redesign/conversation/AssistantBody.tsx	/ (RedesignHome, conversation surface)	NOT RE-READ THIS PASS - the lane's Figma budget went to the cuts that could be built, and this node is carried. The wave-45 carried note stands and is the reason it is not done: the node is hidden=true on the canvas and its Frame 188 draws NO avatar at all, with two 150x150 cards running flush to the column's right edge at x=364/530, which is not a shape any live sibling draws. NOT A SPEC. What DID land under it since: images per turn (a11f2b1, fbebc31f7) and the per-board image card ladder in ConversationView.tsx:930-941, which is measured off 6736:40245/40246 at 375, 6736:40242/40243 at 768 and 2885:9932/9934 at 1440 - real frames, not this one. A wave that wants this row closed should ask whether the node is meant to be a spec at all before measuring against it.	1440=partial 768=n-a 375=n-a @2026-09-16/wave46-ai-chat
6419-45976	done	src/components/home-redesign/AskComposer.tsx	/ (AiHome hero)	CLOSED BY LIVE MEASUREMENT OF THE 768 COMPOSER RUNG, from three independent frames read this pass rather than from this node: 6750:43341, 6715:34922 and 6736:37742 all draw Frame 41 as 588x114 at x=90 with the prompt run at (16,16) 18 tall, the controls row at y=66 32 tall, a 32 left plus-button, and a 71-wide right pair whose two 32 boxes sit 7 apart. AskComposer.tsx:317 ships p-4 (16) + an 18 line at md + gap-8 (32) + 32 + 16 = 114 exactly, and the hero wrapper is md:w-[588px] at AiHome.tsx:1782. The focus ring is the same card geometry drawn as an inset overlay (AskComposer.tsx:335-363) so the focused cut is the idle box, which is what this frame is the focused sibling of. 1440 and 375 are n-a: this frame is a 768 cut only.	1440=n-a 768=done 375=n-a @2026-09-16/wave46-ai-chat
6419-46299	done	src/components/home-redesign/AskComposer.tsx	/ (AiHome hero)	CLOSED ON THE SAME THREE LIVE READS as 6419-45976 - 6750:43341, 6715:34922, 6736:37742, all 588x114 at x=90 with the 16/18/32/32/16 rungs and the 7px mic-to-send gap. This is the query cut rather than the focused one, so the extra thing it turns on is the typed-value branch: AskComposer.tsx:496 runs the prompt at 14/16, 14/18 at md and 16/22 at lg, which is the 18 this board draws, and active (line 290) lights the ring on typed text as well as focus. The tablet hero placement that carries it was re-derived from scratch this pass off 6750:43337 and matches AiHome.tsx:153-158 on all four constants.	1440=n-a 768=done 375=n-a @2026-09-16/wave46-ai-chat
6736-37714	done	src/components/home-redesign/conversation/ConversationView.tsx	/ (transcript)	READ LIVE THIS PASS AND BUILT (7833d4c69). The edit box 6736:37891 is 588x104: the prompt run at (16,16) 18 tall, the control row at y=54 34 tall, and a 230-wide group at x=326 - right-flush in the 556 content box - holding two 111 buttons 8 apart. The build had only ever drawn 2733:20178, so it painted p-4 with a 24 gap and a 16/22 prompt at every width. Now p-3 md:p-4, gap-5 lg:gap-6 and a 14/16 to 14/18 to 16/22 prompt, which lands this board on 16 + 18 + 20 + 34 + 16 = 104 exactly, with the group still w-[230px] from md up and the button label at an 18 line for the frame's 34-tall buttons. Also re-measured live and already correct: the assistant column's 16/18 rhythm (6736:37732 at y=178 under a 162-tall run), the stamp at +16 and the six-icon action row on its 28 pitch (6736:37734).	1440=n-a 768=done 375=n-a @2026-09-16/wave46-ai-chat
6715-34899	done	src/components/home-redesign/conversation/ConversationView.tsx	/ (transcript)	READ LIVE THIS PASS AND EVERY RUNG IT STATES IS ALREADY BUILT - the first real measurement this node has had. Column 588 at x=90 (pinned by ConversationView.columns.figma.test.ts). User turn 6715:34903: a 36 avatar, 12 clear of a bubble whose text is inset 16 horizontally and 8 vertically at an 18 line - ConversationView.tsx:978 ships size-6 md:size-9, :882 gap-2 md:gap-3 lg:gap-4, :955 px-2.5 py-2 md:px-4 with the same 14/16 to 14/18 to 16/22 ramp. Assistant turn 6715:34910: body, then the stamp at +16, then the action row at +16 as six 16px icons on a 28 pitch, which is ConversationView.tsx:555 and :584 exactly. Sections 6715:35067-35097: a full-width rule with 16 above and below, a 16 sparkle glyph 8 clear of its title - AssistantBody.tsx:540/543 on the wrapper's gap-3 md:gap-4 lg:gap-6, which resolves to 16 at this board. Docked composer 6715:34922 588x114 with the footnote 16 below it. NOT BUILT, stated above: the title-to-body gap inside a section is 12 here and the build gives it the wrapper's 16.	1440=n-a 768=done 375=n-a @2026-09-16/wave46-ai-chat
6736-37955	done	src/components/home-redesign/conversation/ConversationView.tsx	/ (transcript)	READ LIVE THIS PASS AND BUILT (7833d4c69), and this is the board that made the change worth making. The edit box 6736:38109 is 328x92 and it CHANGES SHAPE rather than scaling: padding drops to 12, the prompt run is 16 tall, and the Cancel/Done pair - 6736:38112 - stops being a right-flush 230 group and spans the whole 304 content box as two 148 buttons on the same 8 gap. The build shipped a fixed w-[230px], so on a 328 column the pair sat marooned with 74px of dead space beside it. Now w-full md:w-[230px], p-3 md:p-4, gap-5, a 14/16 prompt and a 16-line button label, which is 12 + 16 + 20 + 32 + 12 = 92 exactly. Also re-measured live and already correct: the assistant run's 12px inner gap (6736:37977 at y=220 under a 208-tall run, the build's gap-3), the stamp at +16 and the action row at +16 on its 28 pitch.	1440=n-a 768=n-a 375=done @2026-09-16/wave46-ai-chat
6715-35126	partial	src/components/home-redesign/conversation/ConversationView.tsx	/ (transcript)	NOT OPENED THIS PASS, but it is no longer uncited. Its own column rung was read in an earlier pass and is pinned live by ConversationView.columns.figma.test.ts, which resolves 6715:34864 to 328 and 6715:34857 to 360 as PIXEL NUMBERS at eight viewports rather than as a class substring. What this pass adds is the interior, measured off the 375 sibling 6736:37973 read live: the assistant run's inner gap is 12 (6736:37977 at y=220 under a 208-tall body), the stamp sits 16 under the run and the six-icon action row 16 under the stamp on the same 28 pitch the two larger boards use - all three already shipped at ConversationView.tsx:516, :555 and :584. The extended transcript's own longer shape - several sectioned answers stacked - is what has not been read at this width.	1440=n-a 768=n-a 375=partial @2026-09-16/wave46-ai-chat
6750-43337	done	src/components/home-redesign/ChatHistoryModal.tsx	shell (HomeSidebarExpanded historyOpen)	READ LIVE THIS PASS AND BUILT (733934774). The modal 6750:43563 is 708x518 at x=30 - the ruled tablet column, and the build was asking for calc(100vw-32px) = 736. Card padding 16, so the search run starts at 24 (16 + its own 8 inset) on an 18 line, its row 24 deep with 16 of clearance to the rule at y=58; New chat 50 tall with the glyph at 32 and the label at 62, 14 apart; group labels at 24 on 16, 8 above their first row and 16 below the group before; session rows 50 tall with the same 32/62/14, the meta right-flush as a 90 run, 14, then a 94 run ending at 676; 24 of bottom padding. All of that now steps at md. The card centres in every frame - (768-708)/2 = 30, and the y is (1024-518)/2 = 253 - so only the width moves, which is why the fix is a width ladder and not a layout change.	1440=n-a 768=done 375=n-a @2026-09-16/wave46-ai-chat
6736-41729	partial	src/components/home-redesign/AskComposer.tsx	/ (AiHome voice)	NOT OPENED THIS PASS. The composer box under it is closed - 588x114 with the 16/18/32/32/16 rungs, from the three live sibling reads named on 6419-45976 - and the voice state's own furniture was measured live at 375 this pass (6750:43682): a 16-tall Listening run at (16,16), the controls at y=64, and a stop glyph that is a 16x16 rounded rectangle at an 8 inset of a 32 box. That last one was a real miss and is fixed (27e19d46c): the build drew size-3.5, so the stop control measured 30 against its 32 neighbours on every board including this one. What is NOT read at 768 is this frame's own waveform - its bar count, its envelope and whether the strip spans the card the way the 1440 frame 2736:26122 does - and that is the whole reason the row is not done.	1440=n-a 768=partial 375=n-a @2026-09-16/wave46-ai-chat
6750-42546	done	src/components/home-redesign/AskComposer.tsx	/ (AiHome voice)	CLOSED OFF A LIVE READ OF ITS OWN STATE ON ITS OWN BOARD: 6750:43682, the composer inside 6750:43675, is the Listening cut at 375 and was read live this pass. 360x112 at x=8; the Listening run at (16,16) 16 tall; the controls row at y=64, 328 wide and 32 tall; a 32 left plus-button with its glyph at an 8 inset; a 71-wide right pair at x=257 whose stop box sits at x=0 and send at x=39, i.e. 7 apart. 16 + 16 + 32 + 32 + 16 = 112. AskComposer.tsx:317 ships exactly that at the phone rung, and the one number that did not match - the stop glyph, 16x16 at an 8 inset of the 32 box against a shipped 14 - was fixed this pass (27e19d46c). Named plainly: the node measured is the voice-plus-history sibling, whose composer is this frame's composer.	1440=n-a 768=n-a 375=done @2026-09-16/wave46-ai-chat
