# key	status	primaryFile	route	reason	bp
# Lane social-feed, wave 55, 2026-09-20. Rows are the frames this pass REACHED;
# every other row of the slice stands. Column 3 is one bare path.
#
# READS. Boards read LIVE on 2026-09-20 with get_metadata against file
# 3sSzw1KewMtUbeLAv7uW0r, one call per frame node, in bursts of four. Nothing
# here is carried unless the row says so in words. Colour and type figures that
# get_metadata does not return are named as carried where they are used and no
# verdict rests on one.
#
# WHAT THIS LANE'S SLICE IS. Nine of the fourteen frames are dropdown PANELS
# whose geometry was already matched value for value in earlier waves; on every
# one of them the whole remaining gap is a MOUNT, not a pixel. This pass spent
# its reads proving which surface each mount belongs to rather than re-deriving
# boxes that three passes have already closed, and it names the file and the
# exact call for every one it cannot reach. `src/components/social/` (bare) is
# the social-profile-discover lane's by longest prefix, and
# `src/pages/social/Discover.tsx` and `src/pages/social/groups/` are other
# lanes' too, so four of those mounts are hand-offs this wave.
11529-291953	done	src/components/social/feed/PostCard.tsx	/social	READ LIVE WHOLE 2026-09-20 - first-hand, not the wave-40 carry the catalog row still held - and the SHIPPED CARD DRAWS IT WITH NO CODE CHANGE. Board 375x3439 at (11752,4065): Header-mobile 48, Bottom-navigation-mobile 54 at y=3385, Frame 1000003867 at (16,64) 343x3273.182. Frame 630 343x32 with Discover 210x24 at y=4 and the 125x32 pill at x=218; Frame 1250 rail at y=56 343x84, four 72-wide tiles at x=0 / 76.75 / 153.5 / 230.25 with the 36x36 arrow at (307,24); Main container at y=164 343x3109.182. Five cards at y=0 / 715.182 / 1357.182 / 1946.182 / 2499.182 with the one 343 line at y=683.182, so 32 clear either side of it - every one of those numbers is 11442-173646 and 11442-164766 node for node, and both were closed done at 375 in wave 54. THE ONE STATE THIS BOARD ADDS, AND IT IS THE POINT OF THE PAIR: card one counts 6 comments and its Frame 355 (11529:292019) is 126 tall with THREE visible Chat blocks - 44 at y=0, 14 at y=56, 44 at y=82, so 44 + 12 + 14 + 12 + 44 = 126 on a 12 gap - while Show more (11529:292026) is HIDDEN. Its twin 11442:163219 draws ONE Chat and the Show more visible at the same count. PostCard ships exactly that rule at :379-384: Show more appears only while previewCount < PREVIEW_LIMIT (3) and the count says there are more, so three of six yields 0 hidden and no row, one of six yields 5 and the row. The 14-tall middle block is a preview whose body is absent (11529:292032 hidden) and PostCard draws the body only when `c.body` is set (:864), so 14 and 44 both fall out of one branch. Cards two and five count 1 comment and draw one 14-tall Chat with no Show more (1 - 1 = 0); cards three and four hide their count and draw Frame 464 at 343x40 - card 295x40 plus the 40x40 send at x=303 - which is the inline field built in wave 54 (7e1aa2f18). Previews sit at y=110.182 inside Frame 762 on card one, which is the caption's y=70.182 plus its 28 plus 12, the number wave 54 recorded at this width. STANDING RULE, NOT A GAP: Buy (56x28 at x=287), the bonding strip (343x18.182) and the holder line draw only from a real market or holder read and a feed row carries none. The shell is HomeShellLayout, the home-sidebar-layout lane's. NOTE ON THE CATALOG'S primaryFile: it names src/components/social/SocialTradingFeed.tsx, which is imported by NOTHING in src/ - grep finds only comments and tests - so the board is drawn by PostCard under DiscoverFeed under src/pages/social/SocialFeed.tsx.	1440=n-a 768=n-a 375=done @2026-09-20/wave55-social-feed
10335-236021	blocked-on-backend	src/components/social/feed/ComposePostDialog.tsx	/social	READ LIVE 2026-09-20 with get_metadata, first-hand rather than the wave-52 carry, and BUILT TO IT in ea368f6da. Frame at (-3954,9094.101) 564x482.798; Frame 480 inset 24 at 516x434.798; Frame 1261 516x360.798 holding controls 516x18 (Drafts 38x18, icon/close 16 at x=500 y=1) and Frame 200 at y=42 516x318.798; content HORIZONTAL - avatar 40 then Frame 1262 at x=56 460 wide; body 460x96. THE ATTACHMENT BLOCK, WHICH IS THE WHOLE DELTA AGAINST 10335-234351: Frame 1265 (10335:236102) at (0,120) 460x198.798 over Frame 1263 226x198.798 at x=0 and Frame 1264 226x198.798 at x=234, so the gutter is 8 and 226 + 8 + 226 = 460 closes. bottom at y=384.798 h=50 with Frame 254 at y=8 272x34 (two 32x32 icon boxes at y=1 on gap 8, the 192x34 token pill at x=80) and Post 112x50 at x=404 - the same bottom the one-image board draws. BUILT: the block was one element carrying both the 24 of Frame 1262 itemSpacing and the tile's 12 radius, which cannot draw two tiles at all. It is now Frame 1265 proper - a grid on gap-2 whose column count follows the attachment count, so one tile spans the block exactly as every one-image frame draws it and two split it on the 8 gutter - with the remove control unchanged on its read ramp (32 inset 8 at 375, 36 inset 8 at 768, 36 inset 16 at 1440). Both two-image boards return Frame 1263 and Frame 1264 as LEAVES, so the control's position inside a 226 tile is not first-hand at 1440 or 768; the one that was read, 32x32 at (121,8) in a 161 tile on 11527:291862, is inset 8 and agrees with the shipped 375 value. BLOCKED, AND THE BLOCK IS ONE FIELD WIDE IN THREE PLACES: socialFeedService.ts:427-433 puts a single image_url into the createPost chain payload, feedSource.ts:69 reads a single metadata.image_url back, and PostCard draws one post.media - so the composer's cap defaults to 1 and the second slot opens the day the payload carries a list. It is unreachable ahead of that anyway: postImageUpload.ts:113 returns null while post-image is not a server AssetCategory, so the attach control is disabled and no image reaches the block. Tests 30 green, tsc on the touched test exit 0.	1440=partial 768=n-a 375=n-a @2026-09-20/wave55-social-feed
11527-291862	blocked-on-backend	src/components/social/feed/ComposePostDialog.tsx	/social	THE 375 HALF OF THE PAIR, NOT RE-READ THIS PASS - this lane's wave-52 first-hand read stands and the Figma file was hash-checked unchanged tonight, so the numbers here are carried and the row claims nothing beyond them. CARRIED: Frame 1265 (11527:291915) 330x161, HORIZONTAL gap 8, over Frame 1263 and Frame 1264 at 161x161 each, (330 - 8) / 2 closing it exactly; both cornerRadius 12 with an image fill, each holding a 32x32 circular CTA at radius 9999 filled #001615 at 0.44 positioned (121,8) in the 161 tile, i.e. inset 8 from the top and the right. The modal around it is 354x792 at (12702,8915), radius 16, padding 12, itemSpacing 24 - identical to the single-image 375 composer 11442:177584, so the tile row is the only thing that changes between the two states. BUILT in ea368f6da with its 1440 twin: the block is now a grid whose columns follow the attachment count on a gap-2 gutter, which draws 330 as one tile or as two 161s from one rule; the 375 remove control keeps h-8 w-8 right-2 top-2, the read 32 at inset 8. BLOCKED for the same two reasons as 10335-236021 and they are independent: the upload has no server AssetCategory so the state cannot be entered, and the chain payload plus feedSource plus PostCard each carry ONE image so a second could not survive Post. Raising the cap is a chain-event change; the component takes it as a prop and needs no further edit.	1440=n-a 768=n-a 375=partial @2026-09-20/wave55-social-feed
11398-85199	partial	src/components/social/menus/socialRowMenus.tsx	/social/groups	NOT RE-READ THIS PASS; the live read of 2026-09-18 stands and the Figma file was hash-checked unchanged tonight, so the geometry here is carried. CARRIED: 200x152 at x=50701, 300 left of the Mobile band that opens at 51001; four item frames 184x26 at y=8 / 50 / 84 / 118, each holding ONLY a text at x=8 y=6 with h=14, so nothing floors the 14 leading and the box is 6 + 14 + 6; one line vector 184 wide at y=42, after row ONE. Labels All / Eligible / Ascending / Descending. Height closes 8 + 26 + 8 + 0 + 8 + 26 + 8 + 26 + 8 + 26 + 8 = 152 with the rule as a zero-height child that still takes a gap. HALF THE GAP IS NOW CLOSED, AND IT IS THE HALF THIS LANE OWNS. The wave-54 row recorded two missing pieces - no production builder for these four labels anywhere in src/, and no trigger on the groups surface - and named both files as outside the lane. The builder file is INSIDE it this wave, so 787473230 adds buildGroupFilterMenu, GROUP_FILTER_OPTIONS and GROUP_FILTER_MENU_WIDTH_PX to socialRowMenus.tsx with the rule on Eligible and nowhere else, four glyphless rows, an unavailable map that keeps a row drawn and states why, and no selection of its own (the fill is SocialMenu's selectedKey). The 152 arithmetic and the glyphless 26 are an oracle in SocialRowMenus.figma.test.tsx, 52 tests green, tsc on the test exit 0. ★ THE RULE IS THE FRAME'S, NOT A TIDY-UP: read as a sentence the list looks like a filter pair and a direction pair and the rule would sit between Eligible and Ascending; it does not, it fences All off from the other three, and the transcription follows the drawing. ⚠ Eligible is a DISPLAY filter and never a gate - social token holdings are client-writable and forgeable - so the builder emits a row and a callback and nothing else. REMAINING GAP, IN NUMBERS: one trigger. HAND-OFF, NOT THIS LANE'S FILE: src/pages/social/TradingGroups.tsx (social-groups-tokens) mounts SocialMenu with buildGroupFilterMenu at socialRowMenuWidth/socialRowMenuSize, which is 200 and xs at 375 - the one measured cell. No edit was made there.	1440=n-a 768=n-a 375=partial @2026-09-20/wave55-social-feed
11398-85209	partial	src/components/social/menus/socialRowMenus.tsx	/trading-groups	NOT RE-READ THIS PASS; this lane's first-hand read of 2026-09-20 stands (218x80, two rows 202x28 at y=8 and y=44, View creator / Show member list, no rule) and the file is hash-checked unchanged. UNCHANGED SINCE WAVE 54 AND STILL NOT THIS LANE'S TO CLOSE. GroupsSearchTable.tsx:1196 calls buildGroupRowMenu for the two rows and then draws them at :1213-1239 through the generic DropdownMenu with a View group row AHEAD of them and an owner-only Delete group after - three rows for a member, four for an owner, against the frame's two - on ROW_MENU_PANEL rather than SocialMenu at GROUP_ROW_MENU_WIDTH_PX 218. That is the open item WAVE53-INTEGRITY s3 records for social-groups-tokens and it stands until Casey rules. REMAINING GAP, IN NUMBERS: one or two rows the frame does not draw, and one panel class this lane cannot measure from here. HAND-OFF, NOT THIS LANE'S FILE: src/pages/social/groups/GroupsSearchTable.tsx; no edit was made. FOR CASEY, one line: (a) crop the row menu to the frame's two and move View group and Delete group elsewhere, or (b) keep the three/four rows as built and record the panel as a deliberate departure.	1440=n-a 768=n-a 375=partial @2026-09-20/wave55-social-feed
11407-148276	blocked-on-backend	src/components/social/menus/socialRowMenus.tsx	/social	RECLASSIFIED FROM partial ON A FIRST-HAND SOURCE-SIDE CHECK, with the geometry carried from this lane's live read of 2026-09-20 (file hash-checked unchanged tonight). CARRIED GEOMETRY, ZERO DELTA: 250x130 at x=-1795 y=12515, off-canvas left of the Desktop band; three rows 234x30 at y=8 / 46 / 92; a zero-height line vector 234 wide at y=84 as the THIRD child, so the rule fences the LAST row rather than the first, the opposite of every other row-menu in this family; glyph 16x16 at x=8 y=7, label at x=32 y=6 h=18; 8 + 30 + 8 + 30 + 8 + 0 + 8 + 30 + 8 = 130. Labels verbatim Download story / Report story / line / Block user @arlobanks, the last on icons/warnings. buildStoryTileMenu at socialRowMenus.tsx:1010 emits those three in that order with the rule before the tail; STORY_MENU_WIDTH_PX is 250; the oracle is StoryMenus.figma.test.tsx. WHY THIS IS NOT partial: partial reads as pixels still owed, and none are. grep across every .ts and .tsx in src/ finds buildStoryTileMenu in exactly three files - its definition, the menus barrel, and its own oracle - so there is no mount, and there is nothing to mount it ON. StoryRail draws one bare button per tile and the frame is parked off-canvas with no anchor, so a tridots here would be an invented position; and the rail never draws a tile at all, because SocialFeed.tsx:120-122 passes STORIES_OFFLINE with the reason "no story source exists: the schema has no stories table and no read is wired" and StoryRail renders its unavailable state at the drawn 84 / 94 / 104 instead. So the frame is blocked on a story source, exactly as the seven story PAGE boards in this section already are. This lane made no edit: building a trigger for a rail that draws no tiles is dead wiring, not the feature the frame draws.	1440=partial 768=n-a 375=n-a @2026-09-20/wave55-social-feed
11407-148320	blocked-on-backend	src/components/social/StoryViewer.tsx	/social	RECLASSIFIED FROM partial ON A FIRST-HAND SOURCE-SIDE CHECK, geometry carried from this lane's live read of 2026-09-20 (file hash-checked unchanged). CARRIED GEOMETRY, ZERO DELTA: 250x130 at x=-1795 y=14190, the same box as its tile twin 11407:148276 - three rows 234x30 at y=8 / 46 / 92, a zero-height line 234 wide at y=84 before the LAST row, glyph 16x16 at x=8 y=7, label at x=32 y=6 h=18, 8+30+8+30+8+0+8+30+8=130. Labels verbatim Follow user @CryptosTraderX / Report user @CryptosTraderX / line / Block user @CryptosTraderX, the last on icons/warnings. UNLIKE ITS TWIN THIS ONE IS ALREADY MOUNTED IN ITS COMPONENT: StoryViewer renders SocialMenu at STORY_MENU_WIDTH_PX 250 off the tridots' right edge and takes the items as a menuItems prop, with StoryViewer.storyMenu.figma.test.tsx as its oracle. The gap is one level up: grep across src/ finds StoryViewer in four files - itself, the social barrel and its two oracles - so the component is built, correct and rendered by nothing. It is blocked rather than unbuilt for the same reason as the tile twin and the reason is first-hand this pass: SocialFeed.tsx:120-122 hands the rail STORIES_OFFLINE because the schema has no stories table and no read is wired, so no tile exists to open a viewer from. A viewer mounted on /social today would be reachable by nobody. No edit was made.	1440=partial 768=n-a 375=n-a @2026-09-20/wave55-social-feed
# THE FIVE FEED DROPDOWNS, AND THE ONE THING THIS PASS ADDS TO THEM. All
# fifteen frames of feedMenus.ts were read through the Plugin API on 2026-09-06
# and 2026-09-08 and match on every axis; the panel heights close as a sum of
# the row box to the pixel, and feedMenus.figma.test.ts derives that sum from
