# key	status	primaryFile	route	reason	bp
# Lane rewards-predict-social-launch, wave 45, 2026-09-15. 14 rows, one per frame in
# BRIEF-rewards-predict-social-launch.md. Every reason is this lane's own reading, and where a row
# says a node was opened it was opened with get_design_context or get_metadata on this pass.
#
# THE RULING ITEM IS CLOSED. Casey, 2026-09-15: /rewards shows the six-rung points band as frame
# 5534:92972 draws it, the four-rung referral-commission band keeps its own place in the referrals
# section, and no rate, tier threshold or commission value changes. Built as
# src/components/rewards/PointsTierBand.tsx and mounted in the slot the frame gives it -- 32 under
# the invite band, with the commission Card directly beneath. No threshold moved: the ladder is
# read from tier_config at runtime and the balance from getPointsBalance, so the frame's own
# "Bronze / 1,050 pts / 4,999 pts" sample is copied nowhere. On the live ladder 1,050 points is
# SILVER with Gold's floor at 5,000, which is what the band prints.
#
# THREE FINDINGS WORTH MORE THAN THE ROWS THEY SIT IN:
#
#   1. The Discover table wave 23 recorded as unbuilt HAS BEEN BUILT since the 2026-08-20 social
#      lane -- CreatorTableHeader / CreatorTableRow / CreatorNavRow, cited to 5110:187625,
#      5110:187626, 5110:187639 and 5110:187641, with an oracle in
#      pages/social/__tests__/Discover.table.test.tsx. Both 5110 rows had been carrying that reason
#      for two waves. Re-reading 5110:187626 and 5110:187639 live confirmed the shipped column
#      widths (163 / 140 / 140 / 140 / 127 / 80) against the content row, and turned up one real
#      divergence, now fixed: the heading band was inset 24 where its columns are inset 16.
#
#   2. The Launch tablet board ran sm:px-8. sm: fires at 640, which is no board, so 768 was
#      getting a 32 gutter and a 704 column against the frame's 30 and 708. Moved to md:px-[30px]
#      with lg:px-8 keeping the desktop value.
#
#   3. The trending carousel scrolled a flat 340 -- a rounded 1440 card plus the 768 board's gap --
#      on three boards whose pitches are 331.5, 276 and 208. It now measures the row.
#
# NOT BUILT, AND NOT A DEFECT: Frame 655 on both 768 Predict-rewards boards (two 334x34 pills on
# 10657:232189, two 350x34 on 10657:234901). PredictRewardsSection.tsx records why -- the sources
# exist (useUnifiedPositions emits an outcome position per market) but the SEMANTICS need a ruling:
# what window "All time" scopes when no rewards accrual exists, and whether the merge path is live
# on a CPMM venue. Left alone rather than guessed.
#
# NO BROWSER, no build, no tsc, no dev server, no migrations, no npm install. No row below claims a
# DOM-measured render: every done is the frame's numbers resolved against the classes and constants
# that ship. Rows marked NOT REACHED carry wave 44's verdict unchanged.
#
13006-146276	done	src/pages/Launchpad.tsx	/launchpad	OPENED LIVE at all three rungs. 1440 (13006:146276) re-derived off 13006:146266: the card is 323.5x300 with Frame 415 291.5x156 at (16,16) and Frame 463 285.5x96 at (19,188), and the five cards sit at x = 0, 331.5, 663, 994.5, 1326, so the row pitch is 331.5 = 323.5 + 8. THE ONE GAP WAVE 44 LEFT IS CLOSED: the card shipped a rounded w-[324px], and 16 + 3 + 285.5 + 3 + 16 closes on 323.5 and nothing else, so it is lg:w-[323.5px] now, with the skeleton and the test baseline moved with it. 768 (13006:279914) OPENED and the shipped card matches every measure: 260x280, p-3, gap-4, radius 12, image 156 full-width on an 8 corner over a #123F3C edge, text column 236 full-width (no 19 inset here, which is why the 3px stays lg-only), ticker Manrope 12/16 at -0.48 on a 4 gap, the cap row a justify-between with MC: 12/16 beside Mulish 16/20 at -0.64, the age Mulish 10/14 at -0.4, the glyph strip on 6, blurb Manrope 12/16. 375 (13006:280832) OPENED and likewise: 200x250, p-2, gap-2, image 128, the cap stacked over the glyph strip on 8 (13006:280840 is a column, not a row), value Mulish 14/16 at -0.56, blurb 12/14. The frame's fourth glyph stays unbuilt by Casey's 2026-09-14 ruling.	1440=done 768=done 375=done @2026-09-15/wave45-rewards-predict-social-launch
13006-279872	done	src/pages/Launchpad.tsx	/launchpad	OPENED as a board, which is what wave 44 said it needed, and all three of its open measures land. THE COLUMN: Frame 521 at (30,76) is 708 wide and Main container at (30,504) is 708 too, so the board is 30 + 708 + 30. The page ran sm:px-8 -- 32 from 640 up -- giving 704 inside a 32 gutter; it is md:px-[30px] now, with lg:px-8 holding the desktop value, and 375 keeps px-4. THE CAROUSEL: row 13006:279913 puts cards at x = 0, 276, 552 on a 260-wide card, so the pitch is 260 + 16 and md:gap-4 is right -- and the 1440 row's own geometry says 8, so the gap is NOT flat across the boards. THE MARKET GRID: cards are 346x124 at x = 0 and 362 (a 16 column gap), rows at y = 0, 140, 280, 420 (a 16 row gap), which is what grid-cols-2 gap-x-4 gap-y-4 draws, and 346 = (708 - 16) / 2 falls out of the column. NOT re-derived: LaunchMarketCard's own interior, whose one measured defect (the 3.2px badge) 18de2af41 closed.	1440=n-a 768=done 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
13006-278955	partial	src/pages/Launchpad.tsx	/launchpad	NOT REACHED as a node, and wave 44's verdict is carried. It is the tall (1700) cut of 13006-279872 from the same components, so this pass's two page-level fixes reach it -- the 30px tablet gutter is the same container and the carousel pitch is the same row -- but a verdict on a screen has to name the width it was measured at, and nobody measured this one. Promoting a board on a sibling's reading is the move wave 43 was called in to undo, so it stays where it was.	1440=n-a 768=partial 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
13006-286595	partial	src/pages/LaunchpadCreate.tsx	/launchpad/create	NOT REACHED, and it cannot move without a ruling. TWO 768 CUTS OF ONE PAGE DISAGREE BY 128px: the 13006 family puts Main container 580 wide at x=94 (94 + 580 + 94), and the 11461 family puts it 708 wide at x=30 (11461:193561, recorded at LaunchpadCreate.tsx:1450-1456). The file ships the 11461 reading -- max-w-[1176px] with md:px-[30px] at :1463 -- and every inner measure the 13006 boards carry hangs off their 580 (the 12-inset cards, the 556 dropzones, the 556 CTA), so picking one silently re-cuts the whole page. A build does not get to choose between two frames. CASEY'S CALL, one line: which 768 cut governs /launchpad/create. No edit made.	1440=n-a 768=partial 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
13006-286299	partial	src/pages/LaunchpadCreate.tsx	/launchpad/create	NOT REACHED; same blocker as 13006-286595 and the same one line for Casey -- 580 at x=94 against the shipped 708 at x=30. What is known about this family from wave 44's reading of 13006:286941 is unchanged and is not something a build can act on until the column is settled: Frame 345 580x28 with a 24 back glyph and the title at x=34, a 16 seam to Frame 350, a 580x70 preview row, then Token details / Description / Social links / Advanced options on 12-inset cards separated by full-width rules, two 556x197 dropzones each with a 330x97 middle and a 161x34 CTA, and an information card with a 556x50 CTA at the foot. LaunchpadCreate.tsx cites this node at :383. No edit made.	1440=n-a 768=partial 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
13006-287246	partial	src/pages/LaunchpadCreate.tsx	/launchpad/create	NOT REACHED. Wave 43 lowered this from the catalog's done on the ground that its bpStatus was unknown -- a row claiming completion while recording no width -- and that ground still holds, because nothing opened it this pass either. The honest record is unchanged (believed built, never pinned to a width) and it now carries its siblings' column disagreement as well, so the one line for Casey on 13006-286595 settles all three. No edit made.	1440=n-a 768=partial 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
10657-218029	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	NOT REACHED as a node; wave 44's resolution against source is carried and nothing in this lane's files changes it. The band's own numbers land (768x86, row 1 at (19,6) 730x40, the nav band at (19,58) 730x16, 12 above and below paid as md:py-2.5 plus the items' own py-0.5, and the pl-[11px] pr-[15px] is ink compensation that puts the first glyph at 19 and the end chevron flush at 749 of 768). WHAT IS LEFT IS NOT IN A FILE THIS LANE HOLDS: the frame draws no rule between row 1 and the nav band, and the stroke that appears there is the border-b on the header element at src/components/layout/HomeTopBar.tsx:875. It is conditional -- on a route with no second layer that same stroke is correctly the header's close -- so closing it means making it conditional on the second layer rather than on the route, and that is the owner of HomeTopBar.tsx. Named, not edited.	1440=n-a 768=partial 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
10657-217898	blocked-on-backend	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	NOT REACHED, and wave 43's verdict is carried verbatim and unpromoted: Frame 461 708x396, a 708x24 heading row over a 708x356 grid of four 350x174 cards on 8/8, each padded 12 with a 42x42 tile, a 167x37 title at x=54, a 58x24 logos/skai and a 163x92 donut. The shape is built and there are zero geo-politics markets to put in it, so no width verdict here can be earned by looking at the running app and none is claimed. Nothing in this lane's reading changes that.	1440=unknown 768=partial 375=unknown @2026-09-15/wave45-rewards-predict-social-launch
10657-232076	partial	src/components/predict/rewards/RewardsMarketTable.tsx	/predict/rewards	OPENED as a board, and it splits three ways. FIXED, the 1px wave 44 measured: the frame's rows sit at y = 0, 124, 248, 372 on a 108-tall content box with a ZERO-HEIGHT line at 116 / 240 / 364, so the pitch is 108 + 8 + 8 = 124; the shipped rule was a laid-out 1px box inside a gap-2 column, making it 125 and putting the fourth row three pixels down the board. The rule now carries -mb-px, which gives it back its zero outer height while it still paints. VERIFIED AND MATCHING: Frame 1181 is 708 at x=30 and the host page pays exactly that (src/pages/predict/PredictRewards.tsx:33, md:px-[30px]); the head is a 34-tall row holding the 123x28 title and the 252x34 segmented pair at x=456, and the 708x18 subtitle sits at y=42, which is 34 + 8 -- the section's gap-2, not the 14 a seam measured from the title's own 28 would imply; the stat row is 708x104 at y=76, 16 under the head, with tiles 231 / 230 / 231 on 8; the markets block opens at y=196 and its search row is 708x36 splitting 606 + 8 + 94. STILL OPEN, by ruling and not by source: Frame 655 (10657:232189), two 334x34 controls 8 apart with a 24px glyph at x=684 -- see this file's header. ALSO IN FLIGHT, NOT THIS LANE: a peer holds RewardsMarketTable.tsx and PredictDashboardScreen.tsx dirty with an uncommitted pass that opts the row action and the View-market link out of the 44px touch floor -- that floor stood the question block at 60 and the whole row at 126 against the frame's 108, so their fix and this 124-pitch fix compose rather than collide, and neither file was edited here after commit 48e7df5fb.	1440=n-a 768=partial 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
10657-234836	partial	src/components/predict/rewards/OpenOrdersTable.tsx	/predict/rewards	OPENED for the first time -- the node had been cited in OpenOrdersTable.tsx's docblock since the file was written and never read -- and it changes what this row is waiting for. THE 768 BOARD DRAWS NO COLUMN STRIP. Like its Rewards sibling it turns each order into a card: content 708x112 at y = 0, 128, 256, 384 with a zero-height line at 120 / 248 / 376, a 692x42 Frame 1239 carrying the 42px artwork, the question, the price and View market with the 16px glyph at x=676, and under it a 332-wide Frame 1242 of three LABELLED pairs on a 16 gap -- Competitiveness 120x46 (the figure, a 79% tag and a 100x4 bar split 71/27), Expiration 80x36 over GTC, Total 100x36. That changes nothing in the build, and the reading is now in the file: the frame's labels live inside rows, both Predict venues are CPMM so no limit order can be placed, filled or expired, and with no rows the honest render is the reason plus the names of the fields an order would carry, which is what ships. The fixed column geometry stays behind lg, where the frame does spread those names across a strip. Frame 655 here is two 350x34 controls 8 apart, unbuilt for the same ruling reason as its sibling. The last code change to this file is still 0be6285ec (2026-08-13); this pass added the reading only.	1440=n-a 768=partial 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
5534-92868	done	src/components/rewards/ReferralsSection.tsx	/rewards	THE RULING ITEM, and the board's one divergence is closed. Read live: main 1382x1866 holding Frame 631 1318 wide at x=32; Frame 927 carries the 1318x66 page head (title, subtitle, and the 127x32 How-it-works pill at x=1191) and then Frame 719, whose three parts are the 28-tall Referrals heading at y=0, the 1318x253 invite band at y=60, and FRAME 278 AT y=345 -- 32 under the band, which is the mb-6 lg:mb-8 the band already carried. That slot held ReferralsSection's own four-rung commission Card; it now holds the six-rung points band the frame draws, with the commission Card directly beneath it, which is Casey's ruling in both halves. The rest of the board was already built to this node and is unchanged: the head 5534:92873 at :702, the Referrals heading at :812, the invite band 5534:92889 delegated to ReferralInviteBanner at :823, Referrals overview over Frame 270 5534:93015 as four tiles 113 tall on a 16 gap at :948, and the two tables under Frame 859 5534:93060 at :1060. Frame 639 is hidden on this board and its unread shape (a bare # for the rank, -- for both figures) is what YourPositionBand already renders.	1440=done 768=n-a 375=n-a @2026-09-15/wave45-rewards-predict-social-launch
