dropdown-creators [10025-225649]	done	src/components/streaming/StreamPanelSwitcher.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08 on the Plugin API, and this closes the frame. Panel 250x168 / 220x160 / 200x160, fill #122524 on a 1px #123F3C stroke, radius 12, padding 8, itemSpacing 8, DROP_SHADOW 0/4/12 rgba(0,0,0,0.24) on all three. Rows 234x30 / 204x28 / 184x28, radius 4, padding 6/8, itemSpacing 8, 16px glyph at the left inset. Label Manrope Regular ls -4% #FFFFFF, 14/18 at 1440 and 12/16 then 12/14 below. The line VECTOR under row one is strokeWeight 1 spanning the full row width inside the padding (234 of 250, 204 of 220, 184 of 200). Every one of those is what StreamPanelSwitcher already ships - MENU_PANEL w-[200px] md:w-[220px] lg:w-[250px] rounded-[12px] p-2 gap-2 plus the shadow literal, MENU_ROW h-[28px] lg:h-[30px] rounded-[4px] px-2 py-1.5 gap-2 on the 12/14 -> 12/16 -> 14/18 ramp - so the row was correct and merely unmeasured. The two values with no oracle now have one: MENU_SEPARATOR (h-px w-full, driven red against border-t) and the Frame 336 title control read off the rendered trigger (gap-0 and 14/16 -> 14/18, driven red against gap-1). Commit 48cd80690.	desktop=done @2026-09-08
dropdown-creators [11529-293029]	done	src/components/streaming/StreamPanelSwitcher.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08 on the Plugin API, and this closes the frame. Panel 250x168 / 220x160 / 200x160, fill #122524 on a 1px #123F3C stroke, radius 12, padding 8, itemSpacing 8, DROP_SHADOW 0/4/12 rgba(0,0,0,0.24) on all three. Rows 234x30 / 204x28 / 184x28, radius 4, padding 6/8, itemSpacing 8, 16px glyph at the left inset. Label Manrope Regular ls -4% #FFFFFF, 14/18 at 1440 and 12/16 then 12/14 below. The line VECTOR under row one is strokeWeight 1 spanning the full row width inside the padding (234 of 250, 204 of 220, 184 of 200). Every one of those is what StreamPanelSwitcher already ships - MENU_PANEL w-[200px] md:w-[220px] lg:w-[250px] rounded-[12px] p-2 gap-2 plus the shadow literal, MENU_ROW h-[28px] lg:h-[30px] rounded-[4px] px-2 py-1.5 gap-2 on the 12/14 -> 12/16 -> 14/18 ramp - so the row was correct and merely unmeasured. The two values with no oracle now have one: MENU_SEPARATOR (h-px w-full, driven red against border-t) and the Frame 336 title control read off the rendered trigger (gap-0 and 14/16 -> 14/18, driven red against gap-1). Commit 48cd80690.	tablet=done @2026-09-08
dropdown-creators [11529-293244]	done	src/components/streaming/StreamPanelSwitcher.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08 on the Plugin API, and this closes the frame. Panel 250x168 / 220x160 / 200x160, fill #122524 on a 1px #123F3C stroke, radius 12, padding 8, itemSpacing 8, DROP_SHADOW 0/4/12 rgba(0,0,0,0.24) on all three. Rows 234x30 / 204x28 / 184x28, radius 4, padding 6/8, itemSpacing 8, 16px glyph at the left inset. Label Manrope Regular ls -4% #FFFFFF, 14/18 at 1440 and 12/16 then 12/14 below. The line VECTOR under row one is strokeWeight 1 spanning the full row width inside the padding (234 of 250, 204 of 220, 184 of 200). Every one of those is what StreamPanelSwitcher already ships - MENU_PANEL w-[200px] md:w-[220px] lg:w-[250px] rounded-[12px] p-2 gap-2 plus the shadow literal, MENU_ROW h-[28px] lg:h-[30px] rounded-[4px] px-2 py-1.5 gap-2 on the 12/14 -> 12/16 -> 14/18 ramp - so the row was correct and merely unmeasured. The two values with no oracle now have one: MENU_SEPARATOR (h-px w-full, driven red against border-t) and the Frame 336 title control read off the rendered trigger (gap-0 and 14/16 -> 14/18, driven red against gap-1). Commit 48cd80690.	mobile=done @2026-09-08
Multi-panel - live chat - with rewards [5026-183371]	partial	src/components/streaming/StreamRewardsTicker.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08 on the Plugin API - the 2026-09-07 pass could not open a node at all and said so. Every value inside the rail matches. Shell: header Frame 299 50 tall, padding 4/16/0/16, fill #122524, radius 16/16/0/0 at 1440 and 12/12/0/0 at 768 and 375; body Frame 300 padding 16, itemSpacing 36 at 1440 and 768 and 24 at 375, radius 0/0/16/16 then 0/0/12/12 - StreamChat ships rounded-t-[12px] lg:rounded-t-[16px] and gap-6 md:gap-9. Header row itemSpacing 24 over a 32px band, title group itemSpacing 6. Ticker Frame 755 itemSpacing 4, padding 0, pills 26/24/24 tall, radius 8, padding 4/8, fill #001615 with NO stroke, type 14/18 -> 14/16 -> 12/14 Mulish Regular ls -4%, accent #FFFF16 / #17F9B4 shared by amount and glyph. Log itemSpacing 12, row itemSpacing 2, timestamp #FFFFFF at node opacity 0.44 stepping 12/16 only at 1440. Composer card 42/40/40 tall radius 12 and a 40x40 radius-8 send. WHAT KEEPS THE 1440 BOARD SHORT, and it is NOT in this lane's files: the watch page draws the right rail at 313 (node 5002:176527, x=1061 inside the 1382 main), and src/pages/social/Streaming.tsx:1558 ships lg:w-96 = 384. Every internal value is right and the box is 71px too wide. 768 and 375 are full-bleed (708 / 343) and w-full gives that, so those two boards are done.	desktop=partial @2026-09-08
Multi-panel - live chat - with rewards [11529-292425]	partial	src/components/streaming/StreamRewardsTicker.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08 on the Plugin API - the 2026-09-07 pass could not open a node at all and said so. Every value inside the rail matches. Shell: header Frame 299 50 tall, padding 4/16/0/16, fill #122524, radius 16/16/0/0 at 1440 and 12/12/0/0 at 768 and 375; body Frame 300 padding 16, itemSpacing 36 at 1440 and 768 and 24 at 375, radius 0/0/16/16 then 0/0/12/12 - StreamChat ships rounded-t-[12px] lg:rounded-t-[16px] and gap-6 md:gap-9. Header row itemSpacing 24 over a 32px band, title group itemSpacing 6. Ticker Frame 755 itemSpacing 4, padding 0, pills 26/24/24 tall, radius 8, padding 4/8, fill #001615 with NO stroke, type 14/18 -> 14/16 -> 12/14 Mulish Regular ls -4%, accent #FFFF16 / #17F9B4 shared by amount and glyph. Log itemSpacing 12, row itemSpacing 2, timestamp #FFFFFF at node opacity 0.44 stepping 12/16 only at 1440. Composer card 42/40/40 tall radius 12 and a 40x40 radius-8 send. WHAT KEEPS THE 1440 BOARD SHORT, and it is NOT in this lane's files: the watch page draws the right rail at 313 (node 5002:176527, x=1061 inside the 1382 main), and src/pages/social/Streaming.tsx:1558 ships lg:w-96 = 384. Every internal value is right and the box is 71px too wide. 768 and 375 are full-bleed (708 / 343) and w-full gives that, so those two boards are done.	tablet=done @2026-09-08
Multi-panel - live chat - with rewards [11529-293404]	partial	src/components/streaming/StreamRewardsTicker.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08 on the Plugin API - the 2026-09-07 pass could not open a node at all and said so. Every value inside the rail matches. Shell: header Frame 299 50 tall, padding 4/16/0/16, fill #122524, radius 16/16/0/0 at 1440 and 12/12/0/0 at 768 and 375; body Frame 300 padding 16, itemSpacing 36 at 1440 and 768 and 24 at 375, radius 0/0/16/16 then 0/0/12/12 - StreamChat ships rounded-t-[12px] lg:rounded-t-[16px] and gap-6 md:gap-9. Header row itemSpacing 24 over a 32px band, title group itemSpacing 6. Ticker Frame 755 itemSpacing 4, padding 0, pills 26/24/24 tall, radius 8, padding 4/8, fill #001615 with NO stroke, type 14/18 -> 14/16 -> 12/14 Mulish Regular ls -4%, accent #FFFF16 / #17F9B4 shared by amount and glyph. Log itemSpacing 12, row itemSpacing 2, timestamp #FFFFFF at node opacity 0.44 stepping 12/16 only at 1440. Composer card 42/40/40 tall radius 12 and a 40x40 radius-8 send. WHAT KEEPS THE 1440 BOARD SHORT, and it is NOT in this lane's files: the watch page draws the right rail at 313 (node 5002:176527, x=1061 inside the 1382 main), and src/pages/social/Streaming.tsx:1558 ships lg:w-96 = 384. Every internal value is right and the box is 71px too wide. 768 and 375 are full-bleed (708 / 343) and w-full gives that, so those two boards are done.	mobile=done @2026-09-08
Multi-panel - live chat > Gift streamer [5024-182233]	partial	src/components/streaming/DonationPanel.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08, and the gap is ARCHITECTURAL, not a value. All three frames draw the gift panel as the RAIL'S OCCUPANT, not a dialog: Frame 299 grows to 62 tall and turns #FFFF16 (against #122524 and 50 on every chat frame), Frame 301 keeps radius 16 top and bottom with padding 8 and itemSpacing 36 / 36 / 24, and it holds a 297-wide tier-goal card (radius 12, fill #001615, padding 12), four 60-tall tier rows at radius 12 behind a 1px #123F3C stroke, a 50-tall note card, and one #FFFF16 CTA - 48 tall at 1440, 50 at 768, radius 12, padding 12/40, a 24px wallet glyph and a Send as a gift label at 14/18 in #001615. DonationPanel ships a centred Dialog carrying sm:max-w-md, and sm: is 640 which matches no board. Rebuilding it as the rail occupant is gated on the money question already flagged here: every tier rung is a fixed price and the currency ruling (POINTS and sUSD only) has to land before any of it ships, so nothing was invented this pass. WHAT IS MEASURED AND CORRECT: the StreamGiftStreamerPill trigger - labels/tag 18 tall, radius 9999, padding 2/8, itemSpacing 4, fill #FFFF16 at 0.24, Mulish Regular 10/14 at 375 and 768 and 11/14 at 1440, one leading 10px glyph. The trailing icons/action in the node is visible:false on all three, so the single glyph the component draws is right and not a miss.	desktop=partial @2026-09-08
Multi-panel - live chat > Gift streamer [11529-292728]	partial	src/components/streaming/DonationPanel.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08, and the gap is ARCHITECTURAL, not a value. All three frames draw the gift panel as the RAIL'S OCCUPANT, not a dialog: Frame 299 grows to 62 tall and turns #FFFF16 (against #122524 and 50 on every chat frame), Frame 301 keeps radius 16 top and bottom with padding 8 and itemSpacing 36 / 36 / 24, and it holds a 297-wide tier-goal card (radius 12, fill #001615, padding 12), four 60-tall tier rows at radius 12 behind a 1px #123F3C stroke, a 50-tall note card, and one #FFFF16 CTA - 48 tall at 1440, 50 at 768, radius 12, padding 12/40, a 24px wallet glyph and a Send as a gift label at 14/18 in #001615. DonationPanel ships a centred Dialog carrying sm:max-w-md, and sm: is 640 which matches no board. Rebuilding it as the rail occupant is gated on the money question already flagged here: every tier rung is a fixed price and the currency ruling (POINTS and sUSD only) has to land before any of it ships, so nothing was invented this pass. WHAT IS MEASURED AND CORRECT: the StreamGiftStreamerPill trigger - labels/tag 18 tall, radius 9999, padding 2/8, itemSpacing 4, fill #FFFF16 at 0.24, Mulish Regular 10/14 at 375 and 768 and 11/14 at 1440, one leading 10px glyph. The trailing icons/action in the node is visible:false on all three, so the single glyph the component draws is right and not a miss.	tablet=partial @2026-09-08
Multi-panel - live chat > Gift streamer [11529-293522]	partial	src/components/streaming/DonationPanel.tsx	/streaming/:streamId	MEASURED LIVE 2026-09-08, and the gap is ARCHITECTURAL, not a value. All three frames draw the gift panel as the RAIL'S OCCUPANT, not a dialog: Frame 299 grows to 62 tall and turns #FFFF16 (against #122524 and 50 on every chat frame), Frame 301 keeps radius 16 top and bottom with padding 8 and itemSpacing 36 / 36 / 24, and it holds a 297-wide tier-goal card (radius 12, fill #001615, padding 12), four 60-tall tier rows at radius 12 behind a 1px #123F3C stroke, a 50-tall note card, and one #FFFF16 CTA - 48 tall at 1440, 50 at 768, radius 12, padding 12/40, a 24px wallet glyph and a Send as a gift label at 14/18 in #001615. DonationPanel ships a centred Dialog carrying sm:max-w-md, and sm: is 640 which matches no board. Rebuilding it as the rail occupant is gated on the money question already flagged here: every tier rung is a fixed price and the currency ruling (POINTS and sUSD only) has to land before any of it ships, so nothing was invented this pass. WHAT IS MEASURED AND CORRECT: the StreamGiftStreamerPill trigger - labels/tag 18 tall, radius 9999, padding 2/8, itemSpacing 4, fill #FFFF16 at 0.24, Mulish Regular 10/14 at 375 and 768 and 11/14 at 1440, one leading 10px glyph. The trailing icons/action in the node is visible:false on all three, so the single glyph the component draws is right and not a miss.	mobile=partial @2026-09-08
Skai > Social > Live > Stream type modal 1VH (1440 x 900px) [4998-157146]	partial	src/components/streaming/StreamTypeModal.tsx	/streaming	RE-MEASURED LIVE 2026-09-08 on all three Overlay > modal subtrees, and every number the component states is confirmed: Overlay #001615 at 0.44; modal 564x524 / 448x470 / 354x458, radius 32 then 16, padding 24 then 12, itemSpacing 24, fill #122524 on a 1px #123F3C stroke; card 224 tall at every width, radius 16 then 12, padding 16/32/16/16; Frame 203 itemSpacing 8 with two equal CTAs at 254x62 / 208x50 / 161x44, radius 16 then 12, padding 20/40, 16/24, 14/16, itemSpacing 10 at 1440 and 768 and 12 at 375, and the outline CTA's strokeWeight 1.5 at 1440 against 1 below. StreamTypeModal ships all of it (gap-6 p-3 lg:p-6, rounded-[16px] lg:rounded-[32px], h-[44px] md:h-[50px] lg:h-[62px], gap-3 md:gap-[10px], lg:border-[1.5px]). STAYS partial for the two reasons already on file and neither has moved: card > chart is five IMAGE-filled ELLIPSEs and a Signal vector - assets, and substitutes would be fabricated artwork - and the 16x16 close sits in a 44x44 box below 768 because of the global floor at src/index.css:749, which is not this lane's to lift.	desktop=partial @2026-09-08
Skai > Social > Live > Stream type modal 1VH (768 x 1024px) [11442-160938]	partial	src/components/streaming/StreamTypeModal.tsx	/streaming	RE-MEASURED LIVE 2026-09-08 on all three Overlay > modal subtrees, and every number the component states is confirmed: Overlay #001615 at 0.44; modal 564x524 / 448x470 / 354x458, radius 32 then 16, padding 24 then 12, itemSpacing 24, fill #122524 on a 1px #123F3C stroke; card 224 tall at every width, radius 16 then 12, padding 16/32/16/16; Frame 203 itemSpacing 8 with two equal CTAs at 254x62 / 208x50 / 161x44, radius 16 then 12, padding 20/40, 16/24, 14/16, itemSpacing 10 at 1440 and 768 and 12 at 375, and the outline CTA's strokeWeight 1.5 at 1440 against 1 below. StreamTypeModal ships all of it (gap-6 p-3 lg:p-6, rounded-[16px] lg:rounded-[32px], h-[44px] md:h-[50px] lg:h-[62px], gap-3 md:gap-[10px], lg:border-[1.5px]). STAYS partial for the two reasons already on file and neither has moved: card > chart is five IMAGE-filled ELLIPSEs and a Signal vector - assets, and substitutes would be fabricated artwork - and the 16x16 close sits in a 44x44 box below 768 because of the global floor at src/index.css:749, which is not this lane's to lift.	tablet=partial @2026-09-08
