# key	status	primaryFile	route	reason	bp
# Lane trench-trade, wave 36. Partition src/components/trench-redesign/trade/**.
# FIGMA WAS LIVE. Every row below is a first-hand read through the PLUGIN api
# (use_figma on page 13006:134300), node by node, on 2026-09-08. Where a row
# cites a number it names the node that carries it.
#
# NOTE ON THE MUTATION PROOFS. The first harness this lane ran passed
# --reporter=basic, which vitest cannot load in this repo: every run died at
# startup with rc 1, so all eight mutations read RED without a single test
# executing. Both oracles were re-proved with a harness that runs the
# unmutated file first and refuses to report unless that control is green,
# and that counts failing assertions off stdout rather than trusting rc.
#
# WHY COLUMN 6 DOES NOT REACH registry.bpStatus ON THE BOOST ROWS. Every row
# here is ID-KEYED, and apply-status folds a width verdict only onto a frame
# whose TITLE carries a viewport (`f.bpStatus = verdicts[f.device]`, guarded by
# BP_KEYS.includes(f.device)). These twelve are component cuts titled plainly -
# 'Boost status ALT', not '... 1VH (768x1024px)' - so device is null and the
# registry keeps `unknown` by design. The column is still filled because it is
# true and a human reads this file; the boards each cut belongs to are named in
# the row's own reason, which is where that evidence actually survives.
Boost status ALT [13006-252664]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the ALT cut at 1440. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. The ALT cut differs from the base only in the percentage's fill - sky #56C7F3 at 13006:252671 against amber #FFBD16 at 13006:252694 - and its own tags frame 13006:252668 is HIDDEN, as it is on every one of the twelve. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status ALT [13006-347983]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the ALT cut at 768. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. The ALT cut differs from the base only in the percentage's fill - sky #56C7F3 at 13006:252671 against amber #FFBD16 at 13006:252694 - and its own tags frame 13006:252668 is HIDDEN, as it is on every one of the twelve. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status ALT [13006-348856]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the ALT cut at 375. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. The ALT cut differs from the base only in the percentage's fill - sky #56C7F3 at 13006:252671 against amber #FFBD16 at 13006:252694 - and its own tags frame 13006:252668 is HIDDEN, as it is on every one of the twelve. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status [13006-252687]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the base cut at 1440. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. This is the cut every constant above was measured on, and the card the other three vary. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status [13006-348006]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the base cut at 768. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. This is the cut every constant above was measured on, and the card the other three vary. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status [13006-348879]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the base cut at 375. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. This is the cut every constant above was measured on, and the card the other three vary. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status 50% [13006-252710]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the 50% cut at 1440. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. The 50% cut is the only one whose rail is TWO rectangles - a #123F3C track under a 179.5-wide gradient, 13006:348044 / :348045 - so the meter's progress treatment exists in the file and is what a feed would drive. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status 50% [13006-348029]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the 50% cut at 768. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. The 50% cut is the only one whose rail is TWO rectangles - a #123F3C track under a 179.5-wide gradient, 13006:348044 / :348045 - so the meter's progress treatment exists in the file and is what a feed would drive. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status 50% [13006-348902]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the 50% cut at 375. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. The 50% cut is the only one whose rail is TWO rectangles - a #123F3C track under a 179.5-wide gradient, 13006:348044 / :348045 - so the meter's progress treatment exists in the file and is what a feed would drive. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
Boost status - more info. [13006-252735]	partial	src/components/trench-redesign/trade/BoostStatus.tsx	/crypto/:symbol	MEASURED FIRST-HAND on all three boards this wave; the twelve rows that read 'the Figma MCP was unreachable all lane' are now read. This is the more info cut at 1440. CARD: 391x94 (1440) / 391x90 (768) / 354x86 (375), VERTICAL gap 12, padding 16, fill #122524 on every board; radius 16 at 1440 and 12 at the other two, and the padding and fill belong to TokenInfoPanel, which already draws that surface. FIXED THIS WAVE, and the defect is the interesting part: CARD_GAP, BOOST_HEADING_TYPE, BOOST_NOTE_TYPE and BOOST_MORE_INFO_TYPE were all declared in BoostStatus.tsx with the node ids they came off, and NOT ONE was referenced by the JSX. The heading still shipped skai-label-1 (Mulish 14/20, untracked) where 13006:348882 / :348009 / :252690 draw Manrope 12/14 -> 12/16 -> 14/18 at -4% #FFFFFF; the card still had gap-2 against a frame gap of 12; the footnote a flat skai-para-3 against 13006:348969 / :348096 / :252777; and the disclosure ash skai-label-2 where 13006:348900 / :348027 / :252708 are white Mulish 12/14 -> 14/16 -> 14/18. The heading and the disclosure step on DIFFERENT rungs at 768 (12/16 against 14/16), so one shared ramp would be wrong for one of them. The disclosure also gained the chevron the frames draw beside it: Frame 1142 is HORIZONTAL gap 2 and its 12x12 icons/action slot resolves to Size=16px Type=Right Chevron, the 5.3x9.53 mark FigmaChevronRightIcon carries. The expanded cut nests a SECOND Boost status card inside itself - 13006:252753 / :348072 / :348945, radius 16 with a 1px #123F3C stroke on all three boards, the one place this card carries a hairline - under a Boost mode title (Manrope 18/24 at 1440, 14/18 at 375) and a 16px expand glyph. STILL PARTIAL, and it is one thing: these frames draw a BOOST MODE BUYBACK METER - a percentage in amber #FFBD16 (sky #56C7F3 on the ALT cut, 13006:252671), a 6px gradient rail at radius 8 over a #123F3C track on the 50% cut (13006:348044 / :348045), and a '28.11 / 28.11 SOL burned' readout (13006:252704-706) explained by the card's own paragraph 13006:252777. There is no buyback or burn feed on any key we hold, and inventing a percentage is the fabrication the no-mock rule forbids, so the meter is NOT built and is recorded as such rather than filled. Oracle boostStatusRamps.figma.test.tsx, ten mutations red against a green control.	1440=partial 768=partial 375=partial @2026-09-08
