# key	status	primaryFile	route	reason	bp
# Wave 65, 2026-09-22, lane `trench-discover-shell-launch` (Trench Discover shell,
# settings, filters, the scroller, the page shell and the Launchpad boards).
# Rows here are the frames this pass REACHED; every other row of the slice stands
# on its earlier reading. Column 3 is one bare path; a second witness file and the
# mount site go in the reason.
#
# READS. The Figma connector was DOWN for this whole pass (every call returns
# "claude.ai Figma is not connected"), so NO board was re-read. Every row builds on,
# or re-checks against HEAD, a first-hand reading already on record, cited as
# file:line, date and node. Nothing is marked from memory. No browser ran: every
# comparison is source against the recorded node numbers. "Built in <sha>" means
# committed on the shared tree's local main, NOT pushed and NOT deployed (Ruling 16).
13006-150329	done	src/components/trade/LaunchLiveBoard.tsx	/trade/live	CORRECTS status.wave54.trench-discover-shell-launch.tsv:30 (2026-09-20), which closed this card done and listed 'the 144x50 chart right-packed' among what LaunchLiveBoard already draws: at HEAD before this pass the file drew nothing in that slot, its own comment reading 'The frame's 144x50 sparkline (13006:150342) is NOT drawn', so that done was false on one element. BUILT 721f0d51b (it reached origin inside a peer's 21:37 push; NOT deployed, Ruling 16): the slot is drawn at xl as the explicit unavailable state - 'Chart unavailable', with the reason in its title (streams publish no price or viewer history) - at 144x50 (w-[144px] h-[50px] shrink-0), the avatar row's last child after the flex-1 text column so it packs right, in the same unavailable box the app's other sourceless charts use (NewsScreen, MarketIntelScreen). Hidden below xl: 144x50 is the 622 card's number and the 768 / 375 cards are rasterised instances with no reading of a slot. The row keeps its height, the 68 avatar still being taller than the 50 slot. BASIS: status.wave53.trench-discover-shell-launch.tsv:28, READ LIVE 2026-09-20 with get_design_context on the whole 622x350 card; the board was NOT re-read, the Figma connector being down. Everything else stands on that reading and is unchanged at HEAD: 622x350 on a 16 pad inside a 1px #123F3C at radius 24 (xl:rounded-2xl is 24 on this scale), the scrim, the 68 avatar at r8, the blurb 14/18. Pinned by src/components/trade/launchLiveSpotlightChart.test.tsx (a0df9ea78, 4 cases) and mutation-tested: eight planted defects (no desktop paint, paints on the phone, width 140, height 48, can shrink, packed left, prints a figure, no reason) each turned it red and the file came back byte for byte. One phrase in the reading is ambiguous and was NOT acted on: 'a 68px avatar ... beside a 285.5 column on an 8 gap' does not say whether the 8 is the avatar-to-column gap (the build's is 16 at 1440, md:gap-4, unchanged since 08-26) or the column's own stack (gap-2 = 8); a board read of this card's meta-row itemSpacing settles it. No browser ran; source against node.	1440=done 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-135613	partial	src/components/trench-redesign/TrenchShell.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 ~21:2x against status.wave54.trench-discover-shell-launch.tsv:31, READ LIVE 2026-09-20 (get_metadata, the whole 1440x900 board); the board was NOT re-read, the Figma connector being down. Everything that reading matched above the cards still holds in source: TrenchShell.tsx pads nothing and stands lg:h-[calc(100dvh-84px)] (a897189a0 moved the 28 ticker reserve into the shell's <main> and left that sum unchanged), mounted by src/pages/trade/TrenchRedesign.tsx; DiscoverScreen.tsx:123-126 keep the bands at h-[20px] pl-4 and h-[22px] lg:px-4; the pulse column is lg:px-8 on md:pt-6 with lg:pb-[14px] (:593-595), so 24 above and 14 under `Frame 520`; the header is the lg:grid-cols-[minmax(0,1fr)_auto_minmax(0,1fr)] row on min-h-9 (:643-645) with the nav lg:justify-self-center (:983); MarketPulseBoard.tsx:265 keeps the three columns on gap-1.5. ONE CHANGE SINCE THE READING, AND IT IS RULED: df80cc284 (19:11 today, another session, report f8613808) took the readout run - `Frame 1128`, 298 wide after a rule inside `Frame 1124` 595x16 at (755,3) - and the wallet chip's SOL figure off this docked bottom band, on Casey's words quoted in TrenchScroller.tsx: 'we dont need any of the gas or balances ... You have my approval to not match figma on this'. So `Frame 1124` now ends on the chain prices and `Frame 1123`'s chip keeps its count with no figure. That is less than the board ON PURPOSE and must not be rebuilt to it. PARTIAL FOR THE CARDS ONLY, as the reading said: every list is `Pulse card - Intel` instances, held by the wave-63 Casey call on the pulse card's pencil, speech bubble and caller avatars (WAVE63-INTEGRITY.md), which names six shell boards. Nothing built.	1440=partial 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-159412	partial	src/components/trench-redesign/discover/TokenCard.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave54.trench-trade.tsv:26, READ LIVE 2026-09-20 (get_metadata, the whole 1440x900 board); not re-read, the Figma connector being down. That reading held the frame partial because this state board's toolbar, scroller bands and sidebar 'were not compared here'. The parts it did take are the base shell's value for value - `main` 1382x802 at y=20, `Frame 520` 1318x764 at (32,24), `Frame 337` 1318x36 with 420 groups at 0 and 898 and `nav` 246x22 at 536, `Frame 444` 1318x704 at y=60 with 435.33 columns at 0 / 441.33 / 882.67 - and those hold at HEAD (this file's 13006-135613 row). But no row has read THIS board's two `Trench scroller` bands or its `sidebar`, so they are not claimed from the base: CARRIED for a read of those three nodes on 13006:159412. Two more things hold the frame whatever that read finds: its eighteen cards are `Pulse card - Intel ALT` instances (13006:161222, 409.33x118), under the same wave-63 Casey call as 13006-135613; and df80cc284's ruled trim of the docked bottom band (report f8613808) applies to this board's band too. The state's own number, the rgba(108,64,190,0.12) wash, matched in that reading and lives in src/components/trench-redesign/discover/trenchDisplayPrefs.ts (ROW_TINT_ALPHA), the trench-trade lane's file. Nothing built.	1440=partial 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-168043	partial	src/components/trench-redesign/discover/TokenTable.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against two readings of 2026-09-20, neither re-read (the Figma connector is down): status.wave54.trench-discover-shell-launch.tsv:46 (READ LIVE, get_metadata on the whole board) and status.bugs-0920.trench-discover-lists.tsv:15 (read off `main` 13006:168163). This lane's part holds: src/components/trench-redesign/discover/DiscoverScreen.tsx:596 closes the table branch on lg:pb-5, so `Frame 521` ends at 24 + 758 = 782 in the 802 main, 20 over the band, while the pulse branch keeps its 14 (:595). WHAT IS LEFT IS A HAND-OFF to the trench-trade lane, whose files TokenTable.tsx and TokenRow.tsx are by lanes-owns.json: the card header `Frame 299` 13006:168220 is 42 tall with `bottom menu` 1286x26 at (16,8) and its labels in Manrope 14/18 ('Pairs' 13006:168223, 411x18), where the build follows the 1061-wide spec family 13006:169068 at 38 and 12/14; and the row list `Frame 357` 1302x594 sits at (8,8) where that family insets 16. Which family governs is an open Casey call (WAVE63-INTEGRITY.md, Trench trade: 'which of two desktop table families governs'), so no change is named beyond these numbers. `Frame 400` 13006:169002, a terms sentence at y=424 inside the table, is not drawn, and DiscoverScreen.test.tsx:246 pins its absence. Nothing built.	1440=partial 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-180340	partial	src/components/trench-redesign/discover/TrackerSettingsMenu.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave63.trench-discover-shell-launch.tsv:15, READ LIVE 2026-09-22 (get_metadata, the whole 1440x900 board, before the connector dropped); not re-read. The open sheet `Right menu` 13006:180997 442x884 at (990,8) closes on TrackerSettingsMenu.tsx at frame level, source against node (the file is unchanged since 2a2e34225): `Frame 344` 394 at (24,24) is RIGHT_MENU_SHEET_CLASS's 1440 pad of 24; `controls` 394x28 is the title's lg:leading-7, with the 16 close at (378,6) = (28 - 16) / 2; `Frame 341` at y=52 = 28 + mt-6; its three blocks on lg:gap-6 - `Frame 560` 286 = the category block 138 (the 24 Category row, gap-4, then the preview column 16 + 8 + 50 + 8 + 16) + 24 + the toggle list 124 (24 + 12 + 24 + 12 + a 52 hint row, 18 + 2 + two 16 lines), `Frame 204` 36 at 310 = the Sound row 18 + 2 + 16, `Frame 559` 98 at 370 = the 34 readout (8 + 18 + 8) + 16 + the 48 slider card (12 + 10 + 4 + 14 + 8) - and the footer `Frame 1178` 394x62 at (24,798) = RightMenuFooter's two 193x62 on 8, 798 + 62 + 24 = 884. One assumption in those sums: the all-chains hint wraps to two 16 lines in its ~337 column (394 - 16 - the 40.593 toggle), which no browser measured. STILL PARTIAL, unchanged: the trades table and the rail are drawn by src/components/home-redesign/whales/ActivityView.tsx, the home-whales-screens-ai lane's file (hand-off), mounted from src/components/trench-redesign/discover/TrenchTrackers.tsx; and the sheet's bodies have never been read below frame level. Nothing built.	1440=partial 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-185323	partial	src/components/trench-redesign/discover/FiltersPanel.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave63.trench-trade.tsv:12 (the rail READ LIVE 2026-09-22 with get_design_context on Frame 561 13006:185340) and status.wave54.trench-trade.tsv:28 (the whole 442x1463 panel READ LIVE 2026-09-20); not re-read. FiltersPanel.tsx is unchanged since 34c830d73, so the rail's 20 + 5 + 1 = 26 and every body number wave 54 matched stand. Two items hold the frame and neither is buildable here: (1) `Frame 573`'s single 402x50 CTA against the build's Reset + Apply halves - the file passes onReset at :988 and records why at :973-980 (the only way to clear a draft); Casey's call, and dropping onReset is the whole change; (2) the panel radius '12 against the shell's 16 at md' is NOT a first-hand reading: wave 54's row says it was 'recorded from the registry and not re-derived', the registry entry for this key carries no radius today, and today's harvest (live/mhF3BkzlTaGiLzJ7kvpmVc__13006-134300.tsv:69, 442x1463) records width and height only - so it is CARRIED for a board read of the panel's cornerRadius and nothing was built on it. Nothing built.	1440=n-a 768=partial 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
15402-181831	partial	src/components/trench-redesign/discover/FiltersPanel.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave58.trench-discover-shell-launch.tsv:37, READ LIVE 2026-09-21 (get_metadata on the whole 442x884 panel, get_design_context on `Frame 562` 15402:181862); not re-read, the connector being down. What that pass built holds: SOCIALS_RANGE_LABEL_CLASS (6c735a295, Manrope 12/16 #E0E0E0 underlined at 64%) and the four 18-tall conditions on 16 with the help glyph after the first three; the rail has since closed on the frame's 28 with the rule inside the box (34c830d73). The one measured divergence stands: `Frame 573` at (24,748) 394x112 draws three 126x34 pills on 8 and ONE 394x62 CTA 16 under them, where the build draws Reset beside Save because FiltersPanel.tsx passes onReset (:988). Casey's call, the same one as 13006-185323. Nothing built.	1440=partial 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-198241	partial	src/components/trench-redesign/discover/TokenCard.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave58.trench-discover-shell-launch.tsv:31, READ LIVE 2026-09-21 (get_metadata, the whole 419.33x94 frame); not re-read. The finding stands and is a decision, not a gap: this BASE card closes at 8 + 78 + 8 = 94, with its five chips inside the identity column at y=60 on a 10 gap and four age-line stats, while every screen instances the 118 ALT composition (13006:161222 on the colour-row board, 13006:136580 on 13006:135613, 13006:356662 at 375), so building the base would regress each of them. TokenCard.tsx still draws the ALT; its commits since the reading (695cca142, 41f8cd295) are ALT-card details and do not touch this question. Recorded, not built: whether a base that no board instances governs is not this lane's to decide, and the family's identity items sit under the wave-63 Casey call (WAVE63-INTEGRITY.md).	1440=partial 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-198778	partial	src/components/trench-redesign/discover/TokenCard.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave58.trench-discover-shell-launch.tsv:33, READ LIVE 2026-09-21 (get_metadata, the whole 419.33x118 frame beside its 768 and 375 twins); not re-read. The geometry that reading matched holds in TokenCard.tsx (the followers pair on gap-1 from 695cca142 is intact); 41f8cd295 has since added the ALT master's read-stat colour and the F: coin (13006:198394 / :198452), which this reading does not describe, so neither is claimed here. HELD BY IDENTITY, both Casey's: row B's second chip `Frame 548` 13006:198889 prints a duration ('46m' then a semibold '1d') where the build prints the dev-holding share off the intel batch; and the age line's first two 12px marks are a pencil :198795 and the chat logomark :198798 where the build draws the website globe and the pair-page sprout. The pencil and speech bubble are the wave-63 Casey call (WAVE63-INTEGRITY.md). Nothing built.	1440=partial 768=n-a 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-347417	partial	src/components/trench-redesign/discover/TokenCard.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave58.trench-discover-shell-launch.tsv:39, READ LIVE 2026-09-21 (get_metadata, the whole 682x118 frame); not re-read. The 768 cut closes on the numbers that reading matched, unchanged at HEAD: `Frame 3` 666x78 over `Frame 553` 666x18, 118; the 78 logo in its 82 ring with `chain` 16 at (68,-6); `Frame 500` 170x78 at x=90; the followers value 4 after its glyph (built then, gap-1, intact). HELD BY THE SAME TWO IDENTITY ITEMS as 13006-198778, both Casey's: the second chip :347528 prints a duration ('46m' + '1d') where the build prints the dev-holding share; the age line's first two marks are a pencil :347434 and the chat logomark :347437 where the build draws the website and pair links. Nothing built.	1440=n-a 768=partial 375=n-a @2026-09-22/wave65-trench-discover-shell-launch
13006-356662	partial	src/components/trench-redesign/discover/TokenCard.tsx	/trench	RE-CHECKED AT HEAD 2026-09-22 against status.wave58.trench-discover-shell-launch.tsv:38, READ LIVE 2026-09-21 (get_metadata, the whole 349x126 frame); not re-read. The box and both gaps built then hold at HEAD: 8 + 86 + 6 + 18 + 8 = 126 on p-[7px] and the 1px border; the 67x68 logo column with the 64 image in its 68 ring and `chain` at (55,-4); the followers value 4 after its glyph; V riding its own right-column stack. HELD BY THREE IDENTITY ITEMS, all Casey's (the wave-63 call, WAVE63-INTEGRITY.md): `description` :356734, the four 12px caller avatars on a 9.75 pitch, is visible on this board and no feed names a caller; the second chip :356776 prints a duration where the build prints the dev-holding share; and the age line's first two marks are a pencil :356688 and the chat logomark :356691 where the build draws the website and pair links. Nothing built.	1440=n-a 768=n-a 375=partial @2026-09-22/wave65-trench-discover-shell-launch
