# key	status	primaryFile	route	reason	bp
# Wave 54, 2026-09-20, lane `predict-detail` (src/pages/predict/PredictMarketDetail.tsx,
# src/pages/predict/components/, src/components/predict/ less the peer's detail/, ticket/PredictTicket.tsx,
# rewards/ and PredictHeaderActions; src/pages/outcome/, src/pages/scalar/, src/pages/prediction/, src/lib/predict/).
# Rows here are frames REACHED this pass; every other row stands. Column 3 is one
# bare path; a second witness file and the mount site go in the reason.
#
# READS. The Activity 375 board 10312-17987 was read whole with get_design_context and
# its 768 and 1440 twins 10654-202793 and 3345-31427 with get_metadata, plus the master's
# header row 3350-32503 with get_design_context to settle the second trigger. The five
# sample-market-2 boards 10594-58911, 10594-60147, 10654-198325, 10654-199581 and
# 10654-200390 were read whole with get_metadata for their column and the pinned strip.
# Every number below is from those reads; nothing is carried from an earlier wave unmarked.
#
# BUILT. dc9b423c8 (ActivityPanel.tsx, ModuleFilterSelect.tsx, modulePanels.test.tsx):
# the Activity row at all three widths, the order trigger, the coral LIVE tag, the footer
# from lg only. One wire is the peer's: the row's "for <date>" clause draws when the
# mount supplies `outcomeLabel`, and the mount is detail/MarketModules.tsx.
10312-17987	partial	src/components/predict/modules/ActivityPanel.tsx	/predict/market/:marketType/:marketId	BUILT dc9b423c8, read live with get_design_context this pass. The row is the frame's row at every width: a 32x32 images/circle slot at x=0 drawn as the address monogram the explorer already uses for an address (AddressIdenticon in components/explorer/AddressOverview.tsx; a counterparty has no profile), 8 to a two-line column of Mulish 12/14 lines 4 apart — the handle in sky blue, underlined as the frame draws it and a live link to the explorer address page, then bought and the side-coloured 123 No, over for <outcome> at 10.2¢ ($40) with the ($40) read from the fill's collateral (a positive amount under a cent prints <$0.01, never $0) — and a right cluster of the age and a 16px external-link glyph 6 apart that opens the fill's transaction on the explorer. The row is 32 tall on py-2 with the 1px divider 8 below (frame pitch 48). The header row is the frame's two triggers: All (dates derived from the rows) and Descending / Ascending, an ORDER over collateral — 10314:19476 and 10654:202972 word it Descending in a hugging 132 / 130 box and the 1440 master words the same control Min to max in a fixed 120 box (3350:32505, now a triggerClassName on ModuleFilterSelect) — with the coral LIVE tag (1px #FF7E50 stroke on no fill, radius full, 8/2, a 10px glyph then Mulish 10/14 white, 11/14 at lg) drawn only when a feed is attached. The min-amount trigger the earlier wave transcribed from menu 8659:115937 is on no board's closed row at any width and is unmounted; its options constant and tests went with it. The footer is hidden below lg: 12+32+16+272+20 closes the body's 352 with the body's gap-32 inert, so the 343 body ends at its list. STILL PARTIAL on one wire outside this lane: the for <date> clause draws only when the mount passes outcomeLabel (the deadline that names this market inside its event, the frame's March 31, 2026), and the mount is MarketModules.tsx in the peer's detail/ — hand-off: pass the market's member label from groupPredictMarkets, or its closeTime formatted long, as outcomeLabel to ActivityPanel, and PredictMarketDetail forwards market through it. Twin 10516-23121 settles with this row.	1440=n-a 768=n-a 375=partial @2026-09-20/wave54-predict-detail
10516-23121	partial	src/components/predict/modules/ActivityPanel.tsx	/predict/market/:marketType/:marketId	The same node as 10312-17987 authored a second time; the same get_design_context read applies field for field, the same build dc9b423c8 stands under it, and the same one open wire (outcomeLabel from the peer's MarketModules.tsx) keeps it partial. Nothing differs between the two authorings.	1440=n-a 768=n-a 375=partial @2026-09-20/wave54-predict-detail
10654-202793	partial	src/components/predict/modules/ActivityPanel.tsx	/predict/market/:marketType/:marketId	RE-READ with get_metadata this pass: band 708x42 (Frame 301, bottom menu at 12,4 with the 39-wide underline at x=274 y=42), body Frame 270 708x354, Frame 285 at (12,12) 684x322 holding a 684x34 header row — triggers 73 and 130 at x=0 / 81 (gap 8), tags 54x18 at x=630 — and groups at y=50 (34 + 16) of 684x272: six 32-tall rows with images/circle 32 at x=0, Frame 1203 at x=40 179x32 stacking Frame 1201 (14 tall: EzioAuditore, bought 123 No) over Frame 1202 at y=18 (for, March 31, 2026, at, 10.2¢ ($40)), and Frame 1204 79x16 at x=605 y=8 with the age 57x14 and the glyph at x=63; dividers at y=40, rows at 48. BUILT dc9b423c8 as the 375 row states, with the trigger's md: line box already 18 for the 34-tall box; the body's gap-16 between header and groups is the column's gap-4 and the footer is not drawn here (the 708 body holds one child). Same open wire: outcomeLabel from the peer's MarketModules.tsx.	1440=n-a 768=partial 375=n-a @2026-09-20/wave54-predict-detail
10594-58911	partial	src/pages/predict/PredictMarketDetail.tsx	/predict/market/:marketType/:marketId	RE-READ with get_metadata this pass, the first live reading of this board since wave 39: Frame 1196 x=16 y=98 w=343 h=2030 under an 82-tall Header-mobile, six blocks Main container 568 / Order book - Predict 42 (collapsed to its 319x18 top row at 12,12; Frame 441 and Frame 370 hidden) / Frame 430 244 / section 570 (Frame 301 40 + Frame 270 530) / FAQ 190 / Frame 1191 296, every gap 24; Bottom-navigation-mobile 54 at y=2144. The shell MATCHES at 375: DetailShell px-4 py-4 is the 16 gutter and the 16 inset, the column is gap-6, and the order-1 / order-2 / order-3 sequence puts Related third, the modules fourth, Rules and FAQ fifth and sixth, which is the frame's order. What remains is not this file's: the six blocks are MarketDetailHeader, OrderBookPanel, RelatedEvents, MarketModules, RulesPanel and FaqPanel in the peer's detail/ and were not measured at depth this pass; the frame's central asks/bids book needs a CLOB no HIP-4 venue supplies (both are CPMM), so that block is blocked-on-backend and OrderBookPanel's notice is its explicit unavailable state; the ticket is pinned as a sheet in this family and the quick-bet sheet keeps the shipped default by direction.	1440=n-a 768=n-a 375=partial @2026-09-20/wave54-predict-detail
10594-60147	partial	src/pages/predict/components/MarketScrollBar.tsx	/predict/market/:marketType/:marketId	RE-READ with get_metadata this pass: the scrolled cut. Frame 1196 sits at y=82 directly under the header (the column has scrolled 16) with blocks 472 / 42 / 244 / 570 / 190 / 296 at gap 24 (the master card is 472 in this cut), and Frame 391 375x68 at y=82 is pinned over it: Frame 389 at (16,12) 343x44 holding Frame 423 343x44 — Frame 415 40x40 at y=2, Frame 394 at x=48 215x44 holding the question in a 207x44 two-line box, and Frame 1145 72x16 at x=271 y=14 of three 16px icons/action 12 apart, with a hidden 108x18 CTA at x=598. MarketScrollBar is this strip and its shell matches: bound to the scroll sentinel, sticky, full-bleed with the 16 gutter, #001615 with the 1px #123F3C bottom rule, 12 of vertical padding. Its ROW does not: it ships the sample-market Frame 423 (10509:20674, a 40-tall row of an 18/22 title over a 12/14 date with the countdown cluster right), where this board draws a 44-tall row of a two-line question and an icon trio, no date and no countdown. Two authored variants of one strip; which governs needs a ruling — (a) the sample-market cut as shipped, (b) this board's two-line title with three actions, (c) the title from this board and the countdown from that one. No edit made ahead of it. The primary file moves to the strip because that is the one thing this cut adds; the column itself is 10594-58911's verdict.	1440=n-a 768=n-a 375=partial @2026-09-20/wave54-predict-detail
10654-198325	partial	src/pages/predict/PredictMarketDetail.tsx	/predict/market/:marketType/:marketId	RE-READ with get_metadata this pass (768 full, 768x2233): Frame 1196 x=30 y=110 w=708 h=2047 under an 86-tall Header-tablet, blocks Main container 554 / Order book - Predict 43 (top row 684x19 at 12,12) / Frame 430 244 / section 608 (Frame 301 42 + Frame 270 566) / FAQ 162 / Frame 1189 316, every gap 24; Bottom-navigation-tablet 52 at y=2181. The shell MATCHES at 768: md:px-[30px] md:py-6 is the 30 gutter and the 24 inset, the column is gap-6 in the same order. The master card opens with its own Frame 391 708x58 — Frame 423 with the 40 tile, a Predict > Breaking crumb 14 tall at x=48 and the title — which is MarketDetailHeader, the peer's. Same six fenced blocks, same CLOB block on the order book, same sheet default as 10594-58911.	1440=n-a 768=partial 375=n-a @2026-09-20/wave54-predict-detail
10654-199581	partial	src/pages/predict/PredictMarketDetail.tsx	/predict/market/:marketType/:marketId	RE-READ with get_metadata this pass (768 1VH): the column is 10654-198325's to the pixel — Frame 1196 x=30 y=110 w=708, 554 / 43 / 244 / 608 / 162 / 316 at 24, the master card opening on its 708x58 Frame 391 crumb row — and no strip is pinned in this cut (the 768 scrolled strip belongs to the sample-market family at 10647:187995). Shell matches; the same verdict and the same fenced remainder as 10654-198325.	1440=n-a 768=partial 375=n-a @2026-09-20/wave54-predict-detail
10654-200390	partial	src/pages/predict/PredictMarketDetail.tsx	/predict/market/:marketType/:marketId	RE-READ with get_metadata this pass, and THE TITLE IS WRONG ABOUT ITS BOARD, confirmed against the node itself: it measures 768x1024 with a Header-tablet 86 and a Bottom-navigation-tablet 52 at y=972, not 1440x900. The column is 10654-198325's (x=30 y=110 w=708; 554 / 43 / 244 / 608 / 162 / 316 at 24), and over it an Overlay 768x1024 with Up - long 768x578 at y=446 — the quick-bet sheet in its market-order state. The sheet is a sheet and not the ticket; its execution path is unruled and this wave's direction keeps the shipped default, so the ticket stays in the column below the FAQ and the overlay is not built. Measured as the tablet cut; a frame-defect note against the title belongs with the design file, not this row's verdict.	1440=n-a 768=partial 375=n-a @2026-09-20/wave54-predict-detail
10594-61136	partial	src/pages/predict/PredictMarketDetail.tsx	/predict/market/:marketType/:marketId	RE-READ with get_metadata this pass: the menu-open state of 10594-60147 — the same column at y=82 (472 / 42 / 244 / 570 / 190 / 296 at 24) under the same pinned Frame 391 375x68 (Frame 423 343x44 with the 40 tile, the two-line question and the icon trio at x=271), plus an Overlay 375x812 and Up - long 375x548 at y=264, which is the quick-bet sheet in its market-order state. The shell matches as 10594-58911 states and the strip carries 10594-60147's open variant question; the overlay is the sheet, not the ticket, its execution path is unruled and this wave keeps the shipped default (ticket in the column below the FAQ, no sheet). Nothing built for it.	1440=n-a 768=n-a 375=partial @2026-09-20/wave54-predict-detail
10654-197572	partial	src/components/predict/PredictInsightsPanel.tsx	/predict/all	RE-READ with get_metadata this pass, the first live reading at this width: Frame 1211 x=30 y=110 w=708 h=2330 under an 86-tall Header-tablet, four blocks at a flat 24 — Frame 605 708x110 (two 354x110 cards, the right one titled Breaking news 22 tall over High volume markets in the last 24 hours 16 tall at (32,32)); Frame 445 708x1094 at y=134 (a 20-tall chip nav of Frame 404 31x20 and seven 16-tall CTA/buttons, then new groups at y=44 of FIFTEEN 54-tall rows at pitch 70 ruled by zero-height vectors: rank 20x14 at x=0 y=12, a 32 tile at x=28 y=3, the question 543x18 at x=68 y=10, a 33x38 cell at x=559 stacking the chance 20 tall over the signed delta 14 at y=24, and a 16px icons/action at x=668 y=11); the newsletter card 708x239 at y=1252 (title 19 + line 16, a 74-tall input over a 50-tall CTA); Frame 402 708x815 at y=1515 (Live from @skai.predict 137x19 with a 16px glyph, a 138x34 CTA at x=570, a ruled signals list at y=50 of 699, then a 708x42 CTA at y=773). Bottom-navigation-tablet 52. The column's x=30 and y=110 are the shell's md:px-[30px] md:py-6. NOT this lane's to close, at any width: the hero pair and the ranked list are the merged board's under sort=breaking (`breaking` is a sort id, not a slug; /predict/breaking is the 404 branch), which is src/pages/predict/PredictPage.tsx in the predict-dashboard lane and PredictCategoryPage.tsx in the peer's hold; PredictInsightsPanel's MoverRow draws the same rank / question / chance / delta anatomy for the desktop column but is not what this board mounts. The newsletter card and the @skai.predict feed stay OPEN WITH NO PLACEHOLDER by the 2026-09-19 no-vendor ruling. Hand-off for the list: fifteen rows of 54 at pitch 70 with the anatomy above, under a 20-tall chip row, 24 below the hero pair.	1440=n-a 768=partial 375=n-a @2026-09-20/wave54-predict-detail
10710-132119	partial	src/components/predict/PredictInsightsPanel.tsx	/predict/all	RE-READ with get_metadata this pass: the 1VH crop of 10654-197572, and the node holds the SAME 2330-tall Frame 1211 at (30,110) — 110 / 1094 / 239 / 815 at 24, fifteen 54-tall rows at pitch 70, the newsletter card, the @skai.predict feed — cropped by the 1024 board with the Bottom-navigation-tablet at y=972. Every finding and every hand-off of 10654-197572 applies unchanged; nothing is separately drawn here.	1440=n-a 768=partial 375=n-a @2026-09-20/wave54-predict-detail
