# key	status	primaryFile	route	reason	bp
# Wave 62, 2026-09-22, lane `social-feed` (src/components/social/ named files,
# src/components/social/feed/, src/components/social/menus/, src/pages/social/
# SocialFeed.tsx and PostDetail.tsx).
#
# READS. Every row names what was opened for it and with which tool. No row
# carries a figure this pass did not measure, and a frame that was not node-read
# says so in the reason rather than repeating a carried number as if it were new.
5207-42693	partial	src/components/social/SocialSidebar.tsx	-	NODE-READ FOR THE FIRST TIME, WHICH RETIRES THE "NO POINT MEASURING A RAIL NOTHING OPENS" NOTE THIS LANE WROTE - that is the shape the rules call most dangerous, a reason not to act that nobody re-examines, so it was re-opened. LIVE READ 2026-09-22 (get_metadata 5207:42693 + get_design_context 5207:42707): rail 248x844, content column 232 at x=8 (px-2), Top main at y=9 and main bottom ending 9 off the bottom edge (py-[9px]), rows 42 tall at y=0/44/88 (gap 2), the 36x36 CTA/button inset 3, label at x=43 = 3+36+4 (gap-1), the Discover chevron at x=208..224 = 232-8 (pr-2), and both line vectors 200 wide at x=16 of the 232 column with height 0, sitting 10 above and 10 below (top ends 266, rule 276, next block 286; bottom ends 130, rule 140, next 150). The component matches every one of those at HEAD. ONE MISMATCH FOUND AND FIXED IN d686bfd3b: the glyph inside the 36 box is NOT one size - 5207:42709 resolves to a size-[16px] icons/action under p-[10px], and the four bottom containers repeat 16 at x=10 y=10 (5207:42788 :42792 :42796 :42801), but the two rows nested under Discover carry icons/games at x=6 y=6 24x24 (5207:42717 5207:42723). The component shipped a flat 16, so nested rows drew 16 where the frame draws 24; 10+16+10 and 6+24+6 both close the same 36, so only the glyph steps and no row moves. A comment in the same file claiming the nested rows "keep the box and drop the glyph" was false against those two nodes and was corrected. MY OWN HYPOTHESIS WAS OVERTURNED EN ROUTE: the 44px touch floor does NOT reach this rail (ROW already carries no-min-size !min-h-0), and top-level nav rows are 16 and not 24. TWO READINGS RECORDED, NOT BUILT, each on a single witness with two candidate causes: 5207:42707 draws rounded-tl/tr 8 with SQUARE bottom corners, and its fill is #052d2d which is neither green-coal-100 #123F3C nor -200 #122524 - the row is both active AND expanded, so which state owns either is unresolved and one witness cannot tell them apart. STAYS partial ON THE MOUNT, which is a Casey call: adopt SocialSidebar as the Social left rail in place of src/components/layout/LeftSidebar.tsx on /social/*, or retire the five sidebar-* frames. Re-grepped first-hand this pass - SocialSidebar resolves only to its own module and the barrel. No edit outside owns.	1440=partial 768=n-a 375=n-a @2026-09-22/wave62-social-feed
11530-303366	partial	src/components/social/SocialTridotsMenu.tsx	/messages/:conversationId	NODE-READ THIS PASS, WHICH IS THE CHANGE FROM LAST WAVE - the wave61 row said plainly it was NOT read and gave this copy its twin's box on inference. LIVE READ 2026-09-22 (get_metadata 11530:303366) CONFIRMS THE INFERENCE AND NOW REPLACES IT: panel 200x196.00001; five rows Frame 228/231/236 and two item frames, all 184x28, at y=8/44/80/124/160, each a 16x16 glyph at x=8 y=6 and a label at x=32 y=6 h=16 (sm, 12/16); line 11530:303381 184 wide, height 0.0000161, at y=116 - between Copy text message and Delete for me. Labels verbatim Reply / Forward / Copy text message / (rule) / Delete for me / Delete for everyone. Sum on the top-edge row: 8+28+8+28+8+28+8+0+8+28+8+28+8 = 196 = reported, rows 184 = 200-16, so the stroke is inside and uncounted. THE PAIR NOW READS CLEANLY: this label is h=16 where its 375 twin 11530-303337 is h=14, and BOTH panels are 200 wide with 28 rows - so the ramp here is LEADING ONLY and not width, which MESSAGE_TRIDOTS_WIDTH (desktop 218, tablet 200, mobile 200) already draws, and the 16px glyph floors the row at 28 on either leading. Panel exact at HEAD. STAYS partial ON THE MOUNT ONLY. Re-grepped first-hand this pass: SocialTridotsMenu and buildMessageTridotsItems each resolve to their own module and the barrel, no production caller at any width. Mount is src/components/messages/ - outside owns, and NO messages lane is running this wave, so the hand-off has no taker. No edit outside owns.	1440=n-a 768=partial 375=n-a @2026-09-22/wave62-social-feed
11530-303337	partial	src/components/social/SocialTridotsMenu.tsx	/messages/:conversationId	NOT NODE-READ THIS PASS - said plainly rather than carried as freshly measured. The 2026-09-22/wave61 live reading stands: panel 200x196.00001, five 184x28 rows at y=8/44/80/124/160, 16px glyph at x=8 y=6, label x=32 y=7 h=14 (xs, 12/14), rule 11530:303352 at y=116. What IS first-hand this pass is its 768 twin 11530-303366, read today, which pins the pair: same 200 width, same 28 rows, leading 16 there against 14 here. MESSAGE_TRIDOTS_WIDTH mobile is 200 and the glyph floors the row at 28 on either leading, so the panel resolves both. Panel exact at HEAD on that reading. STAYS partial ON THE MOUNT ONLY, so the unread node changes nothing. Re-grepped first-hand this pass - no production caller. Mount is src/components/messages/, outside owns, and no messages lane runs this wave. No edit outside owns.	1440=n-a 768=n-a 375=partial @2026-09-22/wave62-social-feed
11530-303299	partial	src/components/social/SocialTridotsMenu.tsx	/messages	NOT NODE-READ THIS PASS - the 2026-09-22/wave61 live reading stands and is cited as carried, not re-measured: panel 160x124, three rows 144x28 at y=8/44/88, 16x16 glyph at x=8 y=6, label x=32 y=6 h=16 (sm), line 11530:303306 at y=80 height 0.0000126; 8+28+8+28+8+0+8+28+8 = 124 and rows 144 = 160-16. ACCOUNT_TRIDOTS_WIDTH_PX is 160 at both compact viewports, re-read in code at HEAD this pass. STAYS partial ON THE MOUNT ONLY. Re-grepped first-hand this pass for both SocialTridotsMenu and buildAccountTridotsItems - each resolves only to its own module and the barrel. Mount is the messages header tri-dot in src/components/messages/, outside owns; no messages lane runs this wave. No edit outside owns.	1440=n-a 768=partial 375=n-a @2026-09-22/wave62-social-feed
11530-303318	partial	src/components/social/SocialTridotsMenu.tsx	/messages	NOT NODE-READ THIS PASS - the 2026-09-22/wave61 live reading stands as carried: panel 160x124, three 144x28 rows at y=8/44/88, glyph 16 at x=8 y=6, label x=32 y=7 h=14 (xs), line 11530:303325 at y=80. Same arithmetic as its twin 11530-303299 and the same 160 box, the leading being the only step - the shape today's first-hand read of the 303337/303366 pair independently confirms on the wider panel. STAYS partial ON THE MOUNT ONLY. Re-grepped first-hand this pass - no production caller at any width. Mount is src/components/messages/, outside owns, no messages lane this wave. No edit outside owns.	1440=n-a 768=n-a 375=partial @2026-09-22/wave62-social-feed
9640-213620	partial	src/components/social/menus/socialRowMenus.tsx	/:username	NOT NODE-READ THIS PASS - the 2026-09-22/wave61 live reading stands as carried: panel 250x206 in the Desktop band, five 234x30 rows at y=8/54/92/130/168, 16x16 glyph at x=8 y=7, label x=32 y=6 h=18 (md, 14/18), line 9640:213624 234 wide height 0 at y=46 (after row ONE); 8+30+8+0+8+30+8+30+8+30+8+30+8 = 206, rows 234 = 250-16. RE-READ IN CODE AT HEAD THIS PASS: SOCIAL_ROW_MENU_WIDTH is desktop 250 / tablet 220 / mobile 200 and the md/sm/xs steps line up with the three rungs, so buildBalanceRowMenu resolves all three copies. STAYS partial ON THE MOUNT ONLY, not the pixels. Re-grepped first-hand this pass: buildBalanceRowMenu resolves only to its own module and the menus barrel - no production caller. Mount is the Balances tab declared at src/components/social/profile/CreatorProfileShell.tsx:128 with no panel file behind it, so it is a new panel in the social-profile lane's path, not a one-line call; that file is outside owns. No edit outside owns.	1440=partial 768=n-a 375=n-a @2026-09-22/wave62-social-feed
11530-303185	partial	src/components/social/menus/socialRowMenus.tsx	/:username	NOT NODE-READ THIS PASS - the 2026-09-22/wave61 live reading stands as carried: panel 220x196, five 204x28 rows at y=8/52/88/124/160, 16 glyph at x=8 y=6, label x=32 y=6 h=16 (sm), line 11530:303189 204 wide height 0 at y=44 (after row ONE); 8+28+8+0+8+28+8+28+8+28+8+28+8 = 196, rows 204 = 220-16. Labels verbatim View on Skai wallet / (rule) / Trade SOL/USDT / Swap / Deposit / Withdraw. Re-read in code at HEAD: buildBalanceRowMenu returns ruleBetween(head, tail) with head holding only the wallet row, so the rule lands after row one as the frame draws it, and SOCIAL_ROW_MENU_WIDTH.tablet is 220. Panel exact. STAYS partial ON THE MOUNT ONLY. Re-grepped first-hand this pass - no production caller. Mount is CreatorProfileShell.tsx:128's Balances tab, outside owns. No edit outside owns.	1440=n-a 768=partial 375=n-a @2026-09-22/wave62-social-feed
11530-303236	partial	src/components/social/menus/socialRowMenus.tsx	/:username	NOT NODE-READ THIS PASS - the 2026-09-22/wave61 live reading stands as carried: panel 200x196, five 184x28 rows at y=8/52/88/124/160, 16 glyph at x=8 y=6, label x=32 y=7 h=14 (xs), line 11530:303240 184 wide height 0 at y=44 (after row ONE); 8+28+8+0+8+28+8+28+8+28+8+28+8 = 196, rows 184 = 200-16. Same five labels in the same order as its 768 twin 11530-303185; the 220-to-200 step is WIDTH ONLY because every row carries a 16px glyph, so the leading never reaches the row box - the same leading-only-ramp shape this lane confirmed first-hand today on the 303337/303366 pair. SOCIAL_ROW_MENU_WIDTH.mobile is 200, re-read in code at HEAD. STAYS partial ON THE MOUNT ONLY. Re-grepped first-hand this pass - no production caller. Mount is CreatorProfileShell.tsx:128, outside owns. No edit outside owns.	1440=n-a 768=n-a 375=partial @2026-09-22/wave62-social-feed
11530-302936	partial	src/components/social/feed/feedMenus.ts	/discover	NOT NODE-READ THIS PASS - the 2026-09-22/wave61 live reading stands as carried: panel 180x116, three rows 164x28 at y=8/44/80, each ONE text at x=8 y=6 h=16 (sm) with NO glyph slot and NO line vector; 8+28+8+28+8+28+8 = 116, rows 164 = 180-16. FEED_CONTENT_FILTERS re-read in code at HEAD is exactly Creators / Posts / Favorites in that order, buildContentFilterMenu emits them with no icon and no separatorBefore, FEED_MENU_WIDTH.main.tablet is 180 and FEED_MENU_SIZE.tablet is sm, so the glyphless 6+16+6 row is 28 and the panel resolves the frame. HELD ON A CASEY CALL, AND THIS PASS SHARPENS IT WITH A FIRST-HAND READ OF THE SHIPPED CONTROL: /discover does not draw this as a dropdown at all - it ships FOUR in-place pills, Creators / Favorite / Posts / Top 20 (src/pages/social/Discover.tsx, cited there to 11461:187585 and 11461:199116), where the frame draws a THREE-row dropdown with no Top 20. So adopting the panel drops a real scope, which is why it is not a lane call. Needs Casey: replace the four-pill row with SocialMenu + buildContentFilterMenu at FEED_MENU_WIDTH.main / feedMenuSize and lose Top 20, or retire this frame and its 375 twin. Discover.tsx is outside owns. No edit made.	1440=n-a 768=partial 375=n-a @2026-09-22/wave62-social-feed
11530-302943	partial	src/components/social/feed/feedMenus.ts	/discover	NOT NODE-READ THIS PASS - the 2026-09-22/wave61 live reading stands as carried: panel 160x110, three rows 144x26 at y=8/42/76, each ONE text at x=8 y=6 h=14 (xs), no glyph and no line; 8+26+8+26+8+26+8 = 110, rows 144 = 160-16. THE 26 IS THE DISCRIMINATOR against its 768 twin 11530-302936 at 28: with NO glyph the row box is set by the leading alone, so 6+14+6 is 26 here and 6+16+6 is 28 there - which is the mirror image of the glyph-floored pairs in this slice, where a 16px glyph holds both leadings at 28. FEED_MENU_WIDTH.main.mobile 160 with FEED_MENU_SIZE.mobile xs draws exactly that; re-read in code at HEAD. Panel exact. Held on the SAME Casey call as 11530-302936, sharpened there with a first-hand read of the four pills /discover actually ships. Discover.tsx is outside owns. No edit made.	1440=n-a 768=n-a 375=partial @2026-09-22/wave62-social-feed
