# key	status	primaryFile	route	reason	bp
# Wave 68, 2026-09-24, Figma parity lane `p029`. Every row rests on a LIVE read of the frame that night
# (read-only use_figma / get_metadata, within a 6-call lane budget); the lane's log in the orchestrator's
# wave68 scratch folder names each read. Folded by the orchestrator from the lane's catalog-rows file.
13006-236560	partial	src/components/trench-redesign/trade/AdjustMakerFilterModal.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): READ LIVE 2026-09-23 (w68-p029, use_figma) on the panel 13006:239225, the whole delta over the Transactions board: 442x884 pad 24 SPACE_BETWEEN, #122524@0.8, 1px #123F3C inside, r24, background blur 5 + DS 0/10/80 at 25%; controls = Edit 24 at 0.44, title Manrope 24/28, Close 16 at (378,6); label 'Name' 14/18 white; field 394x62 pad 20 r16 #001615, placeholder Manrope 16/22 #95A09F; footer 2x193x62 on 8, Reset #001615 + 1.5 #56C7F3 inside + Rerun 16, Apply #56C7F3. The code matches every value. Left: the board's placeholder is 'Maker address...' (three dots) and content.ts (not this packet's file) says 'Maker address…' (one glyph); the panel's md tier is still derived, not read.	-
13006-252907	partial	src/components/trench-redesign/trade/AlphaTrackerModal.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): READ LIVE 2026-09-23 (w68-p029) on 13006:252907 and its header and list nodes. BUILT (93f96d404): the list card's bottom radius is 24 at lg (Frame 270 0/0/24/24; top stays 16); DS 0/10/80 at 25%; the header is a row of three on space-between with Frame 513 (Filter + Close, 16px Ash, the frame's own SVG exports), so the search lands centred; the real close sits in that row, replacing the primitive's corner close; the list has pad 8/4/8/8 and the 8px Frame 1100 track; the chain badge ring is outside; and a market cap the feed never reported shows the dash (it printed $0). Pinned by alphaTrackerHeader.figma.test.tsx, 11 mutations red. Left: the Filter glyph is disabled (this list has no filter source); the search glyph sits 12 in, not 8 (SearchInput's own size table in @skai/ui); card internals Frame 22/26 were not re-opened this pass.	-
13006-348162	partial	src/components/trench-redesign/trade/AlphaTrackerModal.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): READ LIVE 2026-09-23 (w68-p029) on 13006:348162: header Frame 299 pad 4/16/0/16 r16/16/0/0; Frame 513 101x16 at x299 (Filter at 45, Close at 85); Frame 270 r0/0/12/12 + DS 0/10/80. BUILT with its 1440 sibling (93f96d404): bottom radius 12 below lg, the header pair and close, the shadow, the track, the badge ring and the market-cap dash. Title 14/18 and meta 10/14 confirmed as coded. Left: as 13006-252907 (Filter disabled, SearchInput glyph at 12, card internals not re-opened).	-
13006-344161	partial	src/components/home-redesign/whales/ActivityView.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): NOT READ by w68-p029 (the Figma budget went to frames this packet can build). The board, Trackers > Wallets - empty, is drawn by home-redesign/whales/ActivityView.tsx through TrenchTrackers, not by AlphaTrackerModal.tsx, and that file is outside this packet's Files line (rule 18). Re-route to the whales packet (P039).	-
13006-346820	partial	src/components/home-redesign/whales/AddWalletSheet.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): NOT READ by w68-p029. Trackers > Wallets - add wallet is AddWalletSheet.tsx (home-redesign/whales), not AlphaTrackerModal.tsx, and is outside this packet's Files line. Re-route to the whales packet (P039).	-
13006-357209	partial	src/components/home-redesign/whales/ImportWalletsModal.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): NOT READ by w68-p029. Wallets Manager - import wallet is ImportWalletsModal.tsx (home-redesign/whales), not AlphaTrackerModal.tsx, and is outside this packet's Files line. Re-route to the whales packet (P039).	-
13006-239242	partial	src/components/trench-redesign/trade/BubblemapsPanel.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): READ LIVE 2026-09-23 (w68-p029) on the legend 13006:240726. BUILT (d94fe8298): Frame 499 runs symbol, name and the copy/search pair on ONE 4 gap (the pair at x66, after a name ending at 62); the row set the pair 8 off. Pinned by bubbleLegendNameRow.figma.test.tsx, mutation red. Confirmed as coded: 78 logo r8, age 12/16 #17F9B4, address chip #001615@0.8 r8 pad 4/8 12/16 #56C7F3 + copy 12, Tx 12/16 and the 20/99 bar on 2. Left: the chain badge keyline is 1px OUTSIDE at 1440 (13006:240752), but the code draws a 1.6 border at every width (the 375/768 badges were not read); the two filters stay disabled (one snapshot, no edges); the field is BubbleMap.tsx, not in this packet.	-
13006-221940	partial	src/components/trench-redesign/trade/HoldersPanel.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): NOT RE-READ by w68-p029. The wave-67 measurement of the nine-column header stands. Left as recorded: Funding prints the funder's address where the board names an exchange (no label source), and uPnL prints only when every buy was read.	-
13006-224897	partial	src/components/trench-redesign/trade/HoldersPanel.tsx	/crypto/:symbol	wave 68 lane p029, 2026-09-24 (was partial): NOT RE-READ by w68-p029. Still owes the full-screen table mode that nothing mounts (the tables section grown to 602), which is a mount question for Casey, plus the 13006-221940 content gaps.	-
13006-325359	done	src/components/trench-redesign/trade/OneClickTradeModal.tsx	/trench	wave 68 lane p029, 2026-09-24 (was partial): READ LIVE 2026-09-23 (w68-p029) on the whole modal 13006:326791 (768 Buy). Card: 448x290 pad 12 gap 24, #122524, 1px #123F3C INSIDE, r16, DS 0/10/80 at 25%. Shine: 484 at (-150,-484), o0.19, layer blur 272, 290 from the bottom. Frame 480 424x192. Title Manrope 18/22 -4% centred. Segmented pill #000 pad 4 gap 4; segments 136x46 pad 14/24 at 14/18: Off r24/8/8/24, Buy #56C7F3 r8 + Check-enclosed 16 on 8, Sell r8/24/24/8. Phases 3x140x28 on 2, Mulish 14/16; the selected one is 6/8 with a #56C7F3@0.14 fill and a 1px inside stroke. CTA 424x50 pad 16/24 r12 14/18. Every value matches the code. This is the first read of the 768 Buy card; its shine had been derived. One split inside the frame, not a code gap: the two unselected pills colour their labels differently in the same state (Final stretch #95A09F, Migrated white at node opacity 0.64; same on 13006:306024). The code draws both white/64.	-
