# key	status	primaryFile	route	reason	bp
# Wave 56, 2026-09-21, lane games-instant. Rows are the frames this lane
# REACHED; every other row of the slice stands. Column 3 is one bare path; a
# second witness file and the mount site go in the reason. skai-gaming was clean
# on this lane's owns when it opened.
#
# WHAT THIS PASS READ ITSELF, all with get_metadata on M6r9FEn042UWTQD1zvy6GM,
# in bursts of four: 11571:2186, 9204:17982, 11711:5905, 9206:19430; then
# 9062:17693, 11711:5985. Nothing below is carried unless the row says so in
# words. Colour and type figures get_metadata does not return are named as
# carried where they are used and no verdict rests on one.
#
# ★ THE READ THAT MOVED THE MOST — and it corrects a wave-55 row rather than
# adding to it. The Dice panel's Manual|Auto track shipped `order-last` below
# lg, written off 11571:2290, where the track is the fourth of four blocks and
# LAST and FOURTH are the same slot. The phone AUTO cut 11711:5905 separates
# them: CTA 343x52 at y=12, bet + balance 343x84 at 80, Potential Profit 343x64
# at 180, Manual|Auto 343x42 at 260, Advanced 343x24 at 318 — the track sits
# ABOVE the auto-only rows. 11711:5985 (Auto - Advanced, 375 x 670) says the
# same with Number of Bets at 318, Advanced at 394 and the three progression
# rows under them, and so do both tablet stages. `order-last` was sinking the
# track past every auto control at 375 AND 768.
#
# ★ AND THE SAME FOUR CUTS SETTLE A SECOND BLOCK. Every Auto cut narrower than
# 1440 draws Potential Profit (11711:5905 and 11711:5985 at y=180, 9069:8386 at
# the 468 stage and its twin at 422) while the DESKTOP Auto panel 9062:17693
# draws none at all — its five children are Manual|Auto 16, bet + balance 74,
# Number of Bets 180, Advanced 262, CTA 302, closing at 354 in a 621 box. The
# readout was manual-only in the build; it is now drawn from both branches with
# the auto copy stopping at lg.
#
# ★ GameShell's 375 FULL BLEED, the wave-55 hand-off out of this lane, LANDED:
# 87807937 took the shell to `p-0 md:p-4` with `rounded-none border-0` under a
# `md:rounded-[16px] md:border`. The coinflip and dice phone rows that were
# blocked on it are re-measured here against that shell, not against the p-3
# gutter they were written under.
#
# ⛔ NOT MINE, REPORTED: the brief opened `fairnessSubBar375.test.ts` as red
# pre-existing on Chicken and Darts. It is GREEN at HEAD, 74 of 74, and both
# files carry the rebuilt `h-[54px]` band the suite asks for. The claim was
# stale, not a defect. Likewise RoutedGamePage and DartsPage already carry the
# `mb-4 md:mb-2` title gap at HEAD (efe1468d), so that hand-off is closed.
#
9069-8353	done	modules/skai-gaming/src/components/play/games/instant/DiceGame.tsx	/play/dice	BUILT (skai-gaming ec07f277, d4a8c064, 312eb1ac) and the one gap wave 55 named is closed. 468 x 698, nine children on a 444 column at x=12, flat 16 seam, 12 inset: CTA at y=12 (444x52), bet + balance at 80 (444x98), Potential Profit (1.98x) at 194 (444x66), Manual|Auto at 276 (444x42), Number of Bets at 334 (444x66), Advanced at 416 (444x24), On Win at 456, On Loss at 538, Stop on Profit at 620 (444x66 each), closing 686 + 12 = 698. THE ORDER IS NOW THE FRAME'S: the track was `order-last` below lg and is now its own source slot, with the bet block pulled to -2 and the profit readout to -1 ahead of it, so below lg the panel reads CTA, bet, profit, track, then the auto rows. The auto branch also draws the profit readout now, which this cut has always shown at y=194 and which was manual-only. THE TOGGLE IS THIS CUT'S OWN 40.5926 x 24: 9079:1020 draws the `input/toggle` instance at that size and so does 11711:5984 at 375, which is `@skai/ui`'s `compact` track exactly (`no-min-size h-6 w-[40.59px]`, thumb travel 16.59) - the file had been shipping the primitive's stock 44 x 24 with a note saying no dice frame had been read for it. The tap overlay keeps the finger 44 square around the smaller track. Panel padding and column were already on the ladder (px-4 py-3 md:p-3 lg:p-4, flat gap-4). No browser ran.	1440=n-a 768=done 375=n-a @2026-09-21/wave56-games-instant
9079-6072	partial	modules/skai-gaming/src/components/play/games/instant/DiceGame.tsx	/play/dice	BUILT to the same three changes as 9069-8353 (skai-gaming ec07f277, d4a8c064, 312eb1ac) and the order gap is closed at this stage too: 422 x 695.3333, nine children on a 398 column at x=12, flat 16 seam, CTA 12, bet + balance 80 (398x98), Potential Profit 194, Manual|Auto 276, Number of Bets 334, Advanced 416, On Win 453.3333, On Loss 535.3333, Stop on Profit 617.3333, closing 683.3333 + 12. ONE MEASURED DIVERGENCE REMAINS AND IT IS A DISAGREEMENT BETWEEN TWO CUTS OF THE SAME WIDTH, not a defect in the build: this cut draws Advanced 398x21.3333 with a 37.9259 x 21.3333 toggle where 9069-8353 draws 444x24 with a 40.5926 x 24 one, and 11711:5984 at 375 draws the 40.5926 x 24 as well. One DOM serves all three, so the size two boards agree on is what ships and this cut is 2.67 taller and 1.71 wider than its own frame there. The same pair disagree on the panel column (444 against 398) and on the On Win / On Loss segmented pair (332 against 286), which is the tablet-stage scaling this row recorded in wave 55. Casey's call if the 422 stage is to govern. No browser ran.	1440=n-a 768=partial 375=n-a @2026-09-21/wave56-games-instant
11711-5905	done	modules/skai-gaming/src/components/play/games/instant/DiceGame.tsx	/play/dice	READ LIVE 2026-09-21 with get_metadata - the reading the wave-55 dice rows said they needed - and BUILT (skai-gaming ec07f277, 312eb1ac). 375 x 354, five children on a 343 column at x=16, flat 16 seam, 12 inset: CTA 11711:5906 at y=12 (343x52), bet amount + balance 11711:5907 at 80 (343x84 = label 14 + 8 + field row 40 + 8 + balance row 14), Potential Profit (1.98x) 11711:5947 at 180 (343x64 = label 14 + 8 + card 42), Manual|Auto 11711:5966 at 260 (343x42, two 165.5x34 cards at x=4 and x=173.5), Advanced 11711:5982 at 318 (343x24 with the 40.5926 x 24 `input/toggle` 11711:5984), closing 342 + 12 = 354. THIS IS THE CUT THAT PROVED THE TRACK IS NOT LAST, and the two blocks it moved are both built: the track now takes its own source slot instead of `order-last`, and the auto branch draws the profit readout below lg. The panel already shipped the 375 ladder - full bleed at 375 under GameShell's `p-0`, px-4 py-3 on a 343 column, flat gap-4, CTA pulled first. It draws NO Number of Bets, which its own sibling 11711-5985 does draw at the same width, so the omission is one cut's and the control stays. No browser ran.	1440=n-a 768=n-a 375=done @2026-09-21/wave56-games-instant
11711-5985	done	modules/skai-gaming/src/components/play/games/instant/DiceGame.tsx	/play/dice	READ LIVE 2026-09-21 with get_metadata and BUILT with its Auto sibling (skai-gaming ec07f277, 312eb1ac). 375 x 670, nine children on a 343 column at x=16, flat 16 seam, 12 inset: CTA 11711:5986 at 12 (343x52), bet + balance 11711:5987 at 80 (343x84), Potential Profit (1.98x) 11711:6027 at 180 (343x64), Manual|Auto 11711:6046 at 260 (343x42), Number of Bets 11711:6062 at 318 (343x60 = label 14 + 8 + a 38 card, the unlimited glyph 16x7 at x=303), Advanced 11711:6075 at 394 (343x24, toggle 40.5926 x 24), On Win 11711:6078 at 434 (343x64; the segmented pair is 231 with Reset 72 and Increase By: 147, beside a 97x42 value card at x=246), On Loss 11711:6090 at 514 (343x64), Stop on Profit 11711:6102 at 594 (343x64, a 16px circle at (0,1) with the amount at x=20 and the fiat right at x=299), closing 658 + 12 = 670. It settles the one thing its Auto sibling left open - Number of Bets IS drawn at 375 - and it puts the Manual|Auto track fourth, above Number of Bets and Advanced, which is what the build now does. Stop on Loss is not drawn on this cut and the panel keeps it: the 468 stage draws four progression rows and dropping one on the phone alone needs a second implementation. No browser ran.	1440=n-a 768=n-a 375=done @2026-09-21/wave56-games-instant
9062-17693	done	modules/skai-gaming/src/components/play/games/instant/DiceGame.tsx	/play/dice	READ LIVE 2026-09-21 with get_metadata - the interior this row has never had - and the desktop panel matches it block for block at HEAD. 356 x 621, five children on a 324 column at x=16, flat 16 seam, 16 inset: Manual|Auto 9062:17694 at y=16 (324x42, two 156x34 cards at x=4 and x=164), bet amount + balance 9178:9510 at 74 (324x90 = label 16 + 8 + field row 42 + 8 + balance row 16, the value card 160 with the 1/2 2X Max trio 156 at x=168 split 48 / 45 / 55 on a 4 gutter), Number of Bets 9062:17740 at 180 (324x66, the unlimited glyph 16x7 at x=284), Advanced 9062:17778 at 262 (324x24, `input/toggle` 10768:1698 at 40.5926 x 24), CTA 9062:17754 at 302 (324x52), closing at 354 inside a 621 box. IT DRAWS NO POTENTIAL PROFIT, and that is the evidence that gated this wave's auto-mode build to below lg rather than letting it reach 1440. The toggle is now the `compact` track at exactly this cut's 40.5926 x 24 (skai-gaming d4a8c064) where it shipped the stock 44 x 24. Every other number was already on the frame: lg:p-4 for the 16 inset, flat gap-4 for the seam, h-[42px] tabs, the 8px bet-block gap pinned by dicePanelParity, and lg source order putting the track first. No browser ran.	1440=done 768=n-a 375=n-a @2026-09-21/wave56-games-instant
11571-2186	partial	modules/skai-gaming/src/components/play/games/instant/DiceGame.tsx	/play/dice	READ LIVE 2026-09-21 with get_metadata, page level and two levels down. 375 x 3129: Header-mobile 11571:2585 375x48 at y=0, bottom nav 11571:2586 375x54 at 3075, Frame 1000004098 11711:5904 375x2999 at y=64, title row `Frame 418` 343x32 at (16,0), bento 11571:2202 375x1300 at y=48. INSIDE THE BENTO, board and panel are BOTH FULL BLEED: board `Mobile` 11571:2204 375x290 at x=0, panel `Frame 1000003779` 11571:2290 375x322 at y=298 on an 8 seam, its children on a 343 column at x=16 - CTA 12 (343x52), bet + balance 80 (343x90), Potential Profit 186 (343x66), Manual|Auto 268 (343x42) - closing 310 + 12 = 322. Then the fairness band `Frame 1000004042` 11571:2363 375x54 at y=628 around a 343x30 row at (16,12) with a 130 cluster and a 92x24 label group at x=251, the section 11571:2383 375x610 at 690, `Main container` 11740:10153 343x254 at (16,1372), a second at (16,1650) 343x204, the rule 11740:10309 at y=1878 and `Frame 642` 343x1097 at (16,1902) as content 343x653 over FAQ 343x420 at y=677. THE PANEL ORDER IS NOW BUILT (skai-gaming ec07f277) - the track is fourth, not last - and the shell is full bleed at 375 (87807937). WHAT KEEPS THIS PARTIAL is the panel's own chrome, which is a hand-off inside this lane and measured rather than guessed: 11571:2290 carries NO radius and the panel ships `rounded-[12px]`, written when the route still rendered inside GameShell's p-3 gutter and a square corner in a visible gutter would have read as a fault. That reason expired with 87807937; the radius wants `rounded-none md:rounded-[12px] lg:rounded-[16px]` and the same is true of the board card. Left for the next pass rather than changed without re-measuring the 768 cut that the md rung would carry. No browser ran.	1440=n-a 768=n-a 375=partial @2026-09-21/wave56-games-instant
9178-14134	done	modules/skai-gaming/src/components/play/games/instant/coinflip/CoinflipBoard.tsx	/play/coinflip	THE HAND-OFF THIS ROW HAS CARRIED SINCE WAVE 55 IS CLOSED. Its words were "the frame runs the board and the panel full bleed at 375 and the route still renders inside GameShell's p-3 gutter and its own rounded card - HAND-OFF to GameShell, drop the gutter, the radius and the side border below lg". GameShell did that on 2026-09-20 (87807937: `p-0` under the tablet rung with no corner and no border), and this pass drew the other two halves (skai-gaming 4cb8128b, 04519729): the board is now square with a hairline on its TOP AND BOTTOM EDGES ONLY, and the bet panel's corner is square too, both restoring the tablet's 12 at the rung and the desktop's 16 at lg. The 2026-09-14 node-by-node reading and the 2026-09-19 fairness-band reading both stand and were built at 82758fb1 - 375 x 3198, board `Mobile` 9178:14615 375 x 357 at x=0 fill #001615, coin 150 at (113,103) whose middle (188,178) is the board's own (187.5,178.5); panel 9178:14631 375 x 354 at y=365 on an 8 seam, px 16 py 12 on a 343 column, gap 16, stacking 52 at 12, 84 at 80, Game Mode 64 at 180, Continuous 24 at 260, Manual|Auto 42 at 300, closing 300+42+12=354; fairness band 11744:15545 375 x 54 at (0,727) around a 343 x 30 row at (16,12) with a 16px glyph and three 30px circles at 24 / 62 / 100. The board's 12px PADDING stays and is not a gap: the frame positions its children absolutely and pads nothing, so the padding here is only how they are placed, and it is what puts the stat footer on the frame's 343 centred (9206:19911, 343 x 58 at (16,277)). Ruling 0f0df6da no longer holds this row. No browser ran.	1440=n-a 768=n-a 375=done @2026-09-21/wave56-games-instant
9204-17982	done	modules/skai-gaming/src/components/play/games/instant/coinflip/CoinflipBetPanel.tsx	/play/coinflip	READ LIVE 2026-09-21 with get_metadata - the interior this row has never had - and BUILT (skai-gaming 04519729). 375 x 502, seven children on a 343 column at x=16, flat 16 seam, 12 top and bottom: Bet Heads | Bet Tails 9204:18050 at y=12 (343x52, two 167.5x52 cards at x=0 and x=175.5, each a 143.5x18 signal row at (12,17) with a 15px micro-icon at x=128.5), CTA 9205:19424 at 80 (343x52), Bet amount + Balance 9204:17998 at 148 (343x84 = label 14 + 8 + a 40 field row + 8 + balance 14; the value card 9212:21617 is 188x40 with the 1/2 2X Max trio 147 at x=196 split 45 / 43 / 51 on a 4 gutter, and the fiat sits right at x=306), Game Mode 10221:6420 at 248 (343x64), Continuous 9204:18047 at 328 (343x24, the shared `input/toggle` 11083:13921 at 40.5926 x 24), Potential Profit (4.20x) 9205:18853 at 368 (343x64, a 16px circle at (0,1) with the amount at x=20 and the fiat right at x=295), Manual|Auto 9204:17983 at 448 (343x42), closing 490 + 12 = 502. THE ONE REMAINING GAP WAS THE FULL BLEED and it is built: the panel's corner is square below the tablet rung where this frame runs 375 wide at x=0, with the 12 restored at the rung and the 16 at lg. Everything else was already on the frame - px-4 py-3 for the 16/12, flat gap-4 for the seam, w-full for the 343 column, and the switch spelled at the compact track's 40.59 x 24. Game Mode is undrawn on ruling 0f0df6da and closed under Casey's 2026-09-20 ruling that a removed element counts the row done. Figma's preview numbers here are inconsistent placeholders ((4.20x) beside 1376.97 SKAI), so the multiplier and both amounts are driven from real state and an unknown prints an em dash. No browser ran.	1440=n-a 768=n-a 375=done @2026-09-21/wave56-games-instant
9206-19430	done	modules/skai-gaming/src/components/play/games/instant/coinflip/CoinflipBetPanel.tsx	/play/coinflip	READ LIVE 2026-09-21 with get_metadata and BUILT (skai-gaming 04519729). 375 x 512, seven children on a 343 column at x=16, flat 16 seam, 12 inset: CTA 9206:19527 at y=12 (343x52), Bet amount + Balance 9206:19446 at 80 (343x84), Game Mode 10221:6401 at 180 (343x66), Coins 9206:19495 at 262 (343x64; a 248.62 value card with two 41.189 steppers at x=343 carrying 13.189 glyphs), Number of Bets 9206:19514 at 342 (343x60 = label 14 + 8 + a 38 card, the unlimited glyph 16x7 at x=303), Advanced 9206:19534 at 418 (343x24, toggle 11083:13911 at 40.5926 x 24), Manual|Auto 9206:19431 at 458 (343x42, two 165.5x34 cards at x=4 and x=173.5), closing 500 + 12 = 512. The track is LAST on this cut, which is what the panel ships (order-last lg:order-first), so coinflip's order needed nothing - it is Dice that drew the track fourth. THE FULL-BLEED GAP IS BUILT, the last thing this row had open. THE UNEVEN-OVERRIDE TELL IS CONFIRMED AND IT IS THE FRAME'S, not the build's: `Game Mode:` 10221:6403 is 16 tall on this cut where all ten other labels are 14, and its sibling 9206:19612 draws the same label at 14 in a 64-tall block against this one's 66. The row is drawn at one size; the 2px is the design file disagreeing with itself. Game Mode is undrawn on ruling 0f0df6da and closed under Casey's 2026-09-20 ruling. No browser ran.	1440=n-a 768=n-a 375=done @2026-09-21/wave56-games-instant
9206-19612	done	modules/skai-gaming/src/components/play/games/instant/coinflip/CoinflipBetPanel.tsx	/play/coinflip	READ LIVE 2026-09-21 with get_metadata - the interior this row has never had - and BUILT (skai-gaming 04519729). 375 x 830, eleven children on a 343 column at x=16, flat 16 seam, 12 inset: CTA 9206:19613 at 12 (343x52), Bet amount + Balance 9206:19614 at 80 (343x84), Game Mode 10221:6515 at 180 (343x64), Coins 9206:19663 at 260 (343x64), Number of Bets 9206:19682 at 340 (343x60), Advanced 9206:19722 at 416 (343x24, toggle 11083:13926 at 40.5926 x 24), On Win 9206:19725 at 456 (343x64; the segmented pair is 231 with Reset 82 and Increase By: 137 inside a 223 track at a 4 inset, beside a 97x42 value card at x=246 holding a 16px stepper glyph at x=69), On Loss 9206:19737 at 536 (343x64), Stop on Win: 9206:19749 at 616 (343x64, a 16px circle at (0,1), the amount at x=20 and the fiat right at x=295), Stop on Loss: 9206:19764 at 696 (343x64), Manual|Auto 9206:19698 at 776 (343x42), closing 818 + 12 = 830. The track is LAST here too, which is what the panel ships. The full-bleed corner is built and that was this row's only stated gap. The 82 / 137 split inside On Win differs from the 72 / 147 its dice sibling 11711:6078 draws at the same width on the same component - recorded, not chased, because the panel derives both cells from one track. Game Mode is undrawn on ruling 0f0df6da and closed under Casey's 2026-09-20 ruling. No browser ran.	1440=n-a 768=n-a 375=done @2026-09-21/wave56-games-instant
9204-18090	done	modules/skai-gaming/src/components/play/games/instant/coinflip/CoinflipBetPanel.tsx	/play/coinflip	READ LIVE 2026-09-21 with get_metadata - the interior this row has never had, every previous pass having read only the frame's size - and the panel draws this list in this order at HEAD. 375 x 476, six children on a 343 column at x=16, flat 16 seam, 12 top and bottom: CTA 9204:18219 at y=12 (343x52), Bet amount + Balance 9204:18106 at 80 (343x84), Game Mode 10221:6458 at 180 (343x64), Coins 9204:18155 at 260 (343x64, value 20 in a 248.62 card with two 41.189 steppers at x=343 carrying 13.189 glyphs), Bet On: + Minumum: 9204:18174 at 340 (343x66 as a 119 column at x=0 - two 55.5 x 42 cards at x=0 and x=63.5, each a 15px micro-icon at x=8.25 - beside a 216 column at x=127 holding a 121.62 value card and its own stepper pair at x=216), Manual|Auto 9204:18091 at 422 (343x42), closing 464 + 12 = 476. IT DRAWS NO POTENTIAL PROFIT, which is what the panel suppresses for every Target variant, and it INVERTS the desktop order - CTA first, track last - which is what the panel already ships (order-last lg:order-first on the track, order-first lg:order-none on the CTA). The full-bleed corner was built this pass (skai-gaming 04519729) and applies to this cut too. The frame spells the threshold `Minumum:` and it ships corrected; a typo is not a fidelity target. Unreachable on ruling 0f0df6da - CoinFlipGame's targetPlayable is false and gameVariants freezes coinflipTarget - and closed under Casey's 2026-09-20 ruling that a ruling removing a frame element counts the row done. No browser ran.	1440=n-a 768=n-a 375=done @2026-09-21/wave56-games-instant
