# key	status	primaryFile	route	reason	bp
# Lane trench-discover-shell-launch, wave 54, 2026-09-20. One row per frame this
# pass REACHED, appended as it was settled. Column 3 is one bare path; second
# witnesses and mount sites are named in the reason.
#
# READS, all 2026-09-20 on mhF3BkzlTaGiLzJ7kvpmVc with get_metadata: the four
# 1440 Trench boards 13006:135613 / :134301 / :138367 / :141502, the v1 board
# 9264:85987, the Discover boards 13006:175023 and :168043 (each over the tool's
# ceiling, saved and outlined from disk, scratchpad/wave54/b*.json), and the
# three Adjust-filters panels 13006:185060 / :185323 / :185256, which came back
# whole. Where a row leans on an earlier live reading it says whose.
#
# THE HEADLINE FINDING: "WITH LEFT FLOAT" IS A DOCKED LIVE-TRADES COLUMN.
#
#   13006-138367  Two of the four 1440 Trench boards split the content frame
#   13006-141502  into a 448-wide tracker panel and a 926 main on an 8 gutter,
#                 and they were catalogued for three waves as shell rows whose
#                 body "is the Discover screen". The panel is the Trackers
#                 Live-trades table docked beside the pulse board, and the two
#                 boards disagree only on what the pulse columns do in the room
#                 that is left: keep 432 and scroll, or shrink to 286. No board
#                 names the control that opens it. Recorded with node ids and
#                 the exact build; nothing was built on it.
#
#   9264-85987    The sixth v1 board is a 375x812 phone board, not the 768x1024
#                 its title claims, and with it read the six v1 cuts split
#                 three to three on the controls row and four to two on the
#                 column inset, in four pairings. The build follows the one
#                 family that agrees with itself.
13006-150329	done	src/components/trade/LaunchLiveBoard.tsx	/trade/live	CLOSED SOURCE-SIDE 2026-09-20, not re-read: wave 53 read the whole 622x350 card live with get_design_context earlier today and the catalog's hash-check at 00:3x reports the file unchanged since, so that reading is the board. Its one open item was the LIVE chip, `labels/tag` 13006:150335 - 52x18, rounded-full on an 8/2 pad with a 4 gap, a 1px #FF7E50 stroke and NO fill, a 10x10 `icons/action` slot beside LIVE in Mulish Regular 11/14 at -4% white - and both differences it named lived on `LiveBadge` in src/components/home-redesign/markets/MarketCard.tsx, a peer lane's file, so wave 53 wrote the exact change instead of half-applying it at the call site. That lane landed it: 6b2803530 drops the `bg-[#001615]/70 backdrop-blur-sm` fill and 5b76d4e99 wraps the 3.75px disc in a `grid size-[10px] place-items-center` box. Read at HEAD (MarketCard.tsx:141-155): `rounded-full border border-coral px-2 py-0.5 gap-1 font-numbers text-[11px] leading-[14px] tracking-[-0.04em] text-white` with the disc inside a 10px box - `coral` is #FF7E50 and `numbers` is Mulish in modules/skai-ui/src/lib/design-tokens.ts:94 and :348 - so the chip closes on 8 + 10 + 4 + 22 + 8 = 52 by 2 + 14 + 2 = 18 with the card's own gradient showing through. The card's mount at LaunchLiveBoard.tsx:613 is the bare `<LiveBadge />`, so nothing at the call site re-adds a fill; the second mount at :1015 adds `bg-coral/10` and is the page's sub-nav pill, not this card. Everything else on the card was matched in wave 53's read and is unchanged at HEAD: 622x350 on a 16 pad inside a 1px #123F3C rule at radius 24, the cover under a transparent-to-black gradient, the meta row bottom-packed with a 68px avatar at radius 8 beside a 285.5 column on an 8 gap, the title cluster on 8, the blurb Manrope 14/18 at -4% #95A09F, the 144x50 chart right-packed. This key is the 1440 cut; the 768 and 375 cards are 13006-277256 and 13006-278938 and are not measured here.	1440=done 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-135613	partial	src/pages/trade/TrenchRedesign.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, the whole 1440x900 board, 282k characters, outlined from the saved dump) - the first pass to measure the BODY of this shell row rather than the container alone. THE SHELL MATCHES, value for value: `Header-desktop` 13006:135614 1440x56 at y=0; `sidebar` 13006:138310 58x844 at (0,56) holding `Frame 195` 36x820 at (11,12) - eight 36px `CTA/button` on a 44 pitch, then `Frame 196` at y=644 - which is the app rail, drawn by the home shell and not measured here; `Frame 1122` 13006:135615 1382x844 at (58,56) stacking the top `Trench scroller` 13006:135616 1382x20 at y=0, `main` 13006:135676 1382x802 at y=20 and the bottom `Trench scroller` 13006:138246 1382x22 at y=822, flush - TrenchShell.tsx's pad 0 and TrenchShell.figma.test.tsx's seven-width assertion. Top band: `scroller` at x=16, `Frame 11` 80x12 at (0,4), the rule at x=96 and eleven 16-tall entries from x=112 on a 16 gap (Frame 29 96 wide ends 208, Frame 22 opens 224), which is TrenchScroller's `pl-4`, `gap-4` and `py-[2px]` (TOP_BAND_CLASS, DiscoverScreen.tsx:117). Bottom band: `scroller` 1350 at x=16, `Frame 1123` 208x18 at (0,2) and `Frame 1124` 595x16 at (755,3), right-packed to 1350 - the `lg:px-4` and the preset and readout halves TrenchStripPresets draws. THE BODY MATCHES AT EVERY LEVEL ABOVE THE CARD: `Frame 520` 13006:135677 1318x764 at (32,24) inside the 802 main, so 24 above, 32 a side and 802 - 24 - 764 = 14 below = the column's `lg:px-8 lg:pt-6 lg:pb-[14px]` (DiscoverScreen.tsx:503). `Frame 337` 13006:135678 1318x36: `Frame 450` 420x36 at x=0, `nav` 246x22 at (536,7) - (1318 - 246) / 2 = 536, centred - and `Frame 405` 420x36 at x=898 right-packed, which is the `lg:grid-cols-[minmax(0,1fr)_auto_minmax(0,1fr)]` row on `min-h-9` with the nav `lg:justify-self-center` (DiscoverScreen.tsx:550-551, :859). Then `Frame 444` 13006:135711 at y=60, 24 under the header (`gap-6` on the pulse branch, :504), 1318x704 holding `Frame 445` / `Frame 447` / `Frame 446` at x=0 / 441.33 / 882.67, each 435.33x704 - three equal tracks on a 6 gutter (`gap-1.5`, MarketPulseBoard.tsx:192) - and each `Frame 429` a 54 header `Frame 299` over a 650 list `Frame 270`, the pair TrenchColumn.figma.test.tsx pins off 13006:135714 / :135734 with the r16/r24 radii and the 8 card gap. `Bottom nav` 13006:135704 at y=60 is hidden and is not drawn. PARTIAL FOR THE CARDS ONLY: every list is `Pulse card - Intel` instances, and that family (13006-198241 / -198364 / -198500 / -198638 / -198778) carries its own rows, partial for intel figures the discovery feed does not publish and the build draws as the explicit unavailable state per the 2026-09-18 direction; nothing above the card is open on this board.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-134301	frame-defect	src/pages/trade/TrenchRedesign.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, whole board, 179k characters, outlined from the saved dump) - the first read of this node since wave 7, whose note about a `py-3` on TrenchShell was closed in wave 17 and is re-verified here: the shell is the same tree as 13006:135613 to the pixel (`Header-desktop` 1440x56, `sidebar` 58x844 at (0,56), `Frame 1122` 13006:134303 1382x844 at (58,56) with the 20 band, `main` 13006:134364 1382x802 and the 22 band flush at y=822). The header row is identical too: `Frame 337` 13006:134366 1318x36 with `Frame 450` 420 at x=0, `nav` 246x22 at (536,7), `Frame 405` 420x36 at x=898 holding `icons/action` 16 at x=5, `Frame 512` 147x32 at x=33 and five 36px `CTA/button` at 192 / 240 / 288 / 336 / 384 - a 48 pitch, i.e. the 12 gap DiscoverScreen's controls cell carries (`gap-3`, DiscoverScreen.tsx:652), and 5 + 16 + 12 = 33 and 33 + 147 + 12 = 192 close the arithmetic. FRAME-DEFECT, AND THE DISAGREEMENT IS BETWEEN THIS BOARD AND ITS OWN FAMILY. `Frame 520` 13006:134365 is 1318x734 here where the three `actual` boards draw 764 (13006:135677, :138812, :141947), so `Frame 444` 13006:134399 is 1318x674 against their 704 and the block ends at 24 + 734 = 758 in an 802 main - a 44 bottom inset against the 14 the actual boards and the build carry (`lg:pb-[14px]`, discoverContentRhythm.figma.test.tsx FRAME_INSET_BOTTOM_DESKTOP). The columns take the height the block leaves them (`lg:flex-1` on a `minmax(0,1fr)` row, MarketPulseBoard.tsx:192), so following this cut would shorten every column by 30 on the three boards that agree with each other. Three of the four 1440 Trench boards and the shipped default draw 764 / 704 / 14; this one stands alone at 734 / 674 / 44 and nothing was moved for it. The cards are the same `Pulse card - Intel` family as 13006-135613 and open for the same reason.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-138367	partial	src/pages/trade/TrenchRedesign.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, whole board, 335k characters, outlined from the saved dump) - the first read to open the `Trench` frame this board's title names. The shell is the family's (`Header-desktop` 1440x56, `sidebar` 58x844, `Frame 1122` 13006:138369 1382x844 at (58,56), the 20 band, the 22 band at y=822) and TrenchShell holds it. WHAT "WITH LEFT FLOAT" IS: between the two bands `Frame 1122` holds a `Trench` frame 13006:138430 1382x802 at y=20 with TWO children - `Frame 446` 13006:138431 448x802 at x=0, a docked panel, and `main` 13006:138811 926x802 at x=456, an 8 gutter. The panel is a live-trades tracker column: `Frame 300` 448x42 whose `bottom menu` 432x38 at (8,4) holds a 66x26 `Main` wallet chip (a 16px `images/circle` and the label), a 221x20 `nav` of three `CTA/button` tabs 36 / 47 / 27 wide at x=8 / 64 / 123 whose labels are instance text the dump does not expand, and a 129x24 `Frame 513` right-packed with two 16px glyphs and the P1 pill (`Frame 541` 73x24: "P1" then a 53x24 `Frame 304` with a 16px coin and "0.0"); then `Frame 301` 448x760 at y=42 with a 432x16 `Header` at (8,8) reading Name / Token / Amount / Mkt. Cap. at x = 61.75 / 190.5 / 292.25 / 376 after a 12px glyph at x=8, over `Frame 358` 432x720 at (8,32): 28-tall `content` rows on a 40 pitch under a hairline each - a 2m age, a 16px avatar and @CryptosTraderX, a 20px token image with a 10px chain badge beside Kyuin and 4m, a 16px coin beside 0.037, and $6.02K right-packed - which is the Trackers Live-trades table (13006-180340) as a 448 column. `main` shrinks to 926 and its `Frame 520` 13006:138812 sits at (24,24) 870x764 - a 24 side inset here against the plain board's 32 - with `Frame 337` 870x36 (`Frame 450` 321 at x=0, `nav` 230x22 at (270.5,7), which OVERLAPS the 321-wide title cell by 50.5, and `Frame 405` 420 at x=450) and `Frame 444` 13006:138846 870x704 at y=60 holding three 432-wide columns at x=0 / 438 / 876 - 3 x 432 + 2 x 6 = 1308 inside 870, so the third column runs 438 past the frame: the "scrollable" of the title is the column row scrolling sideways at its full width. NOT BUILT, and not this pass: the build has no docked panel on /trench (nothing in src/components/trench-redesign draws a left float), no board names the control that opens or closes it, the tab labels are not readable from the dump, and its twin 13006:141502 resolves the narrowed main the other way (the columns shrink to 286). The Live-trades feed and table exist in TrenchTrackers.tsx, so the build is a docked mount of that table plus a trigger, and the trigger and the column behaviour are Casey's to rule. Cards as on 13006-135613.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-141502	partial	src/pages/trade/TrenchRedesign.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, whole board, 335k characters, outlined from the saved dump). This is the ALT of 13006-138367 and that board governs; measured so the difference is recorded rather than assumed. The shell (`Frame 1122` 13006:141504 1382x844 at (58,56), bands 20 and 22, `sidebar` 58x844) and the docked panel are identical to the base node for node: `Trench` 13006:141565 1382x802, `Frame 446` 13006:141566 448x802 at x=0 with the same `bottom menu` (Main chip 66x26, nav 221x20 with tabs 36 / 47 / 27, `Frame 513` 129x24 with the P1 pill and 0.0), the same Name / Token / Amount / Mkt. Cap. header and 40-pitch rows, and `main` 13006:141946 926x802 at x=456 with `Frame 520` 13006:141947 870x764 at (24,24) and the same overlapping header row (`Frame 450` 321, `nav` 230x22 at 270.5, `Frame 405` 420 at 450). THE ONE DIFFERENCE is `Frame 444` 13006:141981 870x704: its three columns are 286 wide at x=0 / 292 / 584, 3 x 286 + 2 x 6 = 870, so they SHRINK to fit the narrowed main where the base keeps them at 432 and lets the row scroll. That is the alternative answer to one question - what the pulse columns do when the panel takes 456 of the row - and the base's answer stands until Casey rules. Not built for the reasons on 13006-138367; cards as on 13006-135613.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-185060	partial	src/components/trench-redesign/discover/FiltersPanel.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, the whole 442x1463 panel) and BUILT against FiltersPanel.tsx, which is the panel this frame draws; the catalog's column 3 named AdjustTrenchSettings.tsx, and that file is the Display-settings sheet with a different body. Node for node against the build: `Frame 344` 394 wide at (24,24), the sheet's `lg:p-6`; `controls` 394x28 with the title 368x28 (RIGHT_MENU_TITLE_TYPE's 24/28) and `icons/action` 16x16 at (378,6), i.e. 24 right and 30 down from the panel corner; `Frame 342` at y=52 (28 + 24, the body's `mt-6`); `Frame 572` 394x76 of two 193x76 `input/primary-inputs` at x=0 / 201 (a label 18 + 8 + a 50 field: PANEL_LABEL_CLASS, gap-2, FILTER_FIELD_CLASS md:h-[50px]); the inner `Frame 342` at y=100 (76 + 24, gap-6); `Frame 201` Customize table 394x24 (SECTION_HEADING_CLASS lg 18/24); `Frame 561` at y=40 (24 + 16, gap-4), `left` 292x22 with the four tabs at x=0 / 65 / 143 / 233 on widths 49 / 62 / 74 / 59, a flat 16 (gap-4), the active Audit chip's `CTA/button` 33x18 at (8,2) (px-2 py-0.5), and `Vector 2` at y=28, 6 under the 22 row (pb-1.5 border-b); `Frame 560` at y=84 (40 + 28 + 16); `Frame 1184` 394x18 of two 197 halves (Dex paid, CA ends in pump; gap-0); the inner `Frame 560` at y=34 (18 + 16) with ELEVEN 394x74 pairs at y = 0 / 90 / 180 ... 900, a 90 pitch = 74 + 16 (gap-4), each 74 a 16 label + 8 + 50; `Frame 573` at (24,1327) 394x112 = `Frame 243` three 126x34 `CTA/button` at 0 / 134 / 268 (PRESET_ACTION_CLASS on gap-2) over the 394x62 CTA at y=50 (RightMenuFooter `mt-4`, the lg 62), and 1327 + 112 + 24 = 1463, the footer on the floor under a `flex-1` scroll body. BUILT THIS PASS (0c429b403): the close glyph. The sheet primitive fixes its close at a flat `right-4 top-4` and the panel had handed the 24/30 back as a library change; RIGHT_MENU_CLOSE_GLYPH_CLASS (rightMenuChrome.tsx) now reaches it through a child selector at 12/15 - 20/23 - 24/30 and clears the 44px tap floor, the way the hotkeys and snipe panels already did, and FiltersPanel.figma.test.tsx pins the three stops (43 tests pass). PARTIAL for two things. (1) Ten of the eleven Audit pairs have no field on the discovery payload (only Age has `pairCreatedAt`), so they draw exactly as the frame does but disabled, with `auditUnavailable` stating why once - the explicit unavailable state the 2026-09-18 direction asks for, recorded rather than counted as a match. (2) The footer: this frame and its 768 and 375 twins draw ONE full-width save and no reset, and the build keeps a two-up Reset to default beside Save because it is the only way to clear a draft; that is a standing default of this surface, not a ruling, and it is listed for Casey.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-185323	partial	src/components/trench-redesign/discover/FiltersPanel.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, the whole 442x1463 panel) against FiltersPanel.tsx - column 3 corrected from AdjustTrenchSettings.tsx as on 13006-185060. The tablet cut of the same panel, and every step the build ramps at `md:` is here: `Frame 344` 402 wide at (20,20) (`md:p-5`); `controls` 402x22 with the title 376x22 (18/22, the ladder's tablet stop) and the close 16 at (386,3), 20 right and 23 down; `Frame 342` at y=46 (22 + 24); `Frame 572` 402x74 of two 197x74 inputs at x=0 / 205 (label 16 + 8 + 50); the inner `Frame 342` at y=98 (74 + 24); `Frame 201` 402x19, Manrope 14 at AUTO, the 19 SECTION_HEADING_CLASS's note explains and holds at 14/18; `Frame 561` at y=35, `left` 267x20 with tabs at 0 / 60 / 132 / 214 on widths 44 / 56 / 66 / 53 (flat 16), the Audit chip's `CTA/button` 28x16 at (8,2) (12/16 at md), the rule at y=26 (20 + 6); `Frame 560` at y=77 (35 + 26 + 16); `Frame 1184` 402x18 of two 201 halves; the pairs at y=34 on the same 90 pitch, eleven of them, 197 + 8 + 197 = 402; `Frame 573` at (20,1343) 402x100 = three 128.67x34 pills on 8 over a 402x50 CTA at y=50 (the md 50 on a 16/24 pad), and 1343 + 100 + 20 = 1463. BUILT this pass with the 1440 twin: the close glyph's 20/23 stop (0c429b403). PARTIAL for the same two items as 13006-185060 - the ten sourceless Audit pairs drawn disabled, and the two-up footer against the frame's single CTA.	1440=n-a 768=partial 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-185256	partial	src/components/trench-redesign/discover/FiltersPanel.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, the whole 442x1154 panel) against FiltersPanel.tsx - column 3 corrected from AdjustTrenchSettings.tsx as on 13006-185060. The Metrics tab of the same panel, and the chrome is the Audit cut's to the pixel: `Frame 344` 394x940 at (24,24); `controls` 394x28 with the close at (378,6), built this pass (0c429b403); `Frame 572` 193 + 8 + 193 at 76; the inner `Frame 342` at y=100; `Frame 201` 24 tall; the rail `Frame 558` at y=40 with the Metrics chip active (`Frame 404` 62x22, `CTA/button` 46x18 at (8,2)) and Audit / Protocols / Socials bare at 0 / 143 / 233 - the same four positions the Audit cut draws with the chip moved one tab along, which is what a Tabs trigger does; `Frame 560` at y=84 394x704 = EIGHT 394x74 pairs at y = 0 / 90 / 180 / 270 / 360 / 450 / 540 / 630 (8 x 90 - 16 = 704) with `Frame 38`, the Dex paid toggle, hidden on this tab - the build's Metrics body carries no toggle row either; `Frame 574` at (24,1018) 394x112, three 126x34 pills over the 394x62 CTA at y=50, 1018 + 112 + 24 = 1154. The build's Metrics tab draws eight pairs in the frame's order, its fourth and fifth (:185303 / :185306, Global fees paid and Bonding curve) where FiltersPanel.tsx records them. PARTIAL for two: those two pairs have no field on the discovery payload and draw disabled with `metricsUnavailable`; and the two-up footer against the frame's single CTA, Casey's as on 13006-185060.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-175023	partial	src/components/trench-redesign/discover/LiveStreamsView.tsx	/trench	RE-FILED 2026-09-24 (wave 67, from code; no Figma read): blocked-on-backend -> partial. The body's source now exists: liveStreams.ts:62 registers LIVE_STREAM_SOURCES = [pumpfunLiveSource], the pump.fun live directory read through solana-proxy (941b4c61f, 838827512, 2026-09-20), so the panels draw streams rather than the no-source state. Left: the stream cards have not been compared to this board, and the two round buttons stay unbuilt as recorded below. Prior reason: READ LIVE 2026-09-20 (get_metadata, whole board, 109k characters, outlined from the saved dump) and BUILT against LiveStreamsView.tsx and DiscoverScreen.tsx - column 3 corrected from src/components/trench/DiscoverTabs.tsx, a path that does not exist. The board: `main` 13006:175024 1382x828 at (58,56) holding the 20 band at y=0 and `Frame 521` 13006:175025 1318x780 at (32,44), 24 under the band and 32 a side, with the bottom band 13006:175959 1382x22 at y=878. `Frame 337` 1318x36 is the pulse board's header row (`Frame 450` 420, `nav` 246x22 at 536, `Frame 405` 420 at 898); `Frame 403` 13006:175060 at y=60 (gap 24) 1318x22 pairs the 1082-wide tab `nav` (Top 23, Trending 54, Hot searches 80, then the 52x18 LIVE tag at 229) with `Timeframe` 236x22 at x=1082, DiscoverTabs and TimeframeRail on the one row DiscoverScreen draws; `Frame 444` 13006:175077 at y=106 (60 + 22 + 24) 1318x674 with `Frame 445` and `Frame 447` 656x674 at x=0 / 662 on a 6 gutter (`lg:grid-cols-2 gap-1.5`), each a 54 header (`bottom menu` 624x50 at (16,4)) over a 620 list with `Frame 357` 640x604 at (8,8), the geometry LiveStreamsView.tsx recorded off these nodes on 2026-09-14 and still carries. BUILT THIS PASS (982660265): the controls cell. `Frame 405` 13006:175042 is right-packed on a flat 12 - `icons/action` 16 at x=11, `Frame 515` 147x32 at x=39 (the Display settings box, opening Live settings), two 36px `CTA/button` at 198 / 246 and `Frame 514` 126x24 at x=294 (SOL 0 beside P1 / P2, 13006:175049); 11 + 16 + 12 = 39, 39 + 147 + 12 = 198, 246 + 36 + 12 = 294, 294 + 126 = 420. The build drew the chip alone; the LIVE branch of DiscoverScreen.tsx now draws the help glyph, the chip and OneClickPresetPill on `gap-3`, and the pill's slot is what the LIVE cards' buy tag prints, as on the table board (the cards used to read the active slot on their own). The two round buttons stay recorded and unbuilt: their glyphs export as `icons/warnings` and `icons/action` with no label, the same pair the table board's cell carries, and both doors they could be are on the tab row. The nine Discover test files pass (99). BLOCKED-ON-BACKEND for the body, unchanged: no stream directory is registered (liveStreams.ts), so both panels draw the explicit no-source state and the frame's stream cards cannot be compared.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
13006-155570	partial	src/components/trench-redesign/discover/FiltersPanel.tsx	/trench	REACHED SOURCE-SIDE 2026-09-20, not re-read: wave 51's live reading of this 442x884 panel stands (the file hash is unchanged), and this pass read its Audit and Metrics siblings 13006:185060 / :185323 / :185256 live, whose chrome it shares to the pixel (controls 394x28, title 368, close at (378,6), a 394x62 CTA on the floor). ONE ITEM MOVED: the close glyph, which every Adjust-filters frame hangs 24/30 off the corner, had been handed back as a library change and is now drawn there by RIGHT_MENU_CLOSE_GLYPH_CLASS (0c429b403). WHAT STAYS OPEN IS CASEY'S, per this lane's brief: this frame's body is TWO numeric groups (Market cap `Frame 1210` 394x180, 24h volume `Frame 1209` 394x180), each pairing Min./Max. fields with a two-thumb range slider over a live readout, where the Audit / Metrics family the panel follows row for row (13006:185060 / :185256 / :185323 / :185586) draws bare Min./Max. pairs and no slider - which is what ships, and which the brief says to keep. The slider's domains are this frame's literals, not anything the discovery feed publishes, and TrenchSlider.tsx is single-thumb; nothing was built on that path. Decision: (a) keep the pairs [shipped] / (b) build the two-thumb slider on a feed-derived domain / (c) retire this cut in favour of the Audit family.	1440=partial 768=n-a 375=n-a @2026-09-20/wave54-trench-discover-shell-launch
9264-85987	frame-defect	src/pages/trade/TrenchRedesign.tsx	/trench	READ LIVE 2026-09-20 (get_metadata, whole board, 107k characters, outlined from the saved dump) - the first read of this node, which the catalog titles 768 x 1024px and which is a 375x812 phone board: `Header-mobile` 375x48 at y=0, the 1382x20 desktop band pasted at y=48, `Frame 2` 9403:133955 346x636 at (15,84), the 375x22 band at y=736 (inner 367 at x=4) and `Bottom-navigation-mobile` 375x54 at y=758, closing on 812. It is the sixth v1 cut of the phone PULSE board, and it draws `Frame 405` 9264:87018 VISIBLE at y=40 - the 95x32 Display chip and five 36px buttons at 109.2 / 159.4 / 209.6 / 259.8 / 310 - with `nav` at y=84 and the content `Frame 445` 9264:85988 346x522 INSIDE the 346 column at y=114 (106 + 8), whose `Frame 429` is a 36 tab band `Frame 299`, a 48 search row `Frame 300` and a 438 list `Frame 270`. That is the expanded state of the disclosure the build draws (TOGGLE_PILL_CLASS, DiscoverScreen.tsx:198) over an INSET column the build does not: the shipped phone column is full-bleed after the Trade-2 boards 13006:295541 / :296673, whose column header 13006:295544 and body :295575 carry radius 0 at the board's edge (TrenchColumn.figma.test.tsx). FRAME-DEFECT, because the six v1 boards contradict each other on both axes: with this read the set is three visible (9403:140971, 9419:149915, this) to three hidden (9403:133956, :142103, 9419:151234) on `Frame 405`, and four inset (9403:133956, :142103, :140971, this) to two full-bleed (9419:149915, :151234) on the column, in four different pairings, and the later Trade-2 family is the one cut that is internally consistent. Registry title corrected here: 375x812, not 768x1024. The cards are `Pulse card - Intel ALT` and open on their own rows.	1440=n-a 768=n-a 375=partial @2026-09-20/wave54-trench-discover-shell-launch
