# key	status	primaryFile	route	reason	bp
# Lane governance-dao, wave 53, 2026-09-20. Rows are the frames this pass REACHED;
# every frame not listed keeps its earlier row. Column 3 is one bare path.
#
# THE ONE THING THIS PASS FOUND. Wave 52 read 11667:309312 whole and reported a
# single remaining number on the claim panel: 708 wide against the page's 640. That
# number was right and it is closed. It was not the only one. `Frame 280` has four
# children and the earlier pass reported none of them, so a row that read as one
# width away from parity was in fact a different panel: the board's body is a 330
# column centred in the 708 (x=189), carrying a centred heading over a centred
# subline, a 250x48 wallet box inset 16 with a copy affordance, and a 160x34 button
# centred at x=85 - where the page drew a full-bleed wallet strip, a three-up stat
# grid and a w-full lg button. A reason paragraph that stops at the outermost frame
# reads to the next lane as if the inside had been checked.
#
# READS. Two this pass, both `get_metadata`, both on file 3sSzw1KewMtUbeLAv7uW0r:
# 11667:309312 (Airdrop 768) descended to every leaf in one call, and nothing else.
# The Yield vaults 1440 column is built to a number already recorded in this repo -
# the oracle table in src/pages/YieldVaults.figma.test.tsx, written from a live read
# on 2026-09-18 - and the row says so rather than claiming a reading of its own.
#
# WHAT IS HELD, NOT MISSED. The illustration halves (`card` 11667:309321 here, and
# `Frame 634`'s left card on the vaults boards) are art this repo does not hold, and
# the lane rules keep the shipped default. The vault sentence `Frame 297`
# (11667:309347) is the same string the gauge empty state draws and is unruled in
# the same way; it is named in the row with its numbers and shipped nowhere.
#
# No browser ran. Nothing here claims a DOM-measured render.
11667-309312	partial	src/pages/Airdrop.tsx	/airdrop	READ LIVE 2026-09-20 with get_metadata, the whole board to every leaf in one call, and the claim panel was not one number from parity as the last row implied. THE WIDTH FIRST, BECAUSE IT WAS THE RECORDED GAP: `Frame 280` (11667:309328) is 708x249 at y=281, the same column as the head, the token band and the two blocks below it, and the page kept `max-w-2xl px-4` = 640. It is now `md:max-w-[708px] md:px-0`, which centres 708 in 768 at x=30 where `Frame 631` puts it, and returns to the narrow measure at lg because the 1440 board is still unread. THEN WHAT THE EARLIER PASS DID NOT DESCEND INTO. `Frame 280` has four children and none were reported. `middle` (11667:309331) is a 330 column centred in the 708 - x=189 clear on both sides - and it holds the panel: a 330x39 `description` whose heading `Your allocation is ready!` is 139x19 centred at x=95.5 over a full-330 line at y=23, so the pair is 4 apart and not 8; `Frame 639` (11667:309335), a 250x48 box centred in the 330 at x=40, inset 16 all round on a 16-tall row, with `Your wallet:` 69 wide at x=0, the address at x=79 and a 16 copy glyph 4 past it at x=90; and `Frame 242` at y=119, a 330x34 slot whose one visible CTA is 160x34 centred at x=85. The page drew a full-bleed wallet strip with nothing to act on, a three-up stat grid the board has no node for, and a w-full lg button. BUILT: the centred description on the board's 4, the 250x48 wallet box with the copy affordance it was missing at every width, and the panel header dropped on the eligible path because the board opens straight on `middle` - every other state keeps the card header, which is the only heading those states have. Gated to md, since the 375 board's own panel has never been read. Its 25 governance cases pass. REMAINING, in numbers: the 160x34 CTA against `w-full` `size=lg`; the stat grid and the vesting bar, which are real contract figures with no node on this board and were not removed to match a frame; the second 16 `icons/action` at x=218, which the board does not name; the left `card` (11667:309321), 354x150 with no children, an illustration this repo does not hold and a held default this wave; and `Frame 297` (11667:309347), a 676x16 line at y=217 reading `Add SKAI from your wallet to your vault to earn interest and play games.` - vault copy on an airdrop panel, the same string the gauge empty state draws, unruled and shipped nowhere.	1440=n-a 768=partial 375=n-a @2026-09-20/wave53-governance-dao
11664-305643	partial	src/pages/Airdrop.tsx	/airdrop	SIBLING OF THE BOARD READ LIVE THIS PASS AND EVERY CHANGE LANDS HERE. 11667-309312 is this board's base at the same width, read to every leaf on 2026-09-20; `1VH` is a one-viewport crop of it. The claim panel takes the board's 708 at the tablet step, the panel body is the board's centred 330 with the 4-apart description and the 250x48 wallet box, and the card header is dropped on the eligible path - none of it width-gated in a way that skips this board, all of it gated to md and above. THIS BOARD'S OWN FIGURES WERE NOT OPENED and every number here is 11667-309312's. REMAINING, the same list: the 160x34 CTA, the stat grid and vesting bar the board has no node for, the unnamed action glyph, the illustration half of the token band, and the unruled vault sentence.	1440=n-a 768=partial 375=n-a @2026-09-20/wave53-governance-dao
11667-309576	partial	src/pages/Airdrop.tsx	/airdrop	SIBLING AT 375 OF THE BOARD READ LIVE THIS PASS, AND THE GATING IS THE POINT. Two of the three panel changes are `md:` and do not reach this board: the 708 column and the 250x48 wallet box both keep what 375 shipped, because this board's own claim panel has never been read by any lane and a 250 box inside a 343 track would be a guess. What DOES land here is the copy affordance on the wallet address, which was missing at every width rather than at one, and the description block, which centres and takes the board's 4 between its two lines while its width stays fluid below md. The card header is dropped on the eligible path at every width, since the heading it duplicated now sits in the body. REMAINING: this board's own panel figures, still never taken; the token band's illustration half; and the unruled vault sentence.	1440=n-a 768=n-a 375=partial @2026-09-20/wave53-governance-dao
11364-149679	partial	src/pages/YieldVaults.tsx	/earn/vaults	THE 1440 COLUMN WAS IN THIS REPO'S OWN ORACLE FOR TWO WAVES AND NOBODY ACTED ON IT. The table at the top of src/pages/YieldVaults.figma.test.tsx, written from a live read of this board on 2026-09-18, lists `page column 1202` beside `stat columns / gap 4 / 16` and `vault columns / gap 3 / 8`, and the page has drawn `max-w-6xl` less `px-4` = 1120 throughout - 82 short on a number already written down, which is the same failure the 768 column was fixed for last wave. It is now `lg:max-w-[1234px]`, 1234 less 16 a side being the 1202. No Figma read was spent: the number checks against two others in its own table, since four 288.5 stats on three 16 gaps is 1202 exactly and (1202 - 16) / 3 = 395.33 is the vault card measured to the hundredth. The oracle's `NOT built` list is corrected in the same commit - leaving a closed item listed is what let this one sit - and a fifteenth case pins all three column measures at once, 343 / 708 / 1202. All 15 pass. REMAINING at 1440, unchanged and not re-opened: `Frame 634` at y=98, two 601 promo cards whose left card is an illustration this repo does not hold, which the lane rules hold at the shipped default this wave.	1440=partial 768=n-a 375=n-a @2026-09-20/wave53-governance-dao
11704-318672	partial	src/pages/YieldVaults.tsx	/earn/vaults	REACHED, AND DELIBERATELY NOT TOUCHED AT THIS WIDTH. The column change built this pass is `lg:`, so it starts above this board and nothing here moves: the 708 on a 30 gutter that wave 52 built stands, as do the head row, the 2x2 stat grid with its fourth tile and the 8 between the vault cards. Verified at HEAD by reading the page and the oracle table beside it rather than by re-reading the board, and the row claims no figure of its own. The new column case in the oracle pins this board's 708 alongside the other two, so a later pass that widens one cannot silently drop another. REMAINING: `Frame 633`, the promo band above the stats - two 350 cards at this width - whose left card is an illustration this repo does not hold and whose right card is copy nobody has read out; the lane rules hold the illustration at the shipped default, and the copy half is named here so the next pass knows one read closes it.	1440=n-a 768=partial 375=n-a @2026-09-20/wave53-governance-dao
11667-312902	partial	src/pages/YieldVaults.tsx	/earn/vaults	SIBLING OF 11704-318672, WHICH THE WAVE-50 READING RECORDS AS NUMERICALLY IDENTICAL NODE FOR NODE - 708 column at x=30, head 54, `Frame 270` a 2x2 of 350 on an 8 gap, `Frame 633` two 350 cards - the two differing only in frame height, 1024 against 1190. The `lg:` column built this pass starts above this board, so nothing at this width moved and nothing at this width is claimed; the 708 wave 52 built stands. NOT RE-OPENED: no figure on this board was read this pass. REMAINING: the promo band, and the Farmers count, which has no source and will not get one from this page.	1440=n-a 768=partial 375=n-a @2026-09-20/wave53-governance-dao
11664-306263	partial	src/pages/YieldVaults.tsx	/earn/vaults	SIBLING OF A BUILT BOARD, REACHED AND NOT RE-OPENED. The wave-50 reading records this board as numerically identical to 11706-321921 - 343 column at x=16, head 80 as a row, `Frame 270` a 2x2 at 168/167 on an 8 gap, three 343x240 cards on a 248 pitch - with only the frame height differing, 812 against 1422. Nothing built this pass reaches it: the column change is `lg:` and 375 keeps `px-4`, which IS the board's 343. The fourth stat tile that made the 2x2 possible here was drawn by wave 51 and is unchanged. REMAINING: the promo band's single card at this width, and this board's own figures, which have never been taken.	1440=n-a 768=n-a 375=partial @2026-09-20/wave53-governance-dao
11705-319211	partial	src/pages/GaugeVoting.tsx	/earn/gauges	REACHED AT HEAD, AND THE HAND-OFF IS UNCHANGED BECAUSE THE FILE IT NEEDS IS STILL IN NO LANE'S OWNS. Wave 52 read this board live and closed three things in the page's own file - the 708 column on a 30 gutter, the 32 under `Frame 629`, and the 8 between the two side cards - all of which are at HEAD and were re-read this pass rather than re-derived. What is left is `Frame 280` (11704:319079), drawn by src/components/defi/gauge/GaugeWeightsTable.tsx: the board draws NO icon above the two sentences where the component draws a 20 Info glyph, centres a 330 description at y=56 with `No gauges yet` at x=122 on a 19 line over a 330x16 line at y=23, puts a 160x34 CTA at y=119 centred at x=85 of 330, and closes with a 676x16 line at y=169 reading `Add SKAI from your wallet to your vault to earn interest and play games.` THE VAULT SENTENCE IS RULED HELD THIS WAVE: the lane rules keep the shipped default for it, and the same string appears on the airdrop claim panel at 11667:309347, so it is a repeated designer line and not a gauge fact. The rest of `Frame 280` is a one-file change in a file this lane may not edit. ALSO STILL OPEN AND STRUCTURAL: the board's 209 block is the whole gauges block, with no `Gauges` heading, no standfirst and no epoch badge above it, where the page wraps the empty state in a full Card header.	1440=n-a 768=partial 375=n-a @2026-09-20/wave53-governance-dao
11307-134317	partial	src/components/governance/GovernanceProposals.tsx	/governance?tab=proposals	ALT BOARD, DISPOSED OF BY RULING FOR THE THIRD WAVE AND RECORDED AGAIN SO THE NEXT PASS DOES NOT SPEND A FIGMA READ ON IT. Casey's ruling of 2026-09-14 is that a base board governs over its ALT, and the wave 53 rules restate it: an ALT row is measured only to name the base board that governs. For this family that is 5371-64317, which is what wave 50 built and what every later pass has held to. Reached this pass only to confirm the ruling still disposes of it: this lane's four commits are the airdrop claim panel, the airdrop wallet box, the vaults 1440 column and the vaults oracle, none of which goes near src/components/governance/GovernanceProposals.tsx or src/components/governance/ProposalsTable.tsx, so the board stands exactly where wave 51 left it. THIS BOARD'S OWN FIGURES HAVE NEVER BEEN READ, by this lane or any before it, and nothing here is claimed as measured.	1440=partial 768=n-a 375=n-a @2026-09-20/wave53-governance-dao
11134-109360	partial	src/pages/defi/Earn.tsx	/earn?tab=positions	CONFIRMED AT HEAD AND NOT RE-OPENED; THE BUILD THE LAST PASS DESCRIBED IS THERE. The Positions tab renders `EarnPositionCard` into `EARN_POSITIONS_GRID` at src/pages/defi/Earn.tsx line 1593, with the reason for the change written above it - the tab used to push `myPositions` through `OpportunityCard` inside a `space-y-3`, one full-width stacked row per position at every width, where `Frame 705` (11134:109486) draws a three-up grid of 434x142 on an 8 gutter and 434*3 + 8*2 = 1318 is the column. NOT THIS LANE'S FILE: src/pages/defi/Earn.tsx is in no lane's owns list this wave, so this row confirms and makes no edit. WHAT THE ROW STILL CANNOT SAY is the thing its title names: this is the `on:hover` board, and no lane has recorded what the hover state changes - `signals` (11134:109488) inset 16 to 402x110 over three 16-apart blocks is the resting card. A hover delta needs either a second read of this node against its base or a browser, and no browser ran.	1440=partial 768=n-a 375=n-a @2026-09-20/wave53-governance-dao
