# key	status	primaryFile	route	reason	bp
# Wave 68, 2026-09-24, Figma parity lane `play-phone-bleed`. Every row rests on a LIVE read of the frame that night
# (read-only use_figma / get_metadata, within a 6-call lane budget); the lane's log in the orchestrator's
# wave68 scratch folder names each read. Folded by the orchestrator from the lane's catalog-rows file.
9799-18183	partial	modules/skai-gaming/src/pages/play/BaccaratPageSections.tsx	/play/baccarat	wave 68 lane play-phone-bleed, 2026-09-24 (was done): live read 2026-09-24 w68-play-phone-bleed use_figma call 1/6: strip 11894:19231 375x54 at x=0 r0 pad 12/16/12/16, card 9799:18413 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position); title row Frame 418 at 23.5/328 on the board treated as a slip, kept at 16/343 per the template. demoted from done: the tail drew 343 at x=16 before c4b32b87 and the band is still the 46	-
9003-119858	partial	modules/skai-gaming/src/pages/play/BlackjackPageSections.tsx	/play/blackjack	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 1/6: strip 11079:10118 375x54 at x=0 r0 pad 12/16/12/16, card 9003:120081 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
9178-14134	done	modules/skai-gaming/src/pages/play/CoinflipPageSections.tsx	/play/coinflip	wave 68 lane play-phone-bleed, 2026-09-24 (was done): live read 2026-09-24 w68-play-phone-bleed use_figma call 1/6: strip 11744:15545 375x54 at x=0 r0 pad 12/16/12/16, card 9178:14364 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: title row Frame 418 at 23.5/328 on the board treated as a slip, kept at 16/343 per the template. scope: tail re-verified live and fixed; rest rests on the catalog's earlier done	-
11930-45998	partial	modules/skai-gaming/src/pages/play/SafariSlotsPageSections.tsx	/play/safari-slots	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 1/6: strip 11930:46111 375x54 at x=0 r0 pad 12/16/12/16, card 11930:46132 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). tail matches	-
9363-2936	partial	modules/skai-gaming/src/pages/play/ChickenPageSections.tsx	/play/chicken	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11758:20016 375x54 at x=0 r0 pad 12/16/12/16, card 9363:3114 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). tail matches	-
9691-11942	partial	modules/skai-gaming/src/pages/play/BingoPageSections.tsx	/play/bingo	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11894:18395 375x54 at x=0 r0 pad 12/16/12/16, card 9691:12114 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
9142-15687	partial	modules/skai-gaming/src/pages/play/CrashPageSections.tsx	/play/crash	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11081:11438 375x54 at x=0 r0 pad 12/16/12/16, card 9142:16349 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
11571-2186	partial	modules/skai-gaming/src/pages/play/DicePageSections.tsx	/play/dice	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11571:2363 375x54 at x=0 r0 pad 12/16/12/16, card 11571:2383 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
9948-25380	partial	modules/skai-gaming/src/pages/play/LimboPageSections.tsx	/play/limbo	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11841:13194 375x54 at x=0 r0 pad 12/16/12/16, card 9948:25617 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
9691-13343	partial	modules/skai-gaming/src/pages/play/FortuneWheelPageSections.tsx	/play/fortune-wheel	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11923:23379 375x54 at x=0 r0 pad 12/16/12/16, card 9691:13515 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
9137-11578	partial	modules/skai-gaming/src/pages/play/PlinkoPageSections.tsx	/play/plinko	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11076:8677 375x54 at x=0 r0 pad 12/16/12/16, card 9137:12240 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
9799-15822	partial	modules/skai-gaming/src/pages/play/RoulettePageSections.tsx	/play/roulette	wave 68 lane play-phone-bleed, 2026-09-24 (was partial): live read 2026-09-24 w68-play-phone-bleed use_figma call 2/6: strip 11878:17058 375x54 at x=0 r0 pad 12/16/12/16, card 9799:16053 375 at x=0 r0 (tabs pad 4/16/0/16, body 12/16/20/16), 8 seams, in the bento with the board. code c4b32b87 draws both 375 at x=0, square below md, strip row 16 in; 768/1440 unchanged (playPageGutterSum tail cases; mutation N7 old layout green at 768/1024/1440). LEFT: the strip is still the 46-tall five-slot Frame 1000004041 band where the board draws the 54 four-slot Frame 1000004042 (a content redraw, not position)	-
