# key	status	primaryFile	route	reason	bp
Skai > Predict > Dashboard (1440 x 900px) [3562-40397]	partial	src/components/predict-redesign/dashboard/DashboardHeroChart.tsx	/predict	MEASURED BOTH SIDES 2026-09-06 on this node; FOUR deltas found and fixed, ONE remains. (1) The hero chart's price scale is on the WRONG SIDE. `bottom` 3562:40453 holds `Frame 397`, a HORIZONTAL row at gap 4 whose first child is the 1057-wide plot `Frame 383` and whose second is `Price` 3562:40464, 51 wide at x=1061 of 1112. The code shipped a recharts YAxis at its default LEFT orientation with width 38, which put the plot 55px across from where the frame opens it. Now the container reserves the band as RIGHT padding - 4+41 below 768, 4+51 from 768 up - so the chart measures its own width as the frame's plot (1112-55 = 1057 here, 680-55 = 625 at 768, 319-45 = 274 at 375, each exact), and the scale is drawn beside it as the column the frame actually draws: five labels SPACE_BETWEEN over the plot's 153, right-aligned, Mulish at -4% in #FFFFFF at 64%. An axis could carry neither number - its width is a plain number where the frame's column steps 41 to 51, and it centres every tick on its rule where the frame starts "100%" at y=0 and ends "0%" at 153, seven out at each end. (2) The same block's rhythm. The frame is 153 plot + 16 + an 18-tall `Nav of chart` = 187; the code's margin top 8 / bottom 4 over a default 30-tall x-axis resolved to a 145 plot with the month label top at 161 against the frame's 171. Now margins 0, XAxis height 34 and tickMargin 18: plot = 187-34 = 153, label top = 153+18 = 171. (3) Paint. `price line` 3562:40457..40461 are five #FFFFFF rules 0.5 wide, dash 2/2, node opacity 0.24, one per Y tick; the code drew #123F3C at 1 wide, dash 3/3, opacity 0.6, PLUS a sixth ReferenceLine over the 50% rule at opacity 0.7. Now #FFFFFF / strokeOpacity 0.24 / 0.5 / "2 2" and the ReferenceLine is deleted. The curve 3562:40462 strokes #56C7F3 at 2 over a `Vector 4` gradient of the same hue running alpha 1 to 0 at 24% paint opacity, ending in a flat 8x8 `dot` 3562:40463; the code stroked alienGreen or red[300] by trend, with 0.28-to-0 stops and a 10px dot ringed 2px in #122524. Now Sky Blue throughout with an unringed r=4 disc - the frame draws "-3%" in App Red #FF574A (3562:40434) beside this very curve, so the hue is not trend-coded and direction stays in the delta. Both scales were #95A09F at full opacity in whatever face recharts inherited; the frame sets Mulish Regular 11/14 at -4% in #FFFFFF at node opacity 0.64 for the price ticks and #95A09F under a 0.44 node opacity on `Nav of chart` 3562:40470, and both now carry font-mulish text-[10px] xl:text-[11px] leading-[14px] tracking-[-0.04em] with those opacities. (4) The tab strip. `Frame 403` 3562:40407 is 22 tall and `Frame 451` opens at y=62, so 40 below it; the nav carried pb-1 inside an overflow-x-auto box, which spent 4px of padding on the column and opened the body at 44. Now py-1 with a matching -my-1, so a tab focus ring (ring-2 outside ring-offset-2 on the shared Button, in a box that clips vertically because it scrolls) still has 4px to paint into while the row occupies only its 22px line box. VERIFIED MATCHING, both sides, delta zero: h1 3562:40403 Manrope Light 32/36 -4% #FFFFFF against xl:text-[32px] font-light xl:leading-9 tracking-[-0.04em]; active pill `Frame 404` 3562:40410 72x22 r4 pad 2/8 Manrope Regular 14/18 against rounded (4px) px-2 py-0.5 xl:text-[14px] xl:leading-[18px]; nav gap 24 box-to-box between UNPADDED labels (96->176->256) against gap-2 with px-2 on every tab, which is 8+8+8 glyph-to-glyph; section header `content` 3562:41073 28 tall at gap 8 with a 24x24 `icons/action` at x=104 against gap-2 and a size-6 chevron; `Frame 460` 3562:41091 gap 18 against xl:gap-[18px]; `markets` 3562:40417 gap 32 against xl:gap-6 plus md:mt-2; hero card 3562:40419 1144x315 r24 pad 16 with `Frame 177` gap 24 against xl:rounded-3xl xl:p-4 gap-6; candidate card 3562:40558 564x260 r24 pad 16 gap 24, `Frame 463` gap 12 caCENTER, thumbnail 42 r8, question Manrope Regular 18/24, meta Mulish Regular 12/16 #95A09F at gap 4, wordmark 58x24 node opacity 0.24, rows `Frame 414` gap 8 of 34 with label 160 Mulish 14/18, percent 54 Mulish 22/26 right and a 34-tall r8 bar in #56C7F3 at 24% - every one of those resolves in CandidateListCard + RankingRow. STILL OPEN and NOT a lane edit: the frame's content column is 1144 wide at absolute x=148..1292 while the code caps at max-w-[1202px], a container shared by seven Predict/Home sites. Oracles: heroChartFigmaParity.test.tsx (5) and tabBand.figmaParity.test.tsx (2), each proved red by an extending mutation - dropping orientation, tickMargin 18 to 2, tick opacity 0.44 to 1, grid strokeWidth 0.5 to 1, the dot ring restored, the strip back to pb-1, and py-0.5 to py-1 on the pill. Whole predict-redesign run green at 16 files / 173 tests / 0 type errors.	desktop=partial
Skai > Predict > Dashboard 1VH (1440 x 900px) [3554-10890]	partial	src/components/predict-redesign/dashboard/DashboardHeroChart.tsx	/predict	Read on THIS node and it agrees with 3562-40397 on every number the fixes touch: `Prediction markets` 3558:39826 VERTICAL gap 40, `Frame 403` 3558:39827 22 tall with `Frame 451` 3604:44700 at y=62, active pill `Frame 404` 3558:39830 72x22 r4 pad 2/8, and one `bottom` block measuring 1112x187. So the four fixes recorded on 3562-40397 land here unchanged: the price scale becomes a right-hand column on the 4+51 band this width draws, five Mulish labels spaced over the plot's 153 and right-aligned in white at 64%, the plot band becomes 153 with the month label top at 171, the grid becomes five #FFFFFF 0.5 rules dashed 2/2 at 24% with the duplicate 50% ReferenceLine deleted, the curve and its 8px dot become #56C7F3 over a 24% gradient of the same hue, and the tab strip trades pb-1 for py-1 with a matching -my-1 so the body opens 40 under a 22-tall row rather than 44. SAME single open number as its twin, unchanged: frame content column 1144, code max-w-[1202px], a shared container. Oracles as on 3562-40397.	desktop=partial
Skai > Predict > Dashboard (375x812px) [10635-79861]	partial	src/components/predict-redesign/dashboard/DashboardHeroChart.tsx	/predict	MEASURED BOTH SIDES 2026-09-06 at 375. `bottom` 10635:79917 is the same 187 block as the desktop cut - `Frame 397` 153 tall at gap 4 with the 274-wide plot `Frame 383` 10635:79919 and `Price` 10635:79929 41 wide at x=278, `Nav of chart` 10635:79935 18 tall at y=169 under node opacity 0.44 - and its five `price line` rules 10635:79921..79925 are #FFFFFF 0.5 wide dashed 2/2 at 24%, its `Vector 3` strokes #56C7F3 at 2 over a `Vector 4` gradient of that hue at 24% paint opacity, and its `dot` is a flat 8x8 of it. All of that is now what the code produces; see 3562-40397 for the before values. Type here is a step down from the desktop cut and the class carries it: price ticks 10635:79930 Mulish Regular 10/14 -4% #FFFFFF at node opacity 0.64 and month labels 10635:79937 Mulish Regular 10/14 #95A09F, against text-[10px] xl:text-[11px] leading-[14px] tracking-[-0.04em] with opacity 0.64 / 0.44. Tab strip `Frame 403` 10635:79871 is 18 tall with `Frame 451` at y=34, i.e. 16 below; the nav's pb-1 opened it at 20 and now does not. GAUGE CARD header: `Frame 463` 10635:80089 is counterAxis CENTER, so the 42px tile is the taller child and the question 10635:80091 sits at y=3 of the 42-row; the code top-aligned it at every width and now runs items-center xl:items-start, while the outer `data` 10635:80088 stays MIN so `logos/skai` 10635:80092 keeps y=0. VERIFIED MATCHING, both sides, delta zero: hero card 10635:79883 343x297 r12 pad 12 with `Frame 177` gap 24 against rounded-lg p-3 gap-6; `Frame 423` 10635:79887 gap 8 against gap-2; h1 20/24 Manrope Light; active pill 10635:79874 64x18 r4 pad 2/8 Manrope Regular 12/14 against py-0.5 px-2 text-[12px] leading-[14px]; section `Frame 460` 10635:79950 gap 8 with a 24-tall `content` and a 24x24 chevron at x=80 against gap-2 + size-6; `Frame 455` grid gap 8 against grid-cols-1 gap-2; `markets` 10635:79881 gap 16 against gap-4 with no section margin; candidate card 10635:79964 343x242 r12 pad 12 gap 16, label 60 Mulish 12/14, percent 40 Mulish 14/16, bar 34 r8; gauge card 10635:80087 343x174 r12 pad 12 gap 16 with `Frame 408` 147x92 and `Frame 410` at top 57.56 running Mulish 14/16 over Manrope 12/14 at 44%. The price column is 41 at this width against 51 at 768 and 1440, and the code carries that step as w-[41px] md:w-[51px] inside a pr-[45px] md:pr-[55px] band, so the plot resolves to 319-45 = 274 - `Frame 383` 10635:79919 exactly.	mobile=partial
Skai > Predict > Dashboard 1VH (375x812px) [10635-78589]	partial	src/components/predict-redesign/dashboard/DashboardHeroChart.tsx	/predict	Read on THIS node: `Frame 403` 18 tall with the body at y=34, `Prediction markets` gap 16, one `bottom` at 319x187 and three `Frame 408` gauge boxes - the same shapes as 10635-79861, so the hero-chart, tab-strip and gauge-header fixes recorded there land here unchanged. The 45/55 band step lands here too, so the plot resolves to 319-45 = 274, the frame's own number.	mobile=partial
Skai > Predict > Dashboard (768x1024px) [10657-217688]	partial	src/components/predict-redesign/dashboard/DashboardHeroChart.tsx	/predict	MEASURED BOTH SIDES 2026-09-06 at 768, and this is the board where the price band now resolves EXACTLY. `bottom` 10657:217744 is 187: `Frame 397` 153 at gap 4 holding the 625-wide plot 10657:217746 and `Price` 10657:217756 51 wide at x=629, then `Nav of chart` 10657:217762 18 tall at y=169 at node opacity 0.44. Code band 4+51 = 55, plot = 680-55 = 625, delta 0. Plot rhythm 187-34 = 153 and label top 153+18 = 171, both delta 0. Grid, curve, gradient and dot as on the other two boards - five #FFFFFF 0.5 rules dashed 2/2 at 24%, #56C7F3 at 2 over a 24% gradient of the same hue, a flat 8px dot - all now produced. Price ticks 10657:217757 Mulish Regular 10/14 #FFFFFF at 0.64 and months 10657:217763 Mulish Regular 10/14 #95A09F under 0.44, against the shared tick class. Tab strip `Frame 403` 10657:217698 20 tall with `Frame 451` at y=36 (16 below); the nav's pb-1 opened it at 20 and the py-1/-my-1 pair closes that. Gauge header `Frame 463` 10657:217914 counterAxis CENTER with the question 10657:217916 at y=2.5 of a 42-row, now items-center below xl. VERIFIED MATCHING, both sides, delta zero: hero card 10657:217710 708x277 r12 pad 12/14 with `Frame 177` gap 24 against p-3 md:px-[14px] gap-6; `Frame 423` gap 16 against md:gap-4; h1 24/28; active pill 10657:217701 64x20 pad 2/8 Manrope Regular 12/16 against py-0.5 md:leading-4; `Frame 460` 10657:217777 gap 16 with a 24-tall header and a 24px chevron at x=80 against md:gap-4 + size-6; `markets` 10657:217708 gap 24 against gap-4 + md:mt-2; section grid `Frame 455` 10657:217789 two 350-wide cards at x=0 and x=358, gap 8, against md:grid-cols-2 gap-2; candidate card 10657:217790 350x242 r12 pad 12 gap 16 with label 84 Mulish 12/14 and percent 40 Mulish 16/20; gauge card 10657:217912 350x174 r12 pad 12 gap 16, `Frame 408` 147x92, `Frame 410` top 55.56. STILL OPEN, unchanged and a data-model call rather than a dimension: the frame fills the first section with TWO 350-wide candidate cards, where the code draws one full-width lead card over a grid of gauge cards.	tablet=partial
Skai > Predict > Dashboard 1VH (768x1024px) [10657-215932]	partial	src/components/predict-redesign/dashboard/DashboardHeroChart.tsx	/predict	Read on THIS node: `Frame 403` 20 tall with the body at y=36, `Prediction markets` gap 16, one `bottom` at 680x187 and four `Frame 408` gauge boxes - the same shapes as 10657-217688, so the hero-chart, tab-strip and gauge-header fixes recorded there land here unchanged, and the price band resolves exactly at this width (code 55 against the frame's 4+51). Same open item as its twin: the first section's two 350-wide candidate cards against the code's lead-card-over-grid composition.	tablet=partial
Skai > Predict > Dashboard > Elections (1440 x 900px) [3620-47881]	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	MEASURED on THIS node 2026-09-06, which the previous verdict never did. It carries NO hero card and NO gauge card: `Prediction markets` 3620:47891 is VERTICAL gap 40 over `Frame 403` 3620:47892 (22 tall), a 450-tall `Map` at y=62 and `Frame 451` 3620:47901 at y=552. So of this pass's three fixes only the tab strip applies here, and it does: `Frame 403` is 22 tall and the body opens 40 below it, where the nav's pb-1 was opening it at 44; now py-1 with -my-1. VERIFIED MATCHING, both sides, delta zero, on the candidate card this frame is made of - 3620:48485 564x260 r24 pad 16 gap 24 on #122524; header `data` 3620:48486 44 tall SPACE_BETWEEN caCENTER; `Frame 463` 3620:48487 gap 12 caCENTER with a 42x42 r8 tile and the title column at x=54; question 3620:48490 Manrope Regular 18/24 -4% #FFFFFF; meta 3620:48492/48494 Mulish Regular 12/16 -4% #95A09F at gap 4; wordmark 3620:48495 58x24 at node opacity 0.24; rows `Frame 414` 3620:48512 gap 8 of 34 with a 32 avatar, gap 8, a 160-wide Mulish 14/18 name, gap 8, a 54-wide Mulish 22/26 right-aligned percent, gap 8 and a 34-tall r8 bar in #56C7F3 at 24% - all of which CandidateListCard and RankingRow produce at xl. STILL OPEN, both content rather than dimension: the 450-tall `Map` has no data model anywhere in the app, and `Frame 455`/456/457/458 lay TWO 564-wide candidate cards per row where the code draws one full-width lead over a gauge grid.	desktop=partial
Skai > Predict > Dashboard > Economy (1440 x 900px) [3624-51447]	blocked-on-backend	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	Read on THIS node: `Prediction markets` gap 40 over `Frame 403` (22 tall) and a 434-tall `Frame 465` at y=62 - no hero card, no gauge boxes. The tab-strip fix applies and lands (22-tall row, body 40 below, was 44 under pb-1). The body itself stays blocked on the standing reading - `Frame 465` is the earnings-calendar block with no backing table - which was NOT re-measured this pass; only the row height, the y offsets and the absence of a hero/gauge were.	desktop=unknown
Skai > Predict > Dashboard > Elections (375x812px) [10636-84554]	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	Read on THIS node: `Frame 403` 18 tall with the body `Frame 1225` at y=34, so 16 below, and no `bottom` or `Frame 408` in the frame at all. The tab-strip fix therefore is the one that applies here and it lands: the nav opened the body at 20 under pb-1 and now opens it at the frame's 16. Held at partial on the standing CONTENT reading, which was not re-measured this pass: the frame fills this tab with a candidate roster and portraits no table in this app can produce.	mobile=partial
Skai > Predict > Dashboard > Sports (375x812px) [10636-91677]	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	Read on THIS node: `Frame 403` 18 tall with `markets` at y=34 - the same 16 the base 375 cut draws - and no hero chart or gauge box in the frame. Tab-strip fix applies and lands (16, was 20). Held at partial on the standing CONTENT reading, not re-measured this pass: this frame's rows are identified by club crests (32 avatar + 8 + percent 40 + 8 + bar 231, no name), and with no crest pipeline RankingRow keeps its initial-in-a-disc and its 60px name.	mobile=partial
