play/blackjack-detail	partial	modules/skai-gaming/src/pages/play/BlackjackPageSections.tsx	/play/blackjack	9003:117337 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/chicken-detail	partial	modules/skai-gaming/src/pages/play/ChickenPageSections.tsx	/play/chicken	9363:1963 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/coinflip-detail	partial	modules/skai-gaming/src/pages/play/CoinflipPageSections.tsx	/play/coinflip	9003:130613 desktop 1440 RADIUS measured node-by-node against the frame; 12 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. FAQ row was already pinned at 16px and the licence card already correct at 12px (rounded-lg), so 12 sites moved here not 13. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/crash-detail	partial	modules/skai-gaming/src/pages/play/CrashPageSections.tsx	/play/crash	9003:94116 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. No segmented tab-pill in this page, so all 13 named sites were wrong (0 correct). Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/darts-detail	partial	modules/skai-gaming/src/pages/play/DartsPageSections.tsx	/play/darts	9392:1798 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/dice-detail	partial	modules/skai-gaming/src/pages/play/DicePageSections.tsx	/play/dice	9003:43516 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. No segmented tab-pill in this page, so all 13 named sites were wrong (0 correct). Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/hilo-detail	partial	modules/skai-gaming/src/pages/play/HiLoPageSections.tsx	/play/hilo	9061:10499 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/mines-detail	partial	modules/skai-gaming/src/pages/play/MinesPageSections.tsx	/play/mines	9163:4859 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/plinko-detail	partial	modules/skai-gaming/src/pages/play/PlinkoPageSections.tsx	/play/plinko	9003:79079 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
play/scratchers-detail	partial	modules/skai-gaming/src/pages/play/ScratchersPageSections.tsx	/play/scratchers	9003:142707 desktop 1440 RADIUS measured node-by-node against the frame; 13 named Tailwind classes were one step large and are now pixel literals. 2xl 24->16 (more-games tile 195x277, Game Details bento 1318, FAQ row 627x54); xl 16->12 (bets state panel 1318x197, assurance rows 627x80); lg 12->8 (range pill 140x34, table rows 1286x40, empty-state CTA 161x34); md 10->6 (accent bar 3x24, visually clamped either way). Segmented tab ends measured CORRECT at 24/4 and left as rounded-l-3xl/rounded-r. Type ramp, colour tokens, spacing and the 768/375 cuts were NOT measured, so this is not a full-frame parity verdict.
