# key	status
# Lane social-post, wave 36. Partition src/components/social/post/**. Every #
# is at column 0 - coverage.mjs tests startsWith("#") with no trimStart.
#
# FIGMA WAS LIVE THIS PASS, through the PLUGIN server. Every number in every
# row below is a fresh 2026-09-08 read of the node it names, at all three
# boards, and nothing is carried forward from a prior wave without saying so.
#
# THE ONE CORRECTION THAT MATTERS TO OTHER LANES. status.wave30.social-post
# :60 recorded the tab strip's selected-tab rule as "width tracks the selected
# label (70 under Comments 11474:205614, 47 under Holders 5115:197865)", and
# PostDetailTabs shipped `w-full` on that reading. The 47 is real and it is not
# the Holders tab: 5115:197865 sits in Frame 299/5115:197855, the TRADE PANEL's
# two-tab strip, whose selected label is the 43-wide "Market". Ten SRP strips
# were re-read to settle it. Vector 1 is a per-tab CONSTANT, centred on its
# label and wider than it: Comments 70 against a 68 label, Holders 56 against
# 47, Activity 56 against 45, Details 50 against 42 - identical row-relative
# geometry at 375, 768 and 1440. So `w-full` was 9px short under Holders and 11
# under Activity, on every board. Fixed at 2d5fe4581.
#
# WHY NOTHING IS PROMOTED TO done. The blocker recorded by wave 34 and 35 has
# not moved: nothing mounts this partition. Re-grepped over src/ 2026-09-08 -
# the only importers of TokenPostDetail, PostDetailTabs and every panel here are
# the partition's own barrel post/index.ts and its own tests, and App.tsx
# declares no /post/... path. A parity suite cannot see that, because it renders
# the component itself. What is left is a route and a container, which live
# outside this partition. partial, not done, is the honest verdict for a panel
# that matches its frame at three boards on a page no user can reach.
#
# col6 says missing on the desktop/tablet/mobile cells for the same reason: the
# BOARD renders nothing today. The measurement is in col5.
SRP - bottom - Holders [5115-198181]	partial	src/components/social/post/PostHoldersPanel.tsx	-	1440 BOARD, 506x684. HOLDERS PANEL MEASURED AT ALL THREE BOARDS AND IT MATCHES, so this moves off not-started. Frame 270 padding 16 / 16 / 12 (5115:198195, 11474:204478, 11474:207027). List Frame 355 474x600, 676x600, 319x600 (5115:198207, 11474:204479, 11474:207028), VERTICAL gap 8, eleven 40-tall rows on ten zero-height 1px #123F3C line vectors - so the run between two rows is 8 + 0 + 8 = 16 and the code spends 7.5 either side of a 1px element, and 11x40 + 10x16 = 600 is the box at every board. Row content pads 4/16 at 1440 and 768 and 4/4 at 375. Rank Mulish 12/14 at 375 and 768, 12/16 at 1440, in a 24 column; avatar 32; handle Manrope 12/14 at 375 and 12/16 above; share 14/16 -> 16/20 -> 22/26 #17F9B4 on rank 1 (5116:199144, 11474:204487, 11474:207036) and 12/14 -> 14/16 -> 14/18 #FFFFFF below it (5116:199146, 11474:204495, 11474:207044). The Top whale label steps 10 / 12 / 11 - DOWN at the desktop board - measured on I11474:207035;786:162, I11474:204486;786:178 and I5116:199166;786:171, and its inner gap is 2 at 375 and 4 above. TWO DEFECTS FIXED at 2d5fe4581. (1) PostHoldersPanel existed, finished, and was NOT exported from post/index.ts, so TokenPostDetail had no reachable holders panel and the tab rendered disabled beside it - the built-but-unreachable class, one import line from working. (2) The row/rule pair was returned from .map inside a bare fragment with keys on its children; the fragment is the array element React keys, so every row below an insert re-mounted. NEW ORACLE postHoldersPanel.figma.test.tsx, 20 cases resolving each ramp per viewport rather than asserting a class, proved red by breaking the tag ramp, the rule colour and the list gap from a pristine copy. THE RULE IS #123F3C HERE and #FFFFFF at 0.14 on the Details tab, which shares this shell node for node - the test names the wrong colour so a copy between the two panels fails. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
Social > SRP - bottom - Holders (708) [11474-204464]	partial	src/components/social/post/PostHoldersPanel.tsx	-	768 BOARD, 708x684. HOLDERS PANEL MEASURED AT ALL THREE BOARDS AND IT MATCHES, so this moves off not-started. Frame 270 padding 16 / 16 / 12 (5115:198195, 11474:204478, 11474:207027). List Frame 355 474x600, 676x600, 319x600 (5115:198207, 11474:204479, 11474:207028), VERTICAL gap 8, eleven 40-tall rows on ten zero-height 1px #123F3C line vectors - so the run between two rows is 8 + 0 + 8 = 16 and the code spends 7.5 either side of a 1px element, and 11x40 + 10x16 = 600 is the box at every board. Row content pads 4/16 at 1440 and 768 and 4/4 at 375. Rank Mulish 12/14 at 375 and 768, 12/16 at 1440, in a 24 column; avatar 32; handle Manrope 12/14 at 375 and 12/16 above; share 14/16 -> 16/20 -> 22/26 #17F9B4 on rank 1 (5116:199144, 11474:204487, 11474:207036) and 12/14 -> 14/16 -> 14/18 #FFFFFF below it (5116:199146, 11474:204495, 11474:207044). The Top whale label steps 10 / 12 / 11 - DOWN at the desktop board - measured on I11474:207035;786:162, I11474:204486;786:178 and I5116:199166;786:171, and its inner gap is 2 at 375 and 4 above. TWO DEFECTS FIXED at 2d5fe4581. (1) PostHoldersPanel existed, finished, and was NOT exported from post/index.ts, so TokenPostDetail had no reachable holders panel and the tab rendered disabled beside it - the built-but-unreachable class, one import line from working. (2) The row/rule pair was returned from .map inside a bare fragment with keys on its children; the fragment is the array element React keys, so every row below an insert re-mounted. NEW ORACLE postHoldersPanel.figma.test.tsx, 20 cases resolving each ramp per viewport rather than asserting a class, proved red by breaking the tag ramp, the rule colour and the list gap from a pristine copy. THE RULE IS #123F3C HERE and #FFFFFF at 0.14 on the Details tab, which shares this shell node for node - the test names the wrong colour so a copy between the two panels fails. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
Social > SRP - bottom - Holders (343) [11474-207013]	partial	src/components/social/post/PostHoldersPanel.tsx	-	375 BOARD, 343x676. Note the registry groups this node under the tablet block; it measures 343 wide, so it is the phone member and the geometry decides, not the grouping. HOLDERS PANEL MEASURED AT ALL THREE BOARDS AND IT MATCHES, so this moves off not-started. Frame 270 padding 16 / 16 / 12 (5115:198195, 11474:204478, 11474:207027). List Frame 355 474x600, 676x600, 319x600 (5115:198207, 11474:204479, 11474:207028), VERTICAL gap 8, eleven 40-tall rows on ten zero-height 1px #123F3C line vectors - so the run between two rows is 8 + 0 + 8 = 16 and the code spends 7.5 either side of a 1px element, and 11x40 + 10x16 = 600 is the box at every board. Row content pads 4/16 at 1440 and 768 and 4/4 at 375. Rank Mulish 12/14 at 375 and 768, 12/16 at 1440, in a 24 column; avatar 32; handle Manrope 12/14 at 375 and 12/16 above; share 14/16 -> 16/20 -> 22/26 #17F9B4 on rank 1 (5116:199144, 11474:204487, 11474:207036) and 12/14 -> 14/16 -> 14/18 #FFFFFF below it (5116:199146, 11474:204495, 11474:207044). The Top whale label steps 10 / 12 / 11 - DOWN at the desktop board - measured on I11474:207035;786:162, I11474:204486;786:178 and I5116:199166;786:171, and its inner gap is 2 at 375 and 4 above. TWO DEFECTS FIXED at 2d5fe4581. (1) PostHoldersPanel existed, finished, and was NOT exported from post/index.ts, so TokenPostDetail had no reachable holders panel and the tab rendered disabled beside it - the built-but-unreachable class, one import line from working. (2) The row/rule pair was returned from .map inside a bare fragment with keys on its children; the fragment is the array element React keys, so every row below an insert re-mounted. NEW ORACLE postHoldersPanel.figma.test.tsx, 20 cases resolving each ramp per viewport rather than asserting a class, proved red by breaking the tag ramp, the rule colour and the list gap from a pristine copy. THE RULE IS #123F3C HERE and #FFFFFF at 0.14 on the Details tab, which shares this shell node for node - the test names the wrong colour so a copy between the two panels fails. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
SRP - bottom - Details [5116-199550]	partial	src/components/social/post/PostDetailsPanel.tsx	-	1440 BOARD, 506x348. DETAILS PANEL RE-MEASURED FRESH AT ALL THREE BOARDS AND IT MATCHES, delta zero, so this moves off not-started. Frame 270 padding 16 / 16 / 12 (5116:199564, 11474:204701, 11474:207250). Stack Frame 277 474x264, 676x250, 319x238 (5116:199691, 11474:204702, 11474:207251), gap 8, eight rows on seven rules. The box is the SUM and it is a different sum per board: 18+26+6x18 + 7x16 = 264 at 1440, 18+24+6x16 + 7x16 = 250 at 768 and 18+24+6x14 + 7x16 = 238 at 375, because the Chain row is 18 everywhere (the 18px chain circle outgrows the type) and the Contract row is the pill. Label Manrope at NODE opacity 0.64 - not a paint alpha - 12/14 -> 12/16 -> 14/18; value Mulish 12/14 -> 14/16 -> 14/18 at full white. Rule #FFFFFF stroked 1px at 0.14 (5116:199698, 11474:204708, 11474:207257), which is NOT the Holders tab. Contract pill 121x26 / 121x24 / 110x24, radius 8, fill #001615 at 0.80, pad 4/12 gap 8, address ink #56C7F3. THE GLYPH WAS MEASURED, NOT INFERRED: icons/action reports a #FFFFFF fill at the instance and that paint is visible:false - the icon VECTOR inside it is #56C7F3 at all three boards, so the shipped text-sky-blue on the copy glyph is right and the instance fill is a decoy. Existing oracle postDetailsPanel.figma.test.tsx, 23 cases, all green against this read. THE TAB STRIP ABOVE IT changed: the Details rule is 50 wide centred on a 42 label (5116:199563, 11474:204700, 11474:207249), where the code drew the label width flush left. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
Social > SRP - bottom - Details (708) [11474-204687]	partial	src/components/social/post/PostDetailsPanel.tsx	-	768 BOARD, 708x334. DETAILS PANEL RE-MEASURED FRESH AT ALL THREE BOARDS AND IT MATCHES, delta zero, so this moves off not-started. Frame 270 padding 16 / 16 / 12 (5116:199564, 11474:204701, 11474:207250). Stack Frame 277 474x264, 676x250, 319x238 (5116:199691, 11474:204702, 11474:207251), gap 8, eight rows on seven rules. The box is the SUM and it is a different sum per board: 18+26+6x18 + 7x16 = 264 at 1440, 18+24+6x16 + 7x16 = 250 at 768 and 18+24+6x14 + 7x16 = 238 at 375, because the Chain row is 18 everywhere (the 18px chain circle outgrows the type) and the Contract row is the pill. Label Manrope at NODE opacity 0.64 - not a paint alpha - 12/14 -> 12/16 -> 14/18; value Mulish 12/14 -> 14/16 -> 14/18 at full white. Rule #FFFFFF stroked 1px at 0.14 (5116:199698, 11474:204708, 11474:207257), which is NOT the Holders tab. Contract pill 121x26 / 121x24 / 110x24, radius 8, fill #001615 at 0.80, pad 4/12 gap 8, address ink #56C7F3. THE GLYPH WAS MEASURED, NOT INFERRED: icons/action reports a #FFFFFF fill at the instance and that paint is visible:false - the icon VECTOR inside it is #56C7F3 at all three boards, so the shipped text-sky-blue on the copy glyph is right and the instance fill is a decoy. Existing oracle postDetailsPanel.figma.test.tsx, 23 cases, all green against this read. THE TAB STRIP ABOVE IT changed: the Details rule is 50 wide centred on a 42 label (5116:199563, 11474:204700, 11474:207249), where the code drew the label width flush left. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
Social > SRP - bottom - Details (343) [11474-207236]	partial	src/components/social/post/PostDetailsPanel.tsx	-	375 BOARD, 343x314. status.wave10.social-blocked.tsv:45 closed with "not read at node depth by this lane, so no 343 numbers are claimed" - that gap is now closed, the phone board is read child by child and it agrees. DETAILS PANEL RE-MEASURED FRESH AT ALL THREE BOARDS AND IT MATCHES, delta zero, so this moves off not-started. Frame 270 padding 16 / 16 / 12 (5116:199564, 11474:204701, 11474:207250). Stack Frame 277 474x264, 676x250, 319x238 (5116:199691, 11474:204702, 11474:207251), gap 8, eight rows on seven rules. The box is the SUM and it is a different sum per board: 18+26+6x18 + 7x16 = 264 at 1440, 18+24+6x16 + 7x16 = 250 at 768 and 18+24+6x14 + 7x16 = 238 at 375, because the Chain row is 18 everywhere (the 18px chain circle outgrows the type) and the Contract row is the pill. Label Manrope at NODE opacity 0.64 - not a paint alpha - 12/14 -> 12/16 -> 14/18; value Mulish 12/14 -> 14/16 -> 14/18 at full white. Rule #FFFFFF stroked 1px at 0.14 (5116:199698, 11474:204708, 11474:207257), which is NOT the Holders tab. Contract pill 121x26 / 121x24 / 110x24, radius 8, fill #001615 at 0.80, pad 4/12 gap 8, address ink #56C7F3. THE GLYPH WAS MEASURED, NOT INFERRED: icons/action reports a #FFFFFF fill at the instance and that paint is visible:false - the icon VECTOR inside it is #56C7F3 at all three boards, so the shipped text-sky-blue on the copy glyph is right and the instance fill is a decoy. Existing oracle postDetailsPanel.figma.test.tsx, 23 cases, all green against this read. THE TAB STRIP ABOVE IT changed: the Details rule is 50 wide centred on a 42 label (5116:199563, 11474:204700, 11474:207249), where the code drew the label width flush left. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
SRP - bottom - Activity [5116-198982]	partial	src/components/social/post/PostActivityPanel.tsx	-	1440 BOARD, 506x620. ACTIVITY TAPE BUILT THIS WAVE against a fresh read of all three boards - PostActivityPanel.tsx and postActivityPanel.figma.test.tsx at 2a6fe6643, 19 cases, proved red by breaking the row height, the radius, the list gap and the hidden time column from a pristine copy. Frame 270 padding 16 / 16 / 12 (5116:198996, 11474:204584, 11474:207133). List Frame 465 474x536, 676x536, 319x520 (5116:199171, 11474:204585, 11474:207134), gap 8, ELEVEN ROWS AND NO RULES - the Holders list's line vectors have no counterpart here, so 8 stays 8 rather than borrowing that list's 7.5. TWO SUMS, NOT ONE: 11x40 + 10x8 = 520 at 375 where every row is 40, and 56 + 10x40 + 10x8 = 536 at 768 and 1440 where the NEWEST row is 56 on a 16 inset (11474:204586, 5116:199172) against 40 on 8/16 for its siblings (11474:204595, 5116:199182). A uniform row height satisfies every per-rung assertion and can only fail the total, so both totals are asserted. THE PHONE BOARD DROPS A COLUMN: 11474:207144 has three children where the wider boards have four - the "3h ago" cell is not drawn at 375 at all. THE NEWEST ROW'S RADIUS DISAGREES WITH ITS OWN SIBLINGS AT 375: 11474:207135 is r12 while every row under it is r16; at 768 and 1440 all eleven read 16. Cluster Frame 467 155 wide gap 8, avatar 24 (NOT the Holders 32), address Manrope 12/14 -> 12/16 -> 14/18 in #95A09F, Tag pill r4 pad 2/6 fill #17F9B4 at 0.24 with a Mulish 10/14 -> 10/14 -> 11/14 label. Cells: time 90 centred, amount 120 centred, price 60 at 375 and 94 above, right-aligned, all Mulish 12/14 -> 14/16 -> 14/18 white. FRAME DEFECT RECORDED, NOT REPRODUCED: the fixed columns do not fit the row at 375 or 1440 - 155 + 90 + 120 + 94 on two 14 gaps needs 501 inside 442 at 1440 and 363 inside 303 at 375 - and Figma resolves the negative slack by OVERLAPPING, measured on 5116:199182 where the cluster ends at 171 and the time cell starts at 165.33. Only 768 has real slack and there the four land exactly where SPACE_BETWEEN puts them. The build keeps every measured box on the numbers and lets the address and amount take the shortfall. NO SELL ROW EXISTS: all 88 Tag pills on the Social page read "Buy" (surveyed 2026-09-08) and every "Sell" string on the page belongs to the trade panel CTA, so the mint is measured and the sell ink is the repo's own #FF574A, said so in the file rather than passed off as a reading. SOURCE, UNCHANGED AND STILL THE REASON THIS SHIPS PROP-DRIVEN: social_token_transactions has one SELECT policy, rls_user_select, authenticated only, USING (user_id = auth.uid()), so a tab fed from it shows the VIEWER'S OWN trades under a heading that reads as the token's public tape. The panel takes rows as props like every sibling here and a caller with no public aggregate passes unavailable with that reason. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
Social > SRP - bottom - Activity (708) [11474-204570]	partial	src/components/social/post/PostActivityPanel.tsx	-	768 BOARD, 708x620. ACTIVITY TAPE BUILT THIS WAVE against a fresh read of all three boards - PostActivityPanel.tsx and postActivityPanel.figma.test.tsx at 2a6fe6643, 19 cases, proved red by breaking the row height, the radius, the list gap and the hidden time column from a pristine copy. Frame 270 padding 16 / 16 / 12 (5116:198996, 11474:204584, 11474:207133). List Frame 465 474x536, 676x536, 319x520 (5116:199171, 11474:204585, 11474:207134), gap 8, ELEVEN ROWS AND NO RULES - the Holders list's line vectors have no counterpart here, so 8 stays 8 rather than borrowing that list's 7.5. TWO SUMS, NOT ONE: 11x40 + 10x8 = 520 at 375 where every row is 40, and 56 + 10x40 + 10x8 = 536 at 768 and 1440 where the NEWEST row is 56 on a 16 inset (11474:204586, 5116:199172) against 40 on 8/16 for its siblings (11474:204595, 5116:199182). A uniform row height satisfies every per-rung assertion and can only fail the total, so both totals are asserted. THE PHONE BOARD DROPS A COLUMN: 11474:207144 has three children where the wider boards have four - the "3h ago" cell is not drawn at 375 at all. THE NEWEST ROW'S RADIUS DISAGREES WITH ITS OWN SIBLINGS AT 375: 11474:207135 is r12 while every row under it is r16; at 768 and 1440 all eleven read 16. Cluster Frame 467 155 wide gap 8, avatar 24 (NOT the Holders 32), address Manrope 12/14 -> 12/16 -> 14/18 in #95A09F, Tag pill r4 pad 2/6 fill #17F9B4 at 0.24 with a Mulish 10/14 -> 10/14 -> 11/14 label. Cells: time 90 centred, amount 120 centred, price 60 at 375 and 94 above, right-aligned, all Mulish 12/14 -> 14/16 -> 14/18 white. FRAME DEFECT RECORDED, NOT REPRODUCED: the fixed columns do not fit the row at 375 or 1440 - 155 + 90 + 120 + 94 on two 14 gaps needs 501 inside 442 at 1440 and 363 inside 303 at 375 - and Figma resolves the negative slack by OVERLAPPING, measured on 5116:199182 where the cluster ends at 171 and the time cell starts at 165.33. Only 768 has real slack and there the four land exactly where SPACE_BETWEEN puts them. The build keeps every measured box on the numbers and lets the address and amount take the shortfall. NO SELL ROW EXISTS: all 88 Tag pills on the Social page read "Buy" (surveyed 2026-09-08) and every "Sell" string on the page belongs to the trade panel CTA, so the mint is measured and the sell ink is the repo's own #FF574A, said so in the file rather than passed off as a reading. SOURCE, UNCHANGED AND STILL THE REASON THIS SHIPS PROP-DRIVEN: social_token_transactions has one SELECT policy, rls_user_select, authenticated only, USING (user_id = auth.uid()), so a tab fed from it shows the VIEWER'S OWN trades under a heading that reads as the token's public tape. The panel takes rows as props like every sibling here and a caller with no public aggregate passes unavailable with that reason. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
Social > SRP - bottom - Activity (343) [11474-207119]	partial	src/components/social/post/PostActivityPanel.tsx	-	375 BOARD, 343x596. ACTIVITY TAPE BUILT THIS WAVE against a fresh read of all three boards - PostActivityPanel.tsx and postActivityPanel.figma.test.tsx at 2a6fe6643, 19 cases, proved red by breaking the row height, the radius, the list gap and the hidden time column from a pristine copy. Frame 270 padding 16 / 16 / 12 (5116:198996, 11474:204584, 11474:207133). List Frame 465 474x536, 676x536, 319x520 (5116:199171, 11474:204585, 11474:207134), gap 8, ELEVEN ROWS AND NO RULES - the Holders list's line vectors have no counterpart here, so 8 stays 8 rather than borrowing that list's 7.5. TWO SUMS, NOT ONE: 11x40 + 10x8 = 520 at 375 where every row is 40, and 56 + 10x40 + 10x8 = 536 at 768 and 1440 where the NEWEST row is 56 on a 16 inset (11474:204586, 5116:199172) against 40 on 8/16 for its siblings (11474:204595, 5116:199182). A uniform row height satisfies every per-rung assertion and can only fail the total, so both totals are asserted. THE PHONE BOARD DROPS A COLUMN: 11474:207144 has three children where the wider boards have four - the "3h ago" cell is not drawn at 375 at all. THE NEWEST ROW'S RADIUS DISAGREES WITH ITS OWN SIBLINGS AT 375: 11474:207135 is r12 while every row under it is r16; at 768 and 1440 all eleven read 16. Cluster Frame 467 155 wide gap 8, avatar 24 (NOT the Holders 32), address Manrope 12/14 -> 12/16 -> 14/18 in #95A09F, Tag pill r4 pad 2/6 fill #17F9B4 at 0.24 with a Mulish 10/14 -> 10/14 -> 11/14 label. Cells: time 90 centred, amount 120 centred, price 60 at 375 and 94 above, right-aligned, all Mulish 12/14 -> 14/16 -> 14/18 white. FRAME DEFECT RECORDED, NOT REPRODUCED: the fixed columns do not fit the row at 375 or 1440 - 155 + 90 + 120 + 94 on two 14 gaps needs 501 inside 442 at 1440 and 363 inside 303 at 375 - and Figma resolves the negative slack by OVERLAPPING, measured on 5116:199182 where the cluster ends at 171 and the time cell starts at 165.33. Only 768 has real slack and there the four land exactly where SPACE_BETWEEN puts them. The build keeps every measured box on the numbers and lets the address and amount take the shortfall. NO SELL ROW EXISTS: all 88 Tag pills on the Social page read "Buy" (surveyed 2026-09-08) and every "Sell" string on the page belongs to the trade panel CTA, so the mint is measured and the sell ink is the repo's own #FF574A, said so in the file rather than passed off as a reading. SOURCE, UNCHANGED AND STILL THE REASON THIS SHIPS PROP-DRIVEN: social_token_transactions has one SELECT policy, rls_user_select, authenticated only, USING (user_id = auth.uid()), so a tab fed from it shows the VIEWER'S OWN trades under a heading that reads as the token's public tape. The panel takes rows as props like every sibling here and a caller with no public aggregate passes unavailable with that reason. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
SRP - bottom - Comments - holder [9636-211487]	partial	src/components/social/post/PostDetailTabs.tsx	-	1440 BOARD, 506x570, and the only SRP frame drawn with Comments selected. Its rule measures 70 on a 68 label, which is the tab that made the label-width reading look right. TAB STRIP RE-MEASURED ON TEN SRP STRIPS AND ONE CLAUSE OF THE RECORD WAS WRONG ABOUT WHICH ELEMENT. Frame 299 is 52 tall on a 16 inset at 1440 and 768 and 12 at 375, filled #122524 on a #123F3C hairline; the four labels sit at row-relative 0 / 92 / 163 / 232 with widths 68 / 47 / 45 / 42 on a uniform 24 gap; the selected label differs by COLOUR only, #FFFFFF against #95A09F, at Manrope Regular 14/16 at 375 and 14/18 above. All of that held. WHAT DID NOT: Vector 1 is not the label's width. It is a per-tab constant CENTRED on the label - Comments 70 at row-relative -1 (11474:205614 / 11474:202277 / 5115:197944), Holders 56 at 88 (11474:207026 / 11474:204477 / 5115:198194), Activity 56 at 158, Details 50 at 228 (11474:207249 / 11474:204700 / 5116:199563) - identical row-relative geometry at all three boards, sitting on the strip's bottom edge at y=52, stroked #FFFFFF at 3px. The 47 the earlier note attributed to Holders belongs to 5115:197865 in Frame 299/5115:197855, the trade panel's two-tab strip, whose selected label is the 43-wide "Market". So the shipped w-full drew a rule 9px short under Holders and 11 under Activity. Fixed at 2d5fe4581 with the four widths as literal classes and left-1/2 -translate-x-1/2; the case in TokenPostDetail.figma.test.tsx that asserted w-full - and cited the wrong node for it - was replaced by three that walk all four tabs, proved red against the old markup. UNCHANGED: the Market pill at the strip's right end (11474:205613) carries opacity 0 and is still not built. STILL UNMOUNTED, which is why this is partial and not done: re-grepped over src/ 2026-09-08, the only importers of this partition are its own barrel and its own tests, and App.tsx declares no /post route.	desktop=missing tablet=missing mobile=missing
