# key	status	primaryFile	route	reason	bp
# Lane trade1-pages. Owns src/pages/Trading.tsx and src/pages/trade/**.
# ★★★ THE TRADE-2 SWAP/LIMIT/BRIDGE CARD IS A WALLET SURFACE, NOT A TRADE-PAGE ONE. Twenty-seven rows in this slice point at src/pages/trade/Bridge.tsx or src/pages/trade/PerpTrading.tsx because the card's original host was deleted and those two were the nearest routed survivors. The frames all draw one shape: a 506-wide centred card, header row 474x30 carrying a Swap | Limit | Bridge tab triple, body gap 48, padding 16 all round, radius 24, fill #122524, and a 474x64 call to action at radius 16 on #001615. The live successor is the wallet swap surface - a routed page plus a five-component swap folder and a bridge-settings pair, all under modules/skai-wallet, which is another lane's tree. /bridge draws a different information architecture (a four-step deposit stepper in a 896-cap column with a 320-wide side rail from 1024 up) and /trade/perps draws a three-column perp terminal with no tabbed card anywhere.
# ★★ LAW 2 SWEEP OF THIS PARTITION - NEGATIVE, AND THAT IS THE RESULT. Every class list in all 18 files was split into tokens, each token mapped to the property it paints, and the winner resolved at 375 / 639 / 641 / 767 / 769 / 1440. 102 class lists set two or more tokens of one family. NONE is non-monotonic: the width-inversion shape that made 31 dialogs draw wider on a phone than on a laptop does not occur here. Two real defects of the neighbouring shape did: both order-book class lists on /trading set font-size TWICE with no variant on either setter, so the class order did not pick the winner and Tailwind's emission order did - it sorts arbitrary values ascending, so 13px and 12px painted where the list read 11px and 10px. Both now carry one value per band on a md: hinge. A ladder oracle over the whole partition guards both shapes.
# ★ SCOPE NOT MEASURED, SAID PLAINLY. The 12 Trench rows in this slice name a 16-line wrapper with no geometry of its own, and the 3 Launch>new token rows name the branch a feature flag turns off by default. Neither was re-measured here; both draw from component trees this lane does not own.
Skai > Trade > Spot > Sidebar 1VH (375 x 812px) [13006-294295]	furniture	src/pages/trade/Spot.tsx	/spot	MEASURED AND RECLASSIFIED AS FURNITURE. What separates this frame from the plain Spot phone board is not Spot content - it is the global navigation drawer laid over it, and that drawer is app shell, not a trade page. Measured at equal depth against its tablet twin: drawer 296x812, inner rail 280 wide inset 8 from the left and 9 from the top; search field 280x40; the counter triple below it is three 88-wide cells on a 96 pitch; every menu row is 42 tall on a 44 pitch with a 36x36 icon button inset 3/3 and its label starting at 43; the lower block is 280x192 with a 276-wide divider 140 down it. Row height, row pitch, icon size and label offset are all identical to the tablet cut, so the drawer's only board-to-board move is its own width and the label leading. Nothing in this list is drawn by the Spot page, so a parity verdict keyed to that file cannot move.	mobile=furniture
Skai > Trade > Spot > Sidebar 1VH (768 x 1024px) [13006-255386]	furniture	src/pages/trade/Spot.tsx	/spot	MEASURED AND RECLASSIFIED AS FURNITURE, tablet cut of the same drawer. Drawer 318x1024, inner rail 302 wide inset 8/9; search 302x40 sitting 56 down where the phone cut puts it at 52; counter triple three 95.33-wide cells on a 103.33 pitch; menu rows again 42 tall on a 44 pitch, icon button 36x36 at 3/3, label at 43; lower block 302x192, divider 276 wide inset 13. Against the phone cut the rail ramps 280 to 302 and the label box grows 16 to 18 tall, while row height, pitch, icon and label offset hold. Same conclusion: the differentiating content is global chrome, so this frame cannot grade the Spot page.	tablet=furniture
Swap / Limit / Bridge card [13006-248255]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	desktop=unknown
Swap / Limit / Bridge card [13006-249562]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	desktop=unknown
Swap / Limit / Bridge card [13006-249767]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	desktop=unknown
Swap / Limit / Bridge card [13006-254133]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	mobile=unknown
Swap / Limit / Bridge card [13006-254245]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	mobile=unknown
Swap / Limit / Bridge card [13006-255089]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	mobile=unknown
Swap / Limit / Bridge card [13006-256889]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	tablet=unknown
Swap / Limit / Bridge card [13006-257029]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	tablet=unknown
Swap / Limit / Bridge card [13006-258057]	unknown	src/pages/trade/PerpTrading.tsx	/trade/perps	POINTER CORRECTED, VERDICT DEMOTED partial -> unknown. This row reached /trade/perps by elimination, not by measurement: the card's original host was deleted and the perp terminal was described as the only surviving margin surface. The frame draws the 506-wide Swap | Limit | Bridge card described in this file's header - 474x30 tab header, body gap 48, padding 16, radius 24 on #122524, 474x64 call to action at radius 16 on #001615. The perp page draws a three-column terminal: chart column leading, order book between chart and ticket, a 240-wide left rail stepping to 265 at 1280 and 290 at 1536, a ticket column full width below 1024 and 300 / 330 / 360 above it, and a body box of viewport height less 120 below the tablet board and less 104 above it. There is no tabbed card at any width. Zero elements in common, so partial was asserting an overlap that does not exist. The surviving successor for this card is the wallet swap surface, whose routed page, five-component swap folder and bridge-settings pair were all confirmed present on disk - another lane's tree. unknown rather than not-started because the frame IS built, just not here. DEPTH: frame geometry plus the implementation's own resolved widths; no type or colour was read at this pointer, because the pointer is wrong.	tablet=unknown
