# key	status	primaryFile	route	reason	bp
Frame 1358 [13006-169068]	done	src/components/trench-redesign/discover/TokenRow.tsx	/trench	MEASURED BOTH SIDES 2026-09-06 through the Plugin API, file mhF3BkzlTaGiLzJ7kvpmVc page 13006:134300. Two deltas closed on this frame and its five siblings. (1) THE BUY CTA. Every one of the 42 `CTA/button` instances in the six table frames reports `Has label` / `Has left icon` / `Has right icon` false, padding 12/24/12/24, cornerRadius 8, fill #17F9B4, label #001615 — so the text is the tallest child and the box closes on 12 + leading + 12. This frame instances Size=Small at 72x40 with a Manrope Regular 14/16 label; :169857 and :172747 do the same, and :170646 / :171435 / :172224 instance Size=Medium at 72x42 on 14/18. FIGMA 40 (Small) / 42 (Medium); SHIPPED BEFORE 46 / 50 / 64, because `skaiSize` pins a height (h-[46px] / h-[50px] / h-16) that the row never overrode, on py-3.5 = 14; SHIPPED NOW h-auto py-3 with the leading spelled per step, so the ramp resolves 40 / 42 / 46 — delta 0 at Small and at Medium. ★ The masters 9832:44959 / :44955 / :44947 measure 46 / 50 / 64 and reading a height off them imports an 18-tall `labels/tag` and a 24-tall `logos/others` the row switches off; that is exactly how the pinned 50 came to sit 8 over a frame whose own padding says 42. Large's 46 is derived from the set's Size=Large type (Manrope 16/22) under the same inset — see the Trending row, which is the one frame that draws Large and contradicts it. (2) THE IDENTITY BLOCK. A census of `Frame 500` over all 42 cards: VERTICAL itemSpacing 4, line 1 `Frame 499` HORIZONTAL itemSpacing 4 holding EXACTLY two text nodes 42/42 — #FFFFFF then #95A09F, Manrope Regular 12 — and line 2 `Frame 546` leading with the pair's age in Mulish Regular 10/14 #17F9B4, 42/42. The strings settle which node is which without leaning on the colour: Trad / Traditional, Coke / Coca Cola, Cope / Coping mechanism, APE / Apeiron, so the SYMBOL leads and the NAME follows in grey. SHIPPED BEFORE the name alone on line 1 and the symbol on line 2 beside the age, both #95A09F on the identity's Manrope ramp; SHIPPED NOW symbol + name on line 1 at gap-1, age alone below in text-[10px] leading-[14px] text-[#17F9B4] on skai-number-2 font-normal. RESIDUAL, measured and NOT closed: `Frame 546` sets three 12px stat glyphs after the age on an itemSpacing of 6, plus a `Frame 552` group, and the row draws none of them. NOT MEASURED on this frame: the chart column `chart` 13006:169123 and the metric group `Frame 586` :169126 interiors. Oracle TokenTable.figma.test.tsx, nine new tests resolving every value post-tailwind-merge off the rendered button and the rendered identity block, through the shipping Tailwind config. Proved red by restoring the pre-fix code: the pinned height reddened three (h-auto missing; py 14 not 12; ramp [40,44,56] not [40,42,46]) and the old composition reddened four (no name node on line 1, twice; no green age line; the symbol still on line 2). Whole discover tree green: 42 files / 511 tests, exit 0, 2026-09-06 14:18. Commits fe3d76690, bfbfb747b.	desktop=done mobile=n-a tablet=n-a @2026-09-06
Frame 1360 [13006-169857]	done	src/components/trench-redesign/discover/TokenRow.tsx	/trench	Second of the three Size=Small table frames, 1061x664, and it reproduces every number the fix was derived from independently: seven `CTA/button` instances at 72x40, padding 12/24/12/24, radius 8, fill #17F9B4, label Manrope Regular 14/16 #001615 at letterSpacing -4%, all three content slots off. FIGMA 40; SHIPPED BEFORE 50 (h-[50px] from skaiSize=medium at the `normal` default, on a 14px inset); SHIPPED NOW 42 at `normal` and 40 at `small`, both closing on the frame's own 12 + leading + 12 — delta 0 against the step this frame draws. Its seven identity blocks are in the 42-card census above: two text nodes on line 1 at gap 4, white symbol then #95A09F name, Manrope Regular 12/14, and a Mulish Regular 10/14 #17F9B4 age below. Same residual as :169068 — the three 12px stat glyphs after the age are not built. Oracle and mutation proof shared with :169068 (TokenTable.figma.test.tsx). Commits fe3d76690, bfbfb747b.	desktop=done mobile=n-a tablet=n-a @2026-09-06
Frame 1359 [13006-172747]	done	src/components/trench-redesign/discover/TokenRow.tsx	/trench	Third Size=Small table frame, 1061x664. Seven CTAs at 72x40 on padding 12/24, radius 8, #17F9B4, Manrope Regular 14/16 in #001615 — identical to :169068 and :169857 to the pixel, which is what makes the 40 a rule and not one frame's rounding. FIGMA 40; SHIPPED BEFORE 50; SHIPPED NOW 40 at the `small` step / 42 at `normal`, hugging a 12px inset. Identity block as censused: symbol white, name #95A09F, gap 4, age Mulish 10/14 #17F9B4. Residual: the stat glyph row after the age is unbuilt. Oracle and mutation proof shared with :169068. Commits fe3d76690, bfbfb747b.	desktop=done mobile=n-a tablet=n-a @2026-09-06
Frame 1367 [13006-170646]	done	src/components/trench-redesign/discover/TokenRow.tsx	/trench	First of the three 1053-wide table frames, and the ones that identify the ramp: their seven CTAs instance Size=**Medium** at 72x**42** on the same padding 12/24/12/24 and radius 8, with a Manrope Regular 14/**18** label. The 40 and the 42 are not two answers to one question — both close on 12 + the label's line box + 12, and only the type step moves them apart, which is why the fix sets the inset and lets the leading carry the ramp. FIGMA 42; SHIPPED BEFORE 50 at the `normal` default; SHIPPED NOW 42 — delta 0. The card content is identical to :169068 glyph for glyph (Goy/nunu, APE/Apeiron, Chad, Trad/Traditional, Bobo Minua, Coca Cola, Coping mechanism), so the six frames are one table drawn at two densities rather than six designs. RESIDUAL, measured and deliberately NOT followed: this frame's identity pair carries a **16px** leading where the 1061-wide frames carry 14, at an identical 12px size on all 42 nodes. Nothing in either frame says which of the two the "Text size" pref's baseline is, so the shipped 14 stands and the 2px is recorded rather than picked. Same unbuilt stat-glyph row as its siblings. Oracle and mutation proof shared with :169068. Commits fe3d76690, bfbfb747b.	desktop=done mobile=n-a tablet=n-a @2026-09-06
Frame 1371 [13006-171435]	done	src/components/trench-redesign/discover/TokenRow.tsx	/trench	Second 1053-wide frame, 1053x666, seven Size=Medium CTAs at 72x42, padding 12/24, radius 8, Manrope Regular 14/18 in #001615 on #17F9B4. FIGMA 42; SHIPPED BEFORE 50; SHIPPED NOW 42 at the `normal` default — delta 0. Identity pair Manrope 12/16, white symbol then #95A09F name on a 4px gap, age Mulish Regular 10/14 #17F9B4. Same two residuals as :170646: the 2px identity leading step is recorded not shipped, and the stat glyphs after the age are unbuilt. Oracle and mutation proof shared with :169068. Commits fe3d76690, bfbfb747b.	desktop=done mobile=n-a tablet=n-a @2026-09-06
Frame 1368 [13006-172224]	done	src/components/trench-redesign/discover/TokenRow.tsx	/trench	Third 1053-wide frame, 1053x666, seven Size=Medium CTAs at 72x42 on padding 12/24/12/24 and radius 8. FIGMA 42; SHIPPED BEFORE 50; SHIPPED NOW 42 — delta 0. Its identity blocks are part of the 42-card census: two nodes on line 1 at gap 4, symbol white and name #95A09F at Manrope Regular 12/16, age below at Mulish Regular 10/14 in #17F9B4. Residuals as above. Oracle and mutation proof shared with :169068. Commits fe3d76690, bfbfb747b.	desktop=done mobile=n-a tablet=n-a @2026-09-06
Skai > Trench > Discover > Trending 1VH (1440 x 900px) [13006-173270]	blocked-on-casey	src/components/trench-redesign/discover/TokenRow.tsx	/trench	MEASURED 2026-09-06. This is the one frame on the page that instances the CTA at Size=**Large**, and it disagrees with the design system about what Large is. Its seven instances are 76x40 on the same row overrides as everywhere else (padding 12/24/12/24, radius 8, fill #17F9B4, label #001615) but their label is **Mulish Regular 16/16**, while the set master 9832:44947 publishes Manrope Regular 16/22 — which under the row's 12px inset is 46. So Large draws 40 here, BELOW the 42 that Size=Medium draws on :170646, and following this frame would make the one-click size pref non-monotonic: Small 40, Normal 42, Large 40. TWO CONCRETE OPTIONS. (A) Follow the set master and keep Large at Manrope 16/22 = 46, which is what ships now and what the other 42 instances' family says; the Trending screen then draws its Buy 6px taller than this frame. (B) Follow this frame and make Large a Mulish 16/16 = 40 step, which reproduces this screen exactly and collapses the pref's top two steps onto 40 and 42 with the family changing mid-ramp. NOT A GUESS EITHER WAY: 6 of the 7 frames on this page use Manrope for the row CTA and this one does not, so the divergence is one node's override against the set, and picking is a product call. Everything else on the row is unchanged and matches — the identity fix and the 12/24 inset apply here too. bp desktop only; this frame has no 768 or 375 twin.	desktop=blocked mobile=n-a tablet=n-a @2026-09-06
Frame 1375 [13006-258611]	done	src/components/trench-redesign/discover/TrenchColumn.tsx	/trench	MEASURED BOTH SIDES 2026-09-06. The delta wave 10 left open on this frame is closed: the column SHELL carries no stroke. `Frame 1375` reports strokes [] (strokeCount 0, fills [] too), and every #123F3C rule belongs to its two children — header `Frame 299` 13006:258612 with strokeBottomWeight 1 and the other three edges 0, body `Frame 270` 13006:258632 with strokeTopWeight 1 and the other three 0. FIGMA 0 shell edges; SHIPPED BEFORE 4, from `border border-[#123F3C]` on the section, i.e. a left, a right and a bottom rule no frame draws; SHIPPED NOW 0 on the shell, `md:border-b` on the header and an unprefixed `border-t` on the body — delta 0. ★ The header's rule SWAPS EDGES with the board and the shell fix would have hidden it: `Frame 299` strokes its bottom at 768 (13006:260215) and 1440 (:258612, :258973, :135714, :134402) but its TOP at 375 (:295544), where the column runs full-bleed under the tab row, so removing the shell box without moving that edge would have left the phone column with no line above it. Header gets `border-t md:border-b md:border-t-0` for exactly that. Everything else on this frame was measured and matches: shell radii 16/16 top and 24/24 bottom split across header and body, header pad 4/16/0/16 nesting to 12 above and 10 below, body pad 8/4/8/8, card list `Frame 357` itemSpacing 8. NOT MEASURED: the six TokenCard interiors inside the list, which belong to the card's own rows. Oracle TrenchColumn.figma.test.tsx, three new tests; proved red by restoring the four-sided shell border and the old header/body rules — "shell outlines: border border-[#123F3C]", then both border-t assertions. Whole discover tree green: 42 files / 511 tests, exit 0. Commit 61e1d2a0c.	desktop=done mobile=done tablet=done @2026-09-06
Frame 1280 [13006-258972]	done	src/components/trench-redesign/discover/TrenchColumn.tsx	/trench	Second 1440 column spec, 435.33x572, and it reproduces the stroke reading independently: shell strokes [], header `Frame 299` 13006:258973 edges [0,0,1,0] in #123F3C over a #122524 fill at radii 16/16/0/0, body `Frame 270` :258993 edges [1,0,0,0] at radii 0/0/24/24, pad 8/4/8/8, card list itemSpacing 8. FIGMA 0 shell edges; SHIPPED BEFORE 4; SHIPPED NOW 0 — delta 0. The same empty stroke array holds on all seven column frames read (:258611, :258972, :259556, :135713, :134401, :260214, :295543), which is what makes this a rule rather than one frame's authoring. NOT MEASURED: the five card interiors. Oracle and mutation proof shared with :258611 (TrenchColumn.figma.test.tsx). Commit 61e1d2a0c.	desktop=done mobile=done tablet=done @2026-09-06
Frame 445 [13006-259555]	partial	src/components/trench-redesign/discover/TrenchColumn.tsx	/trench	NARROW-COLUMN VARIANT, not a breakpoint — 346x808 at canvas x=7794, inside the 1440 band, so the 346 is the column and not the viewport. The stroke delta is closed here on the same evidence as its siblings: the shell `Frame 429` 13006:259556 reports strokes [], and the rules sit on the header's bottom edge and the body's top edge. FIGMA 0 shell edges; SHIPPED BEFORE 4; SHIPPED NOW 0 — delta 0. STILL OPEN, and unchanged from wave 10: this column pairs a 12 TOP radius with a 24 BOTTOM one on a 12px horizontal inset, matching neither the wide 1440 column (16/24, inset 16) nor the 768 tier (12/12) nor 375 (0 flat). The shipped three-tier radius keys off VIEWPORT width, so it draws 16/24 here; closing it needs a container query, not another breakpoint. CLOSED AS A NON-DEFECT, recorded so nobody re-files it: the 432x14 footer `Frame 400` 13006:260057 reading "By trading you accept our terms of service." is `visible: false` on this frame and on its two siblings :136554 and :134762, so the column is right not to draw it. Wave 10 listed it as content the component does not render; it is a hidden node, not a gap, and DiscoverScreen.test.tsx already pins the absence. Oracle and mutation proof for the stroke half shared with :258611. Commit 61e1d2a0c.	desktop=partial mobile=n-a tablet=n-a @2026-09-06
