# key	status	primaryFile	route	reason	bp
# Wave 57, 2026-09-21, lane `trade-bridge-deposit-chart` (bridge, deposit, the
# native chart, the AI strips and the trade components the spot and perp lanes
# do not own). Rows here are the frames this pass REACHED; every other row of
# the slice stands on its earlier reading. Column 3 is one bare path; a second
# witness file and the mount site go in the reason.
#
# READS. get_metadata on 10706:128950, 10706:129546 and 10706:128843 (the three
# frames the brief calls holders tables, none of which had ever been opened) and
# on 13006:248523 (the 1440 Bridge board, whose numbers had stood on wave 42's
# reading for fifteen waves). Nothing is marked from memory.
#
# THE WAVE DIRECTION, APPLIED. A note that explains why something could not be
# done is the row to re-read, and two of this lane's carried notes did not
# survive being opened: 10706-128843 is NOT a holders table, and the wave 52
# reading of the perp strip ("the code draws a 40-tall strip below 1024") is
# stale at HEAD, which draws 42 there. Both are written up on their rows.
10706-128843	not-started	src/components/trench-redesign/discover/DiscoverScreen.tsx	/spot	OPENED LIVE 2026-09-21 with get_metadata, FIRST READ EVER, and the carried note is OVERTURNED. The brief and the catalog both call this a HOLDERS table. It is not. Frame 267 745x226 at canvas (-67432, 9310): Frame 285 713x190 at (16,12), Frame 286 713x190, header Frame 283 713x14 whose NINE columns are Token 146 at x=12, Migrated 51 at 159.5, Dex 30 at 212, Mkt. Cap. 80 at 243.5, ATH 80 at 325, Liquidity 80 at 406.5, 1H volume 80 at 488, Fees 100 at 569.5 and Bal. 30 at 671 - the TRENCH DISCOVER grid, not a per-wallet table, sharing NO column with its supposed 1047 siblings 10706-128950 and 10706-129546. The rows settle it: each content band is 28 tall on a 44 PITCH (y = 30, 74, 118, 162) with a 713-wide hairline floating a flat 8 clear either side (y = 22, 66, 110, 154; the fifth at 200 is hidden), and Frame 22 150x24 carries a 24 token avatar with a 10px chain badge reading Base, a name and an age (Kyuin 2m ago, LUNA 15m ago, NYBO 1h ago, Cuckles 2h ago), then a 16 warnings glyph, then $2.37K / $3.42K / $5.12K / $0, a 16 circle with 0.1543 beside it, and $0. Those are DiscoveredToken fields, and the Trench column registry already declares Market cap, Volume, Fees and Liquidity against exactly them. ADDRESS CORRECTED from SpotInfoSections.tsx to DiscoverScreen.tsx and NOT EDITED - all of src/components/trench-redesign/ is in peer-files.txt tonight, so this is a hand-off. It is also not part of the /spot holders question: that call is about the 1047 pair, and this frame is a Trench token grid parked 302px away on the canvas.	1440=n-a 768=not-started 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
10706-128950	not-started	src/components/trade/SpotInfoSections.tsx	/spot	OPENED LIVE 2026-09-21 with get_metadata, FIRST READ EVER. Frame 1356 1047x450 at canvas (-67734, 4242): Frame 285 1015x414 at (16,12), Frame 1398, Frame 286 1015x414. Header Frame 283 1015x14 - S/N 20 at x=12, Wallet 200 at 52.125, SOLbalance (last active) 100 at 272.25, Bought (avg. buy) 100 at 392.375, Sold (avg. sell) 100 at 512.5, uPnL 60 at 632.625, Remaining 100 at 712.75, Funding 120 at 832.875, Held 30 at 973 - over EIGHT 34-tall content bands on a 50 PITCH (y = 30, 80, 130, 180, 230, 280, 330, 380), each with a 1015 hairline floating a flat 8 clear either side (22, 72, 122 and on). A row is Frame 239 991x30 at (12,2): the index 20x14; Frame 483 200x22 holding two 16 action glyphs at x=0 and x=24 and an 86x22 address chip reading 0xAd4...323 with an 18x14 count tag at x=94 and two 12px glyphs at 120 and 140; Frame 635 100x16 with a 16 circle and the two runs 0.15 SOL and (3s); Bought and Sold each a 100x30 two-line cell ($63.18 over 18.2M / 1, with ($2.18K) at x=46); uPnL one 60x14 run; Remaining a 100x26 cell - $16.21 with a 37x14 percent tag at x=43 - over a 4px two-segment bar split 71 / 27 on a 2 gap; Funding a 120x30 cell (16 circle, Binance over 5mo, a 12 swatch with 37.21 and a 12 glyph with 1); Held a 30x14 run. BUILT NOTHING, and the reason is a DECISION FOR CASEY rather than a source gap. Every column here is Trench's; the wallet the board prints is an EVM 0x address under a header that reads SOLbalance; and the chain carries no per-wallet SOL balance for a spot market at all, so the second column cannot be filled by anything and the Funding column names a centralised exchange. Standing precedent is the 2026-09-19 ruling that the ten no-vendor rows stay OPEN with no placeholder, so no panel and no empty state were shipped. SpotInfoSections.tsx is named as the mount site this would take on /spot if the answer is yes.	1440=not-started 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
10706-129546	not-started	src/components/trade/SpotInfoSections.tsx	/spot	OPENED LIVE 2026-09-21 with get_metadata, FIRST READ EVER, and DIFFED node for node against 10706-128950 (699 lines each, 449 differing). Frame 1357 1047x450 at canvas (-67734, 7691) is the SAME table - identical 1015x414 body, the identical nine-column header at the identical x positions, the same eight 34-tall bands on the same 50 pitch, the same 8-clear hairlines - with ONE structural difference, and it is the one the Casey call turns on: the Wallet cell. Row 1 keeps the 22-tall 0xAd4...323 address chip inside a 152-wide Frame 1106; every row below it collapses to a 16-tall Frame 1171 holding a 16px images/circle avatar at x=0 and a NAME at x=24 (row 2 reads Laura Shin) instead of an address, inside a 150-wide Frame 1106, and Frame 483 moves from y=4 h=22 to y=7 h=16 to sit it. So the pair is one component in two states - raw addresses and RESOLVED IDENTITIES - and the second state needs a named-wallet directory on top of the per-wallet SOL balance the first one already cannot get. Same verdict and same reason as its twin; one ruling closes both, and neither was built.	1440=not-started 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
13006-248523	frame-defect	src/pages/trade/Bridge.tsx	/bridge	RE-OPENED LIVE 2026-09-21 with get_metadata. The carried note read NOT RE-OPENED and had stood on wave 42's numbers for fifteen waves; the board is now measured rather than inherited, and the frame-defect verdict is confirmed on live geometry. Board 1440x900: Header-desktop 1440x56, main 1382 at (58,56) 828 tall, sidebar 58x844 at y=56, the ticker Frame 7 1382x16 at y=884. Ticket Frame 642 506x760 at x=409 inside the 1382 column (409 left, 467 right - deliberately not centred, which is what the page draws). Tab header Frame 335 474x30 at (16,0): Swap 63, Limit 58 at x=71, Bridge 69 at x=137, each a 12/4 pill around a 22-tall 16/22 label with its 16px caret hidden, and a 24px icons/graphical at x=450. Body Frame 336 506x714 at y=46. Frame 355 474x570 at (16,16) holds FIVE children on a FLAT 24 gap - middle brand 474x80 at 0, card 474x140 at 104, Frame 168 474x18 at 268, selection 474x200 at 310, the disclaimer 474x36 at 534 - and the CTA is Frame 336's own child at (16,634), 474x64, so the ticket's last gap is 48 and not 24. THE DEFECT, now stated off the node rather than carried: this board's route is From Solana TO BASE, and neither end is SKAI Chain. Its lower half is a third-party picker - Frame 168 is a 164 / 108 / 164 Other alternatives rule, selection is two 96-tall rows (Across Protocol over Fast cross-chain bridge, low fees; Stargate over LayerZero-powered omnichain bridge; each a 64 logo well at 16,16, a 322x50 text block at 96,23 and a 16 chevron at 434,40), and the 474x36 disclaimer reads that for other alternatives you will be redirected to an external bridge provider. Casey's 2026-08-19 ruling removed that list in favour of the contract bridge, and the module docblock at the head of Bridge.tsx already records the removal by name. So 302 of this board's 570-tall run is content a standing ruling deleted, and the two route blocks above it are the ticket the page ships. NOT BUILT: a ruling, not a source gap. Two further reasons it must not be drawn - the two bridges in this product are not to be merged on one surface, and the SKAI bridge predeploy delegatecalls a copy of itself so every deposit call reverts today, which is not a rail to hang a second route on.	1440=partial 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
9150-79555	partial	src/components/trade/perp-v2/PerpPositionsPanel.tsx	/perps	RE-OPENED LIVE 2026-09-21 with get_metadata. Waves 53, 54 and 56 all carried this node without rowing it, because wave 52 corrected its address from PortfolioTabs.tsx to PerpPositionsPanel.tsx and that file is a peer's; it is now measured, and the carried STRIP reading is OVERTURNED. section 1250x234 = Frame 299 1250x42 over Frame 298 1250x192, as recorded. THE STRIP, node by node: bottom menu 1218x38 at (16,4), Frame 1 1218x24 at y=8, Frame 336 486x16 at y=4 - so the 42 decomposes as a 4 top inset, 8, 4, a SIXTEEN-tall label box, 4, 6, i.e. 16 above the label and 10 below it. Frame 336 holds NINE CTA/button instances, three hidden (43 at x=122, 108 at 349, 46 at 271); the six visible are 65 at x=0, 36 at 89, 67 at 149, 67 at 240, 95 at 331 and 36 at 450, a FLAT 24 between every pair, 486 exactly. The first is 65, not the 66 the carried note records. WHAT IS OVERTURNED: wave 52 recorded that the code draws a 40-tall strip below 1024. At HEAD it does not. The panel puts pt-0 md:pt-1 on the strip and pt-3 pb-2.5 on each tab, so the ramp is 0+12+14+10 = 36 at 375, 4+12+16+10 = 42 from 768 and 4+12+18+10 = 44 from 1024 - and that middle 42 is EXACTLY this frame's 4 / 12 / 16 / 10. The single term that makes the lg band 44 is lg:leading-[18px] on the tab label; every other term already matches. So the whole seven-node family turns on ONE declaration, and what it raises is a ruling, not a build: this copy is at 1250 and its sibling at 1350, both above the lg boundary, and both draw the 16-tall label box. Body confirmed against the carried reading and unchanged: Frame 298 holds Frame 268 then Frame 1280 1218x156 at (16,12), header Frame 283 1218x16 (Trading pairs 158 at x=12, Size 100 at 168.89, a 100 CTA at 267.78, Entry price 83 at 366.67, Mark price 65 at 448.56, PnL (ROE%) 140 at 512.44, Liq. price 100 at 651.33, Margin 100 at 750.22, Funding 82 at 849.11, then Frame 1107 276 at 930 carrying TP/SL and Close all), and three 28-tall bands at y=32 / 76 / 120 on a 44 PITCH with 1218 hairlines floating a flat 8 clear either side (24, 68, 112, 156). NOT EDITED - all of src/components/trade/perp-v2/ is in peer-files.txt tonight, so this is a hand-off with the one-line change named.	1440=partial 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
9152-85551	partial	src/components/trade/perp-v2/PerpPositionsPanel.tsx	/perps	REACHED LIVE 2026-09-21 with get_metadata, the first time this node has been opened rather than carried. section 1000x210 = Frame 299 1000x42, a 36-wide Vector 1, Frame 300 1000x168 - as recorded, and the 36 is now IDENTIFIED rather than left as a number: the rule sits at page x=466, which is 450 inside the strip's 16 inset, and 450 is the ASSETS tab's own x in Frame 336. So the active tab is Assets and the body is the ASSETS table, not a positions table. Frame 267 then Frame 1282 968x132 at (16,12); header Frame 283 968x16 - Token name 148 at x=12, Available balance 150 at 189.75, 24h change 150 at 369.5, Frame 489 215 at 549.25 carrying Quick actions 150 at x=26.5, Frame 1109 162 at 794 carrying Total Balance 151 at x=11 - over TWO 38-tall content bands at y=32 and y=86 (a 54 PITCH) with 968 hairlines floating a flat 8 clear either side (24, 78, 132). A row is Frame 239 944x34 at (12,2): a 24 token mark with a 12px chain badge reading Base hung at (16,-4); Frame 235 906x34 at x=38 holding a 120x16 name pair (USD Coin, ticker at x=57), a 100x34 two-line value at x=127.5 set right ($115.83 over 115.81 USDC), a 200x16 change at 235, a 316x16 Swap / Deposit / Withdraw row at 442.5 on a 108 pitch, and a 140x34 total at 766 closing with a 16 action glyph at (124,16). TWO THINGS THE CARRIED NOTE GOT WRONG, both now measured. (1) It reads 1000 as inside the band where the code draws a 40-tall strip. HEAD draws 42 there (pt-0 md:pt-1 plus pt-3 / 16 leading / pb-2.5), which is this frame's 4 / 12 / 16 / 10 exactly, so the strip MATCHES at this node's own width and the mismatch it was rowed for is gone. (2) The body's column set is already built: the panel's Assets table follows frame 4020-49491 with Token name, Available balance, 24h change, Quick actions and Total Balance, the same five this board draws in the same order. What remains is geometry that no browser ran to confirm - the 968 track, the 54 pitch and the 38-tall band - so the row stays partial rather than claiming a render. NOT EDITED, peer file, hand-off.	1440=partial 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
9152-87497	partial	src/components/trade/perp-v2/PerpPositionsPanel.tsx	/perps	RE-OPENED LIVE 2026-09-21 with get_metadata, and TWO carried claims are OVERTURNED. section 1350x234 = a Vector 1 84 wide at x=165, Frame 299 1350x42, Frame 301 1350x192 and a dropdown-3 180x44 standing open at (1131,176) - the shape the note records, and the only part of it that survives. (1) THE 84-WIDE RULE IS NOT THE FUNDING HISTORY TAB. Live, Frame 336 is 503 wide and its six visible instances are 65 at x=0, 36 at 89, 84 at 149, 67 at 257, 95 at 348 and 36 at 467 on a flat 24; the rule at page x=165 is x=149 inside the 16 inset, which is the THIRD slot, Order history, and Funding history measures 95 at x=348 exactly as it does on the 1250 sibling. The 17 by which this strip exceeds the 1250's 486 is that one tab's 84 against its 67, which also shows these are designer-set instance widths and not type measurements. (2) THE BODY CONFIRMS IT AND THE CARRIED NOTE NEVER OPENED IT: Frame 1283 1318x156 at (16,12) draws THIRTEEN columns - S/N 30 at x=12, Trading pairs 150 at 40.64, Size 100 at 189.27, Filled size 100 at 287.91, a 150 CTA at 386.55 for Type, Original size 109 at 535.18, Price 100 at 642.82, Direction 100 at 741.45, Reduce only 80 at 840.09, Trigger conditions 150 at 918.73, Order ID 100 at 1067.36 and a 140 Status group at 1166 - which is the ORDER HISTORY set, the one Frame 4191-122525 draws and the one the panel already documents column by column. Three 28-tall bands at y=32 / 76 / 120 on a 44 pitch, hairlines at 24 / 68 / 112 / 156 floating 8 clear. (3) THE DROPDOWN'S ENTRY IS View on Skaiscan, NOT Modify position: Frame 228 164x28 at (8,8) holds a 16 glyph at (8,6) and an 88x16 run reading View on Skaiscan, with a second row (Frame 230 184x30, Delete position) HIDDEN. That entry is already settled at HEAD and deliberately unbuilt - the panel's own note records that the menu's one item would resolve an ORDER ID against an explorer route that takes a transaction hash, so it would open a 404, and a menu item that 404s is worse than no menu. So this node's only live gap is the strip: its label box is 16 tall and the code's lg step is 18, the same single declaration the whole family turns on (see 9150-79555). NOT EDITED, peer file, hand-off.	1440=partial 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
9152-91623	partial	src/components/trade/perp-v2/PerpPositionsPanel.tsx	/perps	REACHED LIVE 2026-09-21 with get_metadata, first opening. section 950x390 = Frame 299 950x42, a 95-wide Vector 1, Frame 1280 950x348 - the recorded shape, and the carried identification of the 95 is CONFIRMED rather than asserted: the rule sits at page x=364, which is 348 inside the strip's 16 inset, and 348 is the Funding history tab's own x. The strip: bottom menu 676x38 at (16,4) - only 676 wide here, where every sibling fills its column - Frame 1 676x24 at y=8, Frame 336 503x16 at y=4 with six visible instances at 65 / 36 / 84 / 67 / 95 / 36 on a flat 24. The 42 decomposes as 4 + 8 + 4 + a SIXTEEN-tall label + 4 + 6, exactly as on the 1250 and 1350 siblings. 950 is below 1024, where HEAD draws 42 (pt-0 md:pt-1 with pt-3, leading-4 and pb-2.5), so this node's strip MATCHES at its own width and the carried note's 40 is stale. THE BODY IS THE FUNDING-HISTORY LEDGER, the seven-column table wave 53 ruled on: Frame 267 then Frame 1285 918x312 at (16,12), header Frame 283 918x16 - Frame 496 198 wide carrying S/N 30 at x=0 and Trading pairs 100 at x=45, then Size 100 at 204.8, Position side 100 at 311.6, Payment 144 at 418.4, Rate 167 at 569.2 and a 175 CTA at 743 for Time - over SIX 32-tall bands at y=32 / 80 / 128 / 176 / 224 / 272 (a 48 PITCH) with 918 hairlines floating a flat 8 clear either side (24, 72, 120, 168, 216, 264, 312). A row is Frame 239 894x24 at (12,4): a 183-wide index-plus-pair block (a 9x16 index, then a 150x24 group with a 24 mark, BTCUSDT 51x16 at x=32 and a 29x18 leverage tag at x=91), Size 100 at 194.4, a 90x18 side cell at 305.8 holding a 43x18 labels/tag at x=23.5, Payment 144 at 407.2, Rate 140 at 562.6 and a 180-wide time at 714 reading 01:22 AM - June 01, 2026. ONE FRAME ODDITY WORTH THE RECORD: the board prints Payment as -0.0003%, a PERCENTAGE, under a heading that asks for a money figure, and Rate beside it is also a percentage, so the two columns say the same kind of thing twice. That is consistent with wave 53's ruling that Payment is drawn as an em dash rather than derived, and it is a second reason not to print a figure there. NOT EDITED, peer file, hand-off.	1440=n-a 768=partial 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
9152-92016	partial	src/components/trade/perp-v2/PerpPositionsPanel.tsx	/perps	REACHED LIVE 2026-09-21 with get_metadata, first opening, and the carried note's one open question is CLOSED. section 1010x450 = Frame 299 1010x42, a 67-wide Vector 1, Frame 298 1010x408 - as recorded. The note could not say whether the 67 was Order history or Trade history, because it had only the 9150-79379 reading where both measure 67. On THIS node they do not: Frame 336 is 503 wide with instances at 65 / 36 / 84 / 67 / 95 / 36, so Order history is 84 at x=149 and Trade history is 67 at x=257, and the rule at page x=273 is x=257 inside the 16 inset. It is TRADE HISTORY, unambiguously. The body agrees: Frame 267 then Frame 1284 978x372 at (16,12), header Frame 283 978x16 - Frame 496 194.29 carrying S/N 30 and Trading pairs 100 at x=45, Size 104 at 218.74, Price 29 at 347.19, Direction 50 at 400.64, Fee 82 inside a 144 Frame 497 at 475.10, Closed PnL 140 at 643.55 and a 170 CTA at 808 for Time - over SIX 42-tall bands at y=32 / 90 / 148 / 206 / 264 / 322 (a 58 PITCH) with 978 hairlines floating a flat 8 clear either side (24, 82, 140, 198, 256, 314, 372). A row is Frame 239 954x34 at (12,4): the 183 index-plus-pair block set 5 down, a 100x34 two-line size at 200.83 ($128.47 set right over 0.0031 BTC), Price 100 at 318.67, a 90x18 direction cell at 436.5 holding a labels/tag, Fee 54 at 544.33, a 140x16 Closed PnL at 616.17 (+104.72 (+8.2%) with a 16 glyph at x=124) and a 180-wide time at 774. 1010 is below 1024, so the strip's 42 MATCHES HEAD at this width and the carried 40 is stale here too. TWO GAPS, both settled elsewhere and neither buildable from this node: the board prints a Closed PnL figure, which this rail does not supply and which the panel already draws as an em dash under the no-mock rule; and the board's fifth heading is Price where the code's trade-history table follows 4201-130583 and draws Type. NOT EDITED, peer file, hand-off.	1440=n-a 768=partial 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
9152-82793	partial	src/components/trade/perp-v2/PerpPositionsPanel.tsx	/perps	REACHED THROUGH ITS TWIN 9150-79555, which was opened live with get_metadata this pass; the catalog records the two as identical to the pixel (section 1250x234 = Frame 299 1250x42 over Frame 298 1250x192) and nothing measured this pass contradicts it. This node itself was NOT re-opened, and the row says so rather than implying a read. What the live twin establishes and carries to it: the strip's 42 is a 4 top inset plus 8 plus 4 above a SIXTEEN-tall label box plus 4 plus 6, and Frame 336 holds six visible tabs at 65 / 36 / 67 / 67 / 95 / 36 on a flat 24 across 486 - so the first tab is 65, not the 66 the carried note records for the family. The one gap is the same single declaration: HEAD ramps the strip 36 / 42 / 44 (pt-0 md:pt-1 with pt-3, a 14 / 16 / 18 label leading and pb-2.5), the 42 in the middle band matches this frame's 4 / 12 / 16 / 10 exactly, and only lg:leading-[18px] takes the desktop band to 44 while this copy at 1250 draws the 16. TWO NODES WITH IDENTICAL GEOMETRY AT AN IDENTICAL WIDTH is itself the argument wave 52 made and this pass did not overturn: a board carries a viewport and these carry a width the designer chose, so the seven are detached copies of one component and whether their 42 governs the lg band is a RULING, not a measurement. NOT EDITED, peer file, hand-off.	1440=partial 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
9150-79379	partial	src/components/trade/perp-v2/PerpPositionsPanel.tsx	/perps	REACHED THROUGH ITS FAMILY this pass rather than re-opened: five siblings (9150-79555, 9152-85551, 9152-87497, 9152-91623, 9152-92016) were read live with get_metadata on 2026-09-21 and all five carry the identical Frame 299 then bottom menu then Frame 1 then Frame 336 stack, so the strip this node establishes is now measured on five independent nodes instead of one. THE SIX-TAB READING STANDS, and it is the reason the family's address is PerpPositionsPanel.tsx and not PortfolioTabs.tsx: the live siblings draw the same six slots in the same order on the same flat 24, which is the exact set the panel declares at TABS (Positions, Orders, Order history, Trade history, Funding history, Assets), against PortfolioTabs' five-tab spot row and seven-tab perp row. TWO CORRECTIONS THIS PASS RAISES AGAINST THE CARRIED NOTE, neither applied to this node because it was not itself re-opened - they are flagged for whoever takes it next. (1) The carried first-tab width is 66; every live sibling measures 65. (2) The carried note describes this node's row menu as a 180x80 dropdown reading Modify position and Delete position; its 1350 sibling 9152-87497 draws the same control at 180x44 with ONE visible entry reading View on Skaiscan and Delete position HIDDEN, so the entry set recorded here needs re-reading before anyone builds it. Either way nothing is buildable: the panel already documents why the overflow menu is omitted - its one item resolves an ORDER ID against an explorer route that takes a transaction hash, so it would open a 404. THE STRIP GAP, measured on the siblings: HEAD ramps 36 / 42 / 44 and the frames draw a 16-tall label box throughout, so the lg step's 18 leading is the family's single open declaration, and it is a ruling rather than a build. NOT EDITED - src/components/trade/perp-v2/ is in peer-files.txt tonight.	1440=partial 768=n-a 375=n-a @2026-09-21/wave57-trade-bridge-deposit-chart
