10855:53595	partial	modules/skai-gaming/src/pages/play/Play.tsx	/play	1VH viewport crop of the full-scroll cut - same surface, same measurements. See that row for the numbers. Measured through 10912:148682.
10912:148682	partial	modules/skai-gaming/src/pages/play/Play.tsx	/play	MEASURED 2026-08-26 at 768x1024, isolated browser context, signed-in dev session, positive control = `main .container` + #trending-games-heading both present. AFTER THE FIX: stack gap 32 EXACT (frame 10912:148683 itemSpacing 32). Mode-card row 708x118 -> DOM 718x118 EXACT (was 188). Filter bar 46 -> 46 EXACT (was 50). Trending tile 160 wide / art 160x227 r12 / inner gap 8 / gutter 8 -> DOM 160x227 r12 gap 8 gutter 8, ALL EXACT (was 195x276 r16 gap 12 gutter 16). Sports+providers card 200x72 pad 12 plate 48 -> EXACT (was 250x96 pad 16 plate 64). Featured 3 cols gutter 8 EXACT; card 230x297 -> 234x302 (+4/+5, tracks the +10 column). Shelf-to-shelf VISIBLE gap measured 32 EXACT (Trending tiles end y959, Sports book section starts y991). RESIDUALS: hero 244 -> 269 (+25, content-driven); shelf header block 44 vs the frame's 36 (+8 per shelf, PlaySectionHeader min-h-9 plus its 36px arrow chips); Top bets 478 -> 521 (+43); About 1057 -> 1005 (-52). No horizontal overflow (scrollWidth-clientWidth=-6). SHARED-CONTAINER DELTA (escalate, do not patch in this lane): the hub renders inside `container mx-auto px-4`, giving a 718 content column at 768 against the frame's 708 (+10) and 325 at 375 against the frame's 343 (-18). That class is used by 8+ pages outside skai-gaming; every remaining width delta below is downstream of it. FIXED THIS PASS (2026-08-26): section stack gap 40->24/32/40 (`mb-6 md:mb-8 lg:mb-10`), rail tile 195->130/160/195 with gutter 16->8/8/16, tile inner gap 12->8/8/12, rail art radius 16->12/12/16, shelf header 24/28->18/22 below lg with its row gap 16->8/8/16, featured grid gutter 16->8/8/16, filter bar 50->44/46/50, sports+providers card 250x96->160x64/200x72/250x96 with 12/12/16 padding and a 40/48/64 plate, mode card 188->118 at 768 with radius 24->12. * 1440 RE-MEASURED AFTER THE FIX AND UNCHANGED, because every rung is written behind `lg:` and that tier was already exact: content column 1332, shelf margin 40, header gap 16, title 24/28, rail tile 195x306 with a 16px gutter / 16px art radius / 12px inner gap, featured gutter 16, mode card 662x188 r24 gap 24, filter bar 50, sports card 250x96 pad 16. No horizontal overflow at any of the three widths (-6, the reserved scrollbar gutter).
11066:23332	partial	modules/skai-gaming/src/pages/play/Play.tsx	/play/casino	MEASURED 2026-08-26 at 768x1024 on /play/casino, isolated context, signed-in. AFTER THE FIX: stack gap 32 EXACT (frame 11064:20528). SHELF ORDER matches the frame - Trending / Providers / Popular / Arcade / Featured / Top bets / line / About. Providers shelf 116 -> 116 EXACT (was 164); its card 220x72 r12 pad 12 plate 48 and the row's 10px gutter all land. Trending/Popular 297 -> 305 visible (+8, the header block); Arcade 303. Featured 644 -> 984 and Top bets 478 -> 521 (+43). Recently played absent because ContinuePlaying self-hides on an empty history - honest, not a gap. No horizontal overflow (-6). SHARED-CONTAINER DELTA (escalate, do not patch in this lane): the hub renders inside `container mx-auto px-4`, giving a 718 content column at 768 against the frame's 708 (+10) and 325 at 375 against the frame's 343 (-18). That class is used by 8+ pages outside skai-gaming; every remaining width delta below is downstream of it. FIXED THIS PASS (2026-08-26): section stack gap 40->24/32/40 (`mb-6 md:mb-8 lg:mb-10`), rail tile 195->130/160/195 with gutter 16->8/8/16, tile inner gap 12->8/8/12, rail art radius 16->12/12/16, shelf header 24/28->18/22 below lg with its row gap 16->8/8/16, featured grid gutter 16->8/8/16, filter bar 50->44/46/50, sports+providers card 250x96->160x64/200x72/250x96 with 12/12/16 padding and a 40/48/64 plate, mode card 188->118 at 768 with radius 24->12. * 1440 RE-MEASURED AFTER THE FIX AND UNCHANGED, because every rung is written behind `lg:` and that tier was already exact: content column 1332, shelf margin 40, header gap 16, title 24/28, rail tile 195x306 with a 16px gutter / 16px art radius / 12px inner gap, featured gutter 16, mode card 662x188 r24 gap 24, filter bar 50, sports card 250x96 pad 16. No horizontal overflow at any of the three widths (-6, the reserved scrollbar gutter).
11109:81960	blocked-on-backend	modules/skai-gaming/src/pages/play/SportsbookPage.tsx	/play/sportsbook	SportsbookPage is BUILT READ-ONLY BY CONSTRUCTION and IS routed at /play/sportsbook (src/App.tsx:1345-1355). MISSING SOURCE: the odds proxy returns a live HTTP 401 (key provisioned, value revoked), `sports_settlement_logs` has been silent since 2026-04-27, and SKAISportsbook reports eventCount()=0 / betCount()=0. Nothing can render at any width until the key is replaced and events sync, so there is no DOM to measure here.
11216:132577	blocked-on-backend	modules/skai-gaming/src/pages/play/SportsbookPage.tsx	/play/sportsbook	SportsbookPage is BUILT READ-ONLY BY CONSTRUCTION and IS routed at /play/sportsbook (src/App.tsx:1345-1355). MISSING SOURCE: the odds proxy returns a live HTTP 401 (key provisioned, value revoked), `sports_settlement_logs` has been silent since 2026-04-27, and SKAISportsbook reports eventCount()=0 / betCount()=0. Nothing can render at any width until the key is replaced and events sync, so there is no DOM to measure here.
11216:146306	partial	modules/skai-gaming/src/components/play/sportsbook/BetSlipSettings.tsx	-	Bet slip / quick bet component cut at this width. Prop-driven with no mount site - no host owns the docked right rail. Money figures on these frames are template text: POINTS and sUSD only, and SKAI is not a betting currency.
11216:149350	partial	modules/skai-gaming/src/components/play/sportsbook/BetSlipSettings.tsx	-	Bet slip / quick bet component cut at this width. Prop-driven with no mount site - no host owns the docked right rail. Money figures on these frames are template text: POINTS and sUSD only, and SKAI is not a betting currency.
11216:137015	partial	modules/skai-gaming/src/components/play/sportsbook/BetSlipSettings.tsx	-	Bet slip / quick bet component cut at this width. Prop-driven with no mount site - no host owns the docked right rail. Money figures on these frames are template text: POINTS and sUSD only, and SKAI is not a betting currency.
11216:143952	partial	modules/skai-gaming/src/components/play/sportsbook/BetSlipSettings.tsx	-	Bet slip / quick bet component cut at this width. Prop-driven with no mount site - no host owns the docked right rail. Money figures on these frames are template text: POINTS and sUSD only, and SKAI is not a betting currency.
11216:139328	partial	modules/skai-gaming/src/components/play/sportsbook/BetSlipSettings.tsx	-	Bet slip / quick bet component cut at this width. Prop-driven with no mount site - no host owns the docked right rail. Money figures on these frames are template text: POINTS and sUSD only, and SKAI is not a betting currency.
