# key	status	primaryFile	route	reason	bp
# Lane governance-dao, wave 56, 2026-09-21. Rows are the frames this pass
# REACHED; every other row of the slice stands on its wave 55 reading. Column 3
# is one bare path; a second witness file and the mount site go in the reason.
#
# READS. Three Figma calls were made this pass, all on the gauge empty block:
# get_design_context on `description` at 768 (11704:319083), get_metadata on
# `Frame 280` at 375 (11707:323644) and get_design_context on `description` at
# 375 (11707:323648). Every other figure below is named with the lane and date
# that read it live, and nothing is carried silently.
#
# SUPABASE. Nothing in this slice reads a Supabase table. Proposals, gauges,
# vaults and the airdrop all read the chain through useGovernanceContract,
# useGaugeVoting and useYieldVaults, so the week's four RLS migrations cannot
# reach them: no 42501 was seen here and none could be.
11705-319211	done	src/components/defi/gauge/GaugeWeightsTable.tsx	/earn/gauges	CLOSED. The one value wave 55 left open is built in 860e45721, and it was the last measured gap on this board. THE READING, live 2026-09-21: get_design_context on `description` (11704:319083) names the pair - `No gauges yet` is Md/Sub-headline 2 300, Manrope Regular 14 on 18.048 tracked -4% in Core/White, and `Gauges will appear here once governance registers them.` is Md/Paragraph 2 300, Manrope Regular 12 on 16 tracked -4% in App/Ash #95A09F, 4 apart. The 375 twin (11707:323648) is the same two styles at the Sm rung: 14 on 18 and 12 on 14. So only the sentence steps, 14 to 16 at md; the heading does not, because 18 and 18.048 are the same line and 19 is the text BOX rounded up rather than a leading - the reading ChartSettingsPanel.tsx:670 already settled for this style. What stood here was 15px on a 19 line in muted-foreground for BOTH lines, a size the board never uses and a grey that is not Ash. Now font-manrope text-[14px] leading-[18px] tracking-[-0.04em] text-white over mt-1 font-manrope text-[12px] leading-[14px] tracking-[-0.04em] text-ash md:leading-[16px] (GaugeWeightsTable.tsx:103,106). The rest of the block stands as wave 55 built it: Frame 628 / Frame 686 / Frame 280 the same 708x209 at one origin, middle 330 at (189,56), Frame 242 24 under the 39 description with one visible 160x34 CTA reading Deposit to vault to /vault. The page column, the 94 and the 241 seams are src/pages/GaugeVoting.tsx, unchanged and still on wave 52's four measures. HELD, unchanged and its room kept inside the 209: Frame 297 676x16 at (16,169), the add-SKAI-to-your-vault sentence, undrawn since wave 53. The file is defi-earn's under lanes-owns.json; that lane confirmed in writing this pass that it has it neither open nor planned and will not touch src/components/defi/gauge/, and the brief hands this item to this lane by name.	1440=n-a 768=done 375=n-a @2026-09-21/wave56-governance-dao
11667-309312	partial	src/pages/Airdrop.tsx	/airdrop	BUILT THIS PASS, and the wave-55 line saying nothing on this board was open on a measurement was WRONG: two things were, and both were in this lane's own file. READ LIVE 2026-09-21, get_design_context on `middle` (11667:309331). (1) `description` (11667:309332) writes Md/Sub-headline 2 300 over Md/Paragraph 2 300 - Manrope Regular 14 on 18.048 tracked -4% in Core/White, then Manrope Regular 12 on 16 tracked -4% in App/Ash #95A09F, 4 apart. The page drew 16px SEMIBOLD over a 14px line in muted-foreground with `md:leading-[19px]` on the heading; 19 is the text BOX rounded up, not a line, which is the reading ChartSettingsPanel settled for this style, so the heading now runs a flat 18 and only the sentence steps 14 to 16. (2) `Frame 639` (11667:309335) is a flat Green Coal 200 #122524 pill with NO border, rounded 16 at this width, under 0 10 80 rgba(0,0,0,0.25), holding Md/Numbers 4 300 - Mulish Regular 14 on 16 tracked -4%, the label in Ash and the address in Core/White. The page drew a bordered `bg-muted/10` tray at radius 8 with the address in the mono face. Both built in 399c51142 (Airdrop.tsx:249-256, :281-297); geometry unchanged, because the 250x48 box, its 16 inset, the 10 to the address and the 4 to the glyph were already right. The head, the 330 column, the 16 rhythm and the 160x34 CTA floor stand from waves 53 and 54. OPEN AND NOT THIS LANE'S TO DECIDE, all three raised at the wave 53 close and never answered (WAVE53-INTEGRITY.md:109): `Frame 297` (11667:309347), the vault sentence, undrawn; the childless `card` (11667:309321) 354x150, answered with an empty half; and the stat grid and vesting bar the page draws where the board has no node. The second `icons/action` at x=218 is still unnamed by the board, so there is nothing to build it as. (3) AND THE HEAD, read the same day on `Frame 879` (11667:309317) and built in c6f43e8a9: the title's leading `$` is Mulish Light in Sky Blue 300 against Manrope Light in Core/White for the words after it, both 32 on 40 here, drawn by the AirdropTitle helper so the glyph is split off the catalogue string rather than written into the markup; and the standfirst (11667:309319) is Sub-headline 2 300, Manrope Regular 14 on 18.048 tracked -4% in App/Ash, which does NOT grow at the tablet step. The page stepped it to 16px on a 19 line - the box rounded up, and a size no style on this board carries - so it now holds 14 on 18 at every width, in ash rather than muted-foreground.	1440=n-a 768=partial 375=n-a @2026-09-21/wave56-governance-dao
11667-309576	partial	src/pages/Airdrop.tsx	/airdrop	THE 375 TWIN, BUILT IN THE SAME COMMIT 399c51142 and read live this pass in its own right: get_design_context on `description` (11667:309596) and on `Frame 639` (11667:309599). The Sm rung of the same two styles - Manrope Regular 14 on 18 in Core/White over Manrope Regular 12 on 14 in App/Ash - so the heading's line does not move between the boards and the sentence's does, 14 here to 16 at md. The wallet pill is the same flat Green Coal 200 under the same shadow at radius 12 rather than 16, inset 12, its strings Sm/Numbers 4 300, Mulish Regular 12 on 14 tracked -4%. Those two radii and the two type steps are the whole of the width gate added here; the 236x40 box, the 330 column at x=6.5 in the 343 panel (11667:309595) and the 140x32 CTA floor were already built and are unchanged. REMAINING, all held or sourceless and unchanged from wave 55: `card` (12049:413244) 343x150 childless; `Frame 297` (11667:309609) 319x16; the stat grid and vesting bar with no node; the unnamed second glyph (11667:309605); and in src/components/governance/AirdropSnapshotList.tsx the head's 225x32 search and 110x32 control and the 130x14 date, left unbuilt on purpose because they would be furniture over an unavailable list. THE HEAD lands here from the same commit c6f43e8a9: the standfirst is flat 14 on 18 in Ash at every width now, which is what this board already drew (11667:309582, the sentence at y=38 on an 18 line), and the sky-blue Mulish `$` is the title's at both widths.	1440=n-a 768=n-a 375=partial @2026-09-21/wave56-governance-dao
11664-305643	partial	src/pages/Airdrop.tsx	/airdrop	THE ONE-VIEWPORT CROP OF 11667-309312, not opened, and it takes that base's build unchanged: the description pair at Manrope 14 in Core/White over Manrope 12 in Ash, and the wallet pill as a flat Green Coal 200 at radius 16 with Mulish 14 on 16, both from 399c51142. No figure on this board has ever been read; every number is the base's, and its three open questions are this row's too. The head's sky-blue `$` and its flat 14-on-18 standfirst land here too, from c6f43e8a9.	1440=n-a 768=partial 375=n-a @2026-09-21/wave56-governance-dao
11364-149679	partial	src/pages/YieldVaults.tsx	/earn/vaults	REACHED AND CONFIRMED AT HEAD, no Figma call and no edit. The wave-54 build against the 2026-09-20 live reading is still in place line for line: the page column is `lg:max-w-[1234px]` less `px-4`, the board's 1202 (YieldVaults.tsx:82); the promo band is two halves with the left drawn as the empty `aria-hidden` card the board itself draws childless, and the right carrying the copy at 24/28 over 14/18 (:186-190). The brief's standing instruction to strike the docblock line saying Farmers is not built was already satisfied before this pass and is still satisfied: YieldVaults.figma.test.tsx:37 reads `IS built as of 2026-09-19` and :200 is its case, `draws Farmers as the fourth tile with the unknown glyph, not a count`, with :206 asserting the reason reaches a reader who cannot hover. No edit was needed and none was made. REMAINING, both decided rather than open: the illustration half, which has no node in the file to export, and the copy card's flat #523410, which no token here names and which WAVE54-INTEGRITY.md:86 item 2 records as shipped on the glass panel.	1440=partial 768=n-a 375=n-a @2026-09-21/wave56-governance-dao
11704-318672	partial	src/pages/YieldVaults.tsx	/earn/vaults	REACHED AND CONFIRMED AT HEAD, no Figma call and no edit: the 768 band built with its 1440 sibling is unchanged - `Frame 634` as two 354 halves butted with no gutter, the left childless and empty, the right's copy 18/22 over 12/16 on the board's 8 (YieldVaults.tsx:168-190) - and the page's tablet gutter is `md:px-[30px]` on a `md:space-y-8` rhythm (:82). REMAINING: the illustration half and the untokened #523410, exactly as at 1440 and decided the same way.	1440=n-a 768=partial 375=n-a @2026-09-21/wave56-governance-dao
11667-312902	partial	src/pages/YieldVaults.tsx	/earn/vaults	THE ONE-VIEWPORT CROP OF 11704-318672, recorded by wave 50 as identical node for node and not opened since. The copy card and the 32 rhythm land here with the base; no figure on this board has been read and none is claimed. REMAINING: the illustration half and the #523410 fill, held with the base.	1440=n-a 768=partial 375=n-a @2026-09-21/wave56-governance-dao
11664-306263	partial	src/pages/YieldVaults.tsx	/earn/vaults	THE ONE-VIEWPORT CROP OF 11706-321921 at 375, recorded by wave 50 as identical apart from frame height and not opened this pass. Nothing built in this slice reaches this width by design: at 375 the band is ONE card with no children (12049:413386), the illustration alone with no copy card beside it, and the column's 24 was already the page's. REMAINING: that card, held - there is no node under it to export, and WAVE54-INTEGRITY.md:86 item 3 records the illustration-only band as shipped.	1440=n-a 768=n-a 375=partial @2026-09-21/wave56-governance-dao
11307-134317	partial	src/components/governance/GovernanceProposals.tsx	/governance?tab=proposals	ALT BOARD, DISPOSED OF BY RULING FOR THE SIXTH WAVE: base governs over ALT (Casey 2026-09-14, restated in the wave 56 rules) and the base for this family is 5371-64317. NOT OPENED, no Figma call, and no number here is new. It is named because its primary file is this lane's and was last changed in a77b51338, which rebuilt the proposals section's empty path so the section head draws above EVERY state including the empty one - confirmed still at HEAD this pass. Nothing on this key is open on a measurement of its own; it inherits the base.	1440=partial 768=n-a 375=n-a @2026-09-21/wave56-governance-dao
11134-109360	partial	src/pages/defi/EarnPositionCard.tsx	/earn?tab=positions	CONFIRMED AT HEAD, NOT THIS LANE'S FILE, NO EDIT and no Figma call. The rest/hover delta vverify.governance.tsv:71 named - `Frame 1000003826` at x=134, a 16 glyph and a 96x18 control beside the position name - still ships at EarnPositionCard.tsx:157: `no-min-size h-[18px] w-24 shrink-0 gap-1 px-1 text-[11px] opacity-0 transition-opacity group-hover:opacity-100 group-focus-within:opacity-100 focus-visible:opacity-100`, so 96x18 revealed on hover AND on keyboard focus. The file is defi-earn's under lanes-owns.json (`src/pages/defi/`); that lane holds the Earn boards this wave and this row is its hand-off, unchanged.	1440=partial 768=n-a 375=n-a @2026-09-21/wave56-governance-dao
