# key	status	primaryFile	route	reason	bp
# Wave 68, 2026-09-24, Figma parity lane `p024`. Every row rests on a LIVE read of the frame that night
# (read-only use_figma / get_metadata, within a 6-call lane budget); the lane's log in the orchestrator's
# wave68 scratch folder names each read. Folded by the orchestrator from the lane's catalog-rows file.
3620-47881	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 use_figma on Prediction markets 3620:47891: V40 = Frame 403 (22) / Map 3620:48933 1144x450 r24 / Frame 451 y=552 -> Frame 460 3620:47970 V16 = four Frame 456 rows H16 of two 564x260 list cards (r24 p16 V24). BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: the Map block (Countries world map, indicator, month Nav of chart) has no country or month dimension in UnifiedPredictMarket, so it is not drawn; the four-deep candidate roster has no source and CandidateListCard draws the market's two sides.	-
10657-218210	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10657:218219: V16 = Frame 403 (20) / Frame 1225 V16 = Frame 1226 (Map 708x310 r12 + Nav of chart 18 at 8) / Frame 1224 10657:220638 V8 = rows H8 of two 350x242 cards. BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: Map + Nav of chart (no source) and the four-deep roster (no source).	-
10657-221762	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10657:221771: the same tree as 10657-218210 (Frame 1225 V16, Map 708x310, Frame 1224 V8 rows of two 350 cards), so the build on 10657-218210 lands here. BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: the Map state this 1VH cut exists to show (no source) and the roster.	-
10657-224620	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10657:224629: same column tree as 10657-218210 plus a full-frame Overlay sibling and a second Map child (10657:224641), i.e. a map popover state. BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: the map and its overlay state (no source) and the roster.	-
10636-84554	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10636:84563: V16 = Frame 403 (18) / Frame 1225 V16 = Frame 1226 (Map 343x200 + Nav of chart at 8) / Frame 1224 10636:87463 V8 six 343x242 cards r12 p12 V16 (data 42, Frame 414 V8 four rows of Flags 32 + name 60 Mulish 12/14 + Frame 389). BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: Map (no source) and the candidate roster with flags (no source).	-
10636-87947	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10636:87956: identical tree to 10636-84554 (Frame 1224 10636:90375 six 343x242 cards at 8). BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: Map and roster, no source.	-
10636-96920	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10636:96929: identical tree to 10636-84554 plus a full-frame Overlay sibling (map interaction state). BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: Map, its overlay state and the roster, no source.	-
3631-56374	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 3639:56861: V40 = Frame 452 (22) / Frame 451 y=62 -> markets 3639:56870 V16 = row 3639:56871 ONE 1144x366 card, then Frame 455 and Frame 456 of two cards H16. BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). The first card spans the row (leadSpansRow, md:col-span-2). LEFT: the seven-row league roster (no source), and the card's data row is title + logos/skai with NO thumbnail tile and no meta line (3639:56873) where CandidateListCard draws both; CandidateListCard.tsx is outside this packet.	-
10657-228631	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10657:228640: V16 = Frame 403 (20) / Frame 451 y=36 -> markets 10657:228649 V8 = row 10657:228650 ONE 708x350 card, then rows H8 of two 350 cards. BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). The first card spans the row. LEFT: league roster (no source); no-tile data row 10657:228652 (CandidateListCard, outside packet).	-
10636-91677	partial	src/components/predict-redesign/dashboard/PredictDashboardScreen.tsx	/predict	wave 68 lane p024, 2026-09-24 (was partial): READ LIVE w68 on Prediction markets 10636:91686: V16 = Frame 403 (18) / markets 10636:94670 V8 five 343x350 cards, data 319x24 (title 136x18 + logos/skai, no tile), Frame 414 at y=52 seven rows. BUILT at e4ab847c0: the tab now opens on its cards under the tab row with no hero card and no section title, every market a list card, grid-cols-1 gap-2 md:grid-cols-2 xl:gap-4, body in the hero slot (xl:mt-4), worded View all link kept under the grid (2026-08-26 rule). Pinned by dashboardCategoryTab.figmaParity.test.tsx (10 cases, 7 red on the old code, 10 of 10 mutations red). LEFT: league roster (no source); no-tile data row 10636:94673 (CandidateListCard, outside packet).	-
