# key	status	primaryFile	route	reason	bp
# Lane home, wave 43, 2026-09-14. 74 frames re-measured against the source at HEAD (5b60a3f6c).
# Pages: "✅ Home 1" (deposit flow), "✅ Home 2" (intel / whales / portfolio / AI), "✅ Trade 1", "✅ Trade 2",
# plus 3sSzw1KewMtUbeLAv7uW0r (play side menu) and M6r9FEn042UWTQD1zvy6GM (coinflip rail).
#
# THIS WAVE MEASURES. No file under src/, modules/*/src or supabase/ was touched, nothing was committed,
# and no existing status.*.tsv was edited. No browser was driven, no build was run, so NO ROW BELOW CLAIMS
# A DOM-MEASURED RENDER. Every "done" is a live Figma node read this run compared against the file at HEAD.
#
# FIGMA READ LIVE THIS RUN — 22 calls, largest board first, seat never refused:
#   get_metadata 13486-49591  1440 Home - with deposit   (carries 13486-49630 Header-desktop and 13486-49723 Frame 1137)
#   get_metadata 13486-49332  1440 deposit modal
#   get_metadata 14129-84348   768 deposit modal
#   get_metadata 14129-84499   375 deposit modal
#   get_metadata 13484-48643  1440 Buy with Fiat
#   get_metadata 14136-85815   375 Buy with Fiat (bottom sheet)
#   get_metadata 13490-170320 1440 Send crypto
#   get_metadata 13490-169814 1440 Buy with Fiat > pay with
#   get_metadata 13495-171067  dropdown-token      get_metadata 13495-171110  dropdown-networks
#   get_metadata 13501-171154 1440 quick balance ALT (carries dropdown-3, the same panel as Wallet MINI)
#   get_metadata 13502-171904  Wallet MINI         get_metadata 13502-171979  dropdown-my wallets
#   get_metadata 13404-172534 / 13404-172520 / 14160-137581   the three dropdown-filter menus
#   get_metadata 13401-171586 1440 Market signals
#   get_metadata 2737-28178   1440 Portfolio main
#   get_metadata 13008-122995  375 Whales flow bento
#   get_metadata 13008-125300  375 AiHome toggle side buttons
#   get_metadata 13006-353775  768 sidebar - open
#   get_metadata 13447-186055 1440 Choose personality 1/2
# 24 of the 74 work-order nodes were opened live (the two children of 13486-49591 count). The other 50 say
# NOT RE-READ and keep the verdict they already had; none of those is written up.
#
# WAVE 23 COMMITS MEASURED AGAINST (git log -1 per implFile, all 2026-09-14):
#   2cf1fd377 with-deposit/* + HomeTopBar     55d17d720 market-intel/IntelFilterMenu
#   e5377e8fe insightx + screens/*            6cb10c5cd + 80e12835b portfolio
#   036150868 whales/WhalesScreen             cc401540a whales/ActivityView    33d18165b whales/XAccountsPanel
#   833422383 whales/AddWalletSheet           8897cf725 whales/ImportWalletsModal
#   26edb3f89 ai/AIAgentManager               6d3b49732 home-redesign/AiHome    0f9293aee HomeSidebarExpanded
#
# ★ THE NUMBER THAT MOVES EIGHT ROWS AT ONCE. Every `?tab=` intel screen ships
#   `mx-auto max-w-[1268px] px-6`, which is 1220px of content. Measured live on 13401:171586 the 1440 board's
#   content column is 1144 (Frame 1000003785, x=90 w=1144 inside the 1382 panel) — the build is 76px wider than
#   the frame at 1440, at every one of the six screens. aiHomeContainer.test.ts states this in its own oracle and
#   then pins 1268 anyway ("the frame is the authority" in the prose, 1268 in the literal). Portfolio carries the
#   same shape of departure with a different number: PortfolioScreen.tsx:5498 caps at 1440 against the frame's
#   1144, settled on report 82751699 versus six 1920 reports. Both are ruled departures, not drift — but no row
#   here can be `done` on geometry while the column is a different width from the board it cites.
#
# ★ WHAT A TEST AGREEING WITH THE SOURCE IS WORTH. Four of the 768 InsightX nodes (9069:261150, 13006:285930,
#   9785:161003, 9785:161305) have a dedicated suite, InsightXScreen.tablet768.test.tsx, whose header says every
#   number is a literal off those nodes. That is wave 23's reading, not this wave's: I did not open those four
#   boards, so their rows say NOT RE-READ and stay partial. A suite cannot re-read a frame.
#
# ★ ONE WORK-ORDER MISATTRIBUTION. Row 13006-352370 is handed to me as HomeSidebarExpanded.tsx. The node is
#   cited nowhere in home-redesign/; it is cited in src/components/trade/TradeNav.tsx and its two tests, and the
#   catalog already carries it as `done` from wave 42 (status.wave42.trade-followups.tsv, 2026-09-14). It is a
#   Trade nav-bar frame. Its row below carries wave 42's verdict and names it as wave 42's, not mine.
#
# ★ THE DEPOSIT FLOW SITS ON A PAGE FLAGGED v1-superseded. HOME1_DEPOSIT_FLOW_FRAME_FACTS_2026-09-08.md measured
#   that the flag is page-granular and that this flow is the NEWEST drawing in the file, with 768 and 375 cuts
#   drawn after the v2 pages existed. Wave 23 then built all of it (2cf1fd377). The rows below measure it as live
#   spec; the open question that file routed to Casey is still open and is not re-litigated here.
#
# FRAME DEFECTS FOUND (recorded, not built to):
#   13486:77549 / 14129:85263 / 14317:259655  the chooser's second row reads "Google Play", a payment method that
#     does not exist. The build reads "Google Pay". All three boards carry the typo.
#   13486:49465 / 13484:49158 / 13490:170452 / 13490:169946  the band on the four deposit-MODAL boards is a
#     different band from the one on the home board: 8px inset, "Welcome to Skai. Get started by depositing
#     here..." plus a second "Deposit now!" link. 13486:49723 (home 1440), 14129:84349 (768) and 14129:84500 (375)
#     all draw the 16px-inset single-line band the build ships. Three boards to one; base governs.
#   13495:171125  the network list spells the chain "Arbitrium". depositRoutes.ts ships "Arbitrum" and says so.
#
13006-352370	done	src/components/trade/TradeNav.tsx	/trade/perps	NOT RE-READ this pass. Work order names HomeSidebarExpanded.tsx; the node is cited only in TradeNav.tsx + tradeNav.figma.test.tsx + perpsFrameScope.figma.test.ts, and status.wave42.trade-followups.tsv already carries it done off a live read dated 2026-09-14. Row carried unchanged so a lane that did not open it cannot erase a lane that did; the implFile in the work order is wrong.	1440=n-a 768=done 375=n-a @2026-09-14/wave42-trade-followups
9069-261150	partial	src/components/home-redesign/insightx/InsightXScreen.tsx	/?tab=insightx	NOT RE-READ. Prior row status.wave41.trade.tsv 768=partial stands. Measured indirectly only: the shared container is `max-w-[1268px] px-6 py-8 md:pt-6 md:pb-5 lg:py-8` (e5377e8fe), whose tablet inset 24/20 answers this board's 24-under-the-52-header and 21-above-the-bottom-bar. InsightXScreen.tablet768.test.tsx asserts this board but is wave 23's own reading.	1440=n-a 768=partial 375=n-a @2026-09-14/wave43-home
13006-285930	partial	src/components/home-redesign/insightx/InsightXScreen.tsx	/?tab=insightx	NOT RE-READ. No prior catalog row and not in registry.json. The negative cut of 9069:261150; cited at InsightXScreen.tsx:2505 for the 32px title row shared with the positive cut. e5377e8fe.	1440=n-a 768=partial 375=n-a @2026-09-14/wave43-home
9785-161003	partial	src/components/home-redesign/insightx/InsightXScreen.tsx	/?tab=insightx	NOT RE-READ; w23 believed done off reportsTableScrolls.figma.test.tsx and InsightXScreen.tablet768.test.tsx, neither of which re-reads the node. Not in registry.json. Held at partial rather than written up from a suite. e5377e8fe.	1440=n-a 768=partial 375=n-a @2026-09-14/wave43-home
9785-161048	partial	src/components/home-redesign/insightx/InsightXScreen.tsx	/?tab=insightx	NOT RE-READ; w23 believed done. Source cites it twice (InsightXScreen.tsx:395 and :1678) for one fact only — the signal card sits at y=452 of the 590px tablet box. One y-coordinate is not the frame. e5377e8fe.	1440=n-a 768=partial 375=n-a @2026-09-14/wave43-home
9785-161305	partial	src/components/home-redesign/insightx/InsightXScreen.tsx	/?tab=insightx	NOT RE-READ. Cited at InsightXScreen.tsx:2217 for the row's pair format ("COLON /SOL") and in whaleRowName.test.tsx. e5377e8fe.	1440=n-a 768=partial 375=n-a @2026-09-14/wave43-home
11214-131710	partial	src/components/home-redesign/HomeSidebarExpanded.tsx	/play	NOT RE-READ. File 3sSzw1KewMtUbeLAv7uW0r, not in registry.json and cited NOWHERE in src/ — zero hits for the node id across the tree. w23's partial is the only reading this row has ever had. 0f9293aee.	1440=n-a 768=partial 375=n-a @2026-09-14/wave43-home
13008-122995	partial	src/components/home-redesign/whales/WhalesScreen.tsx	/?tab=whales	READ LIVE. bento 347x1016 at x=15 on the 375 board; WhalesScreen.tsx:1188-1194 ships 347 from a symmetric 14px page inset (375-28=347) — EXACT. Header 347x76 = two 169.5 toggles 8 apart over a 147x28 CTA at x=100. NFA card 331x72 at 8,8, inner 297x48 at 14,12, 16-lh title beside a 16 glyph at gap 6, 2x14 body. Sections at 8,104 and 8,412, head 18-lh + 16 info glyph at gap 4, table at +42, header row 14, rows 60 on 8px rules, 5 bars 6 tall. Copy present in source: NFA Disclaimer / Smart money accumulating / Smart money distributing. Held partial: the row internals were not diffed value-by-value against 036150868, only the frame's geometry was taken.	1440=n-a 768=n-a 375=partial @2026-09-14/wave43-home
13006-319384	partial	src/components/home-redesign/whales/ActivityView.tsx	/trade/trench	NOT RE-READ; registry 375=partial stands. cc401540a cites it at ActivityView.tsx:446 for one number (cell padding 12/12/14 across 375/768/1440) and at :1423 for the pane-tab set. trenchTrackersPhone.figma.test.tsx pins pane tabs, sub-tabs and a one-row toolbar off it.	1440=n-a 768=n-a 375=partial @2026-09-14/wave43-home
13006-319525	partial	src/components/home-redesign/whales/ActivityView.tsx	/trade/trench	NOT RE-READ; registry 375=partial stands. Densely cited (ActivityView.tsx:135, :292, :1606, :1886 and activityTabTypeRamp.figma.test.tsx:20 "97x18 pad 2/8 r4, Manrope 12/14"), so wave 23 read it; this wave did not. cc401540a.	1440=n-a 768=n-a 375=partial @2026-09-14/wave43-home
13006-321483	partial	src/components/home-redesign/whales/XAccountsPanel.tsx	/trade/trench	NOT RE-READ; registry 375=partial stands. Cited at XAccountsPanel.tsx:211 and :375 for the empty state and for suppressing the Popular/My-list row when there is nothing to switch to (report 6826d085). 33d18165b.	1440=n-a 768=n-a 375=partial @2026-09-14/wave43-home
13006-321618	blocked-on-backend	src/components/home-redesign/whales/XAccountsPanel.tsx	/trade/trench	NOT RE-READ, and the only row in this lane with NO citation anywhere in src/ — zero hits. w23 called it blocked-data and that is what the source shows: Popular is a ranking of live twitter authors off the social-sentiment post stream (XAccountsPanel.tsx:233-265), so the populated state cannot be drawn without that feed. The panel cites 5965:52763 for Popular, a different board. 33d18165b.	1440=n-a 768=n-a 375=not-started @2026-09-14/wave43-home
13006-321307	partial	src/components/home-redesign/whales/AddWalletSheet.tsx	/trade/trench	NOT RE-READ; registry 375=partial stands. Cited once, AddWalletSheet.tsx:15, pairing it with 9917:115557 at 768 for the dropdown. 833422383 opened the sheet at its own phone board.	1440=n-a 768=n-a 375=partial @2026-09-14/wave43-home
13006-356941	partial	src/components/home-redesign/whales/ImportWalletsModal.tsx	/trade/trench	NOT RE-READ; registry 375=partial stands. Cited at ImportWalletsModal.tsx:81 and :383 — same 354px card as the deposit modal's phone board, and the 375 cut runs from the paste field straight to the helper with no intermediate row. 8897cf725.	1440=n-a 768=n-a 375=partial @2026-09-14/wave43-home
13006-319762	partial	src/components/home-redesign/whales/ActivityView.tsx	/trade/trench	NOT RE-READ; registry 375=partial stands. The most-cited whales node in the lane (ActivityView.tsx:288, :405, :895, :941, :955, :989) — header opacity 0.44, the "—" for a missing epoch, the App-Green/Red trader colour and the chain-as-corner-badge all come off it. cc401540a cut the row to this frame.	1440=n-a 768=n-a 375=partial @2026-09-14/wave43-home
9003-131212	partial	src/components/home-redesign/HomeSidebarExpanded.tsx	/play/coinflip	NOT RE-READ. File M6r9FEn042UWTQD1zvy6GM, not in registry.json, cited NOWHERE in src/ — zero hits. w23 called it done; with no citation and no live read there is nothing holding that up, so it is held at partial. 0f9293aee.	1440=partial 768=n-a 375=n-a @2026-09-14/wave43-home
13006-353775	partial	src/components/home-redesign/HomeSidebarExpanded.tsx	/	READ LIVE. "sidebar - open" 318x1024. Frame 1053 at 8,9 302x514; menu 129x36 (36 button + 77x32 mark at x=52); search 302x40 at y=56 with a 16 glyph at x=16 and an 18-lh label at x=42; three 95.33x40 stat pills 8 apart at y=48. Top main at y=164: eight 42-tall rows on a 44 pitch — New chat, Perps, Spot, Swaps, Trench, Launch, Dashboard, Layout settings — each a 36x36 plate at 3,3 with an 18-lh label at x=43. Bottom at 8,823: Messages, Games, Wallet, a 276-wide rule at y=140, then Upgrade to Pro at y=150. Source matches on the two numbers it states: ROW = `h-[42px]` (HomeSidebarExpanded.tsx:480) and a 318px sheet (:2227), and a closed Trench draws no caret. Partial because the 302 column, the 44 pitch and the three stat pills are not stated anywhere in the file and were not diffed. 0f9293aee.	1440=n-a 768=partial 375=n-a @2026-09-14/wave43-home
13404-172534	done	src/components/home-redesign/market-intel/IntelFilterMenu.tsx	/?tab=signals	READ LIVE. 201x312, inset 8, eight rows 185x30 on an 8px gap, label inset 8/6, label 18 lh. Source: `w-[180px] lg:w-[201px]`, `p-2`, `gap-2`, `h-[26px] lg:h-[30px]`, `px-2 py-0`, `lg:text-sm lg:leading-[18px]` — every one exact, and 30-18=12 splits to the frame's 6/6. All eight labels and their order match SIGNAL_ORDERS byte for byte: Recent, Long only, Short only, Random, Strength - low to high, Strength - high to low, Confidence - low to high, Confidence - high to low. 55d17d720; the row had no prior catalog entry and registry.json says not-started.	1440=done 768=n-a 375=n-a @2026-09-14/wave43-home
13404-172520	done	src/components/home-redesign/market-intel/IntelFilterMenu.tsx	/?tab=insightx	READ LIVE. 201x236 — the same menu less the two direction rows: Recent, Random, Strength asc/desc, Confidence asc/desc, six rows 185x30 on an 8px gap. INSIGHT_ORDERS is SIGNAL_ORDERS filtered of longOnly and shortOnly, which is exactly the six and exactly this order. Height checks out: 8 + 6*30 + 5*8 + 8 = 236. 55d17d720; registry said not-started.	1440=done 768=n-a 375=n-a @2026-09-14/wave43-home
14160-137581	done	src/components/home-redesign/market-intel/IntelFilterMenu.tsx	/?tab=signals	READ LIVE. 180x280, inset 8, eight rows 164x26 on an 8px gap, label inset 8/6, label 14 lh. Source base classes are `w-[180px]`, `h-[26px]`, `text-xs leading-[14px]` — exact, and 26-14=12 splits to 6/6. Height: 8 + 8*26 + 7*8 + 8 = 280. The 375 and 1440 ends of the ramp agree with the two literals the component carries; no 768 menu is stepped and the file says why (14094:70490 is 200x296 and fits neither end). 55d17d720; registry said not-started.	1440=n-a 768=n-a 375=done @2026-09-14/wave43-home
