Social > Groups > View group (768)	partial	src/components/social/TradingGroupProfile.tsx	/trading-groups/:groupId	node 11400-91695 (768x1083). Tabs + owner chrome ship. The ~350px group-info RIGHT RAIL the frame draws (Market cap / Community token / Member requests) is still absent: only the third card has a source. No group market-cap feed, no group token-holder count, SKAI unlaunched.
Social > Groups > View group > Adjust settings (768)	done	src/components/social/GroupFormSheet.tsx	/trading-groups/:groupId	node 11400-92142. showSettings entry points at TradingGroupProfile.tsx:604 and :645; GroupFormSheet is the real form (CreateTradingGroupDialog.tsx is a 2.5KB shim).
Social > Groups > Members - with requests (708)	done	src/components/social/JoinRequestList.tsx	/trading-groups/:groupId	node 11400-91347. Statistics/Members/Rules, search, Recent sort, then Requested-to-join rows with Accept/Reject above the member rows with Follow/Block/Remove. JoinRequestList mounted TradingGroupProfile.tsx:1017, MemberList at :965. Backed by trading_group_join_requests (migration 20260826120000).
Social > Groups > View group (375)	partial	src/components/social/TradingGroupProfile.tsx	/trading-groups/:groupId	node 11398-83498 (375x1442). Same right-rail gap as the 768 twin. Narrow group-cell geometry (34px avatar, 8px gap, tag inline on the name line) shipped 2026-08-26 by the groups lane.
Social > Groups > Members - with requests (375)	done	src/components/social/JoinRequestList.tsx	/trading-groups/:groupId	node 11526-289885 (343x670). Mobile cut of 11400-91347. Same components.
Social > Groups > View group (375, short)	partial	src/components/social/TradingGroupProfile.tsx	/trading-groups/:groupId	node 11398-84195 (375x1052). Second 375 cut of the same screen. NOT diffed against 11398-83498 this lane — carried forward as unresolved rather than assumed a duplicate.
Social > Groups > View group > Adjust settings (375)	done	src/components/social/GroupFormSheet.tsx	/trading-groups/:groupId	node 11398-84777. Same sheet at 375.
Social > Groups > Create group right menu (359x880)	partial	src/components/social/GroupFormSheet.tsx	/trading-groups	node 11398-81312. IDENTIFIED BY ARTWORK: this is the CREATE GROUP sheet, not the group-info rail. Public/Invite only/Token gated + Visible statistics. Live form is GroupFormSheet; the SocialRightMenu shell built for these frames has no non-test importer.
Social > Groups > Create group right menu (359x1320)	partial	src/components/social/GroupFormSheet.tsx	/trading-groups	node 11398-81450. Token-gated expansion: Select entry token / Create my token / SKAI (default) / Entry token amount 88 SKAI / 1-2 / 2X / 10X, plus Rules. The deposit-a-fee wording is WITHHELD in code on purpose: trading_group_access_rules stores a holding threshold, not a price.
Social > Groups - search (375)	done	src/pages/social/groups/GroupsSearchTable.tsx	/trading-groups	node 11396-76652 (375x1281). All-groups list at 375.
Social > Groups - search 1VH (375)	done	src/pages/social/groups/GroupsSearchTable.tsx	/trading-groups	node 11526-288877. The frame the groups lane measured the 34px avatar / 8px gap / inline tag from. Shipped 2026-08-26.
Social > Groups - search > Discover (768)	done	src/pages/social/groups/GroupsSearchTable.tsx	/trading-groups	node 11398-86869. Discover tab backed by discoverEligibleGroups with token-holding eligibility.
Social > Groups - search > Discover > Join gated group (768)	partial	src/components/social/TradingGroupProfile.tsx	/trading-groups	node 11398-87644. Token-gated join flow exists end to end. The frame's "Deposit a one time fee of 88 SKAI" is a payment the product cannot take — no fee column, no treasury row, no payment call; addMember only checks a balance. Deliberately not built.
Social > Groups - search > Created (768)	partial	src/pages/social/groups/GroupsSearchTable.tsx	/trading-groups	node 11398-87282. Created tab exists (TradingGroups.tsx:591, my_role === owner). The frame's Token req. column is still unrendered: getMyTradingGroups carries no access_rules and neither enrichment feed carries rules for a group the viewer owns. Needs a rules-carrying read.
Social > Groups - search - empty (768)	done	src/pages/social/groups/GroupsSearchTable.tsx	/trading-groups	node 11398-86245. 249px body, 12px inset, 56/56 equal gaps — measured and shipped per-layout 2026-08-26. Frame 297 boilerplate ("Add SKAI from your wallet to your vault") is NOT groups copy and is correctly not built.
Social > Groups - search - empty > Create group (768)	done	src/components/social/GroupFormSheet.tsx	/trading-groups	node 11398-88883.
Social > Groups - search (768)	done	src/pages/social/groups/GroupsSearchTable.tsx	/trading-groups	node 11398-85878 (768x1084).
Social > Groups - search 1VH (768)	done	src/pages/social/groups/GroupsSearchTable.tsx	/trading-groups	node 11530-304239.
Social > Messages - empty 1VH (768)	done	src/pages/social/Messages.tsx	/messages	node 11341-86042. One pane at 768 — the split is pinned to lg (1024) across Messages.tsx, ConversationList.tsx and ConversationHeader.tsx by socialResponsiveContract.test.ts Rule 1. ⚠️ FRAME DEFECT, DO NOT TRANSCRIBE: node 11381:26254 draws a visible "end-to-end encrypted" pill above the empty state. We do not perform E2E encryption — the message key is PBKDF2 over two PUBLIC wallet addresses plus a salt shipped in our own bundle. Banned by the encryptionClaimHonesty guard, which now readdirSync-walks all of src/. Also "Start a new converation" is misspelt in the frame.
Social > Messages 1VH (768)	done	src/pages/social/Messages.tsx	/messages	node 11381-26920.
Social > Messages > Sample Conversation > Groups 1VH (768)	done	src/pages/social/messages/ConversationList.tsx	/messages	node 11387-72789. All/Unread/Personal/Groups filter at ConversationList.tsx:207-263, backed by conversationFilter.ts:47. Distinct from the user-created folder chips at :333-359.
Social > Messages > Message requests 1VH (768)	done	src/components/messaging/MessageRequestsSurface.tsx	/messages	node 11387-73334. Accept and Delete wired; Block renders explicitly disabled because no block writer exists.
Social > Messages > Sample Conversation 1VH (768)	done	src/pages/social/messages/MessageThread.tsx	/messages/:conversationId	node 11385-27845. One of the three frames Rule 1 cites for the single-pane 768 layout.
Social > Messages > Dropdown options 1VH (768)	partial	src/components/messages/MessageBubble.tsx	/messages/:conversationId	node 11387-72046. Every action exists (reply/forward/select/star/pin/copy/edit/delete at MessageBubble.tsx:1725-1876) but the only trigger is a right-click ContextMenu at :1333-1334. No DropdownMenu/MoreHorizontal import anywhere in the file. On touch there is NO visible affordance — worse at 375/768 than at 1440.
Social > Messages - Sample conversation (768)	done	src/pages/social/messages/MessageThread.tsx	/messages/:conversationId	node 11385-28161 (768x1750).
Social > Messages > Sample Conversation 1VH (768)	done	src/pages/social/messages/MessageThread.tsx	/messages/:conversationId	node 11387-29051. Second 1VH cut, not visually diffed against 11385-27845 this lane.
Social > Messages > Sample Conversation > attachment 1VH	done	src/components/messages/MessageAttachmentTray.tsx	/messages/:conversationId	node 11530-303909. ⚠️ TITLE LIES: titled (1440 x 900px), measures 768x1024. Trust the geometry. MessageAttachmentTray.tsx cites this node and has a figma test.
Social > Messages > Unread messages 1VH (768)	partial	src/components/messages/ConversationItem.tsx	/messages	node 11387-72346. Badge side done. The IN-THREAD unread divider still does not exist; nothing computes a first-unread index. MessageThread.tsx:259-266 is the archived/current rule, a different thing.
Social > Messages > Chat settings 1VH (768)	done	src/components/messages/MessagingSettingsSheet.tsx	/messages/:conversationId	node 11387-73630.
Social > Messages > Unread messages 1VH (768)	partial	src/components/messages/ConversationItem.tsx	/messages	node 11387-74491. Second cut of 11387-72346, not diffed this lane.
Social > Messages > Message requests > Sample message 1VH (768)	done	src/components/messaging/MessageRequestsSurface.tsx	/messages	node 11387-74043. List-plus-detail surface mounted at MessageDialogs.tsx:144-161.
Social > Messages > Sample Conversation - scroll effect 1VH (768)	done	src/pages/social/messages/MessageThread.tsx	/messages/:conversationId	node 11387-28789. Named in socialResponsiveContract.test.ts Rule 1 as one of the three 768 redraws that draw ONE pane.
Social > Messages > multi-select / profile 1VH (768)	partial	src/pages/social/messages/MessageDialogs.tsx	/messages/:conversationId	node 11387-70777. Multi-select done. The profile half is still a centred Dialog (MessageDialogs.tsx:310-364), not the side panel the frame draws — and at 375/768 a centred dialog is a materially different interaction from a slide-in panel.
Social > Messages > Disappearing message options 1VH (768)	not-started	—	—	node 11387-71039. Re-searched src/ for disappearing/self_destruct/ephemeral/auto_delete/expire_after: every hit is React Query GC, GDPR retention, the EVM SELFDESTRUCT label, or ECDH ephemeral key material. Nothing in MessagingSettingsSheet.tsx.
Social > Messages > Block screenshots 1VH (768)	not-started	—	—	node 11387-71301. No screenshot/block_screenshot control in src/ or modules/skai-ui/src. Every hit is bug-report attachment upload.
Social > Messages (768)	done	src/pages/social/Messages.tsx	/messages	node 11385-27529 (768x1124).
Social > Messages - empty 1VH (768)	done	src/pages/social/Messages.tsx	/messages	node 11381-26299. ★ NOT a duplicate of 11341-86042 and it does NOT carry the encryption pill — probed by artwork, its text set is "No messages yet" / "You don't have any conversations, Message someone to start something new." against the other frame's "Start a new converation" / "Compose a message to start something new." / "Send message". Two distinct empty states, only one of which is defective.
Social > sidebar - open casino (296x812)	partial	src/components/layout/LeftSidebar.tsx	—	node 11341-86906. Nav furniture. The live left nav is LeftSidebar.tsx; src/components/social/SocialSidebar.tsx (20.5KB, built to these frames, with SocialSidebar.drawer.figma.test.tsx) has NO non-test, non-barrel importer. Two shells, one live — a design call, not build work.
Social > sidebar - open casino (318x1024)	partial	src/components/layout/LeftSidebar.tsx	—	node 11341-87042. Same as 11341-86906 at the tablet width.
Social > sidebar - open casino (296x812)	partial	src/components/layout/LeftSidebar.tsx	—	node 11530-301774. Duplicate cut.
Social > sidebar - open casino (318x1024)	partial	src/components/layout/LeftSidebar.tsx	—	node 11530-301872. Duplicate cut.
Social > Groups > Create group right menu - token gated + rules (442)	partial	src/components/social/GroupFormSheet.tsx	/trading-groups	node 11398-88650 (442x1460). Widest cut of the create-group sheet. ⚠️ The body copy under Access type / Visible statistics / Rules reads "Skai selects the best slippage for your swap…" — SWAP boilerplate left over from the frame this was duplicated from. Do NOT transcribe it, same class as Frame 297 on the empty-groups frame.
Social > Live (768)	done	src/components/streaming/LiveStreamsBrowser.tsx	/streaming	node 11410-138568 (768x1950). Browse grid with category rows. STREAMING_PUBLIC is enabled=true rollout=100 in prod, so normal users reach this.
Social > Live 1VH (768)	done	src/components/streaming/LiveStreamsBrowser.tsx	/streaming	node 11526-290681.
Social > Live > Sample stream (768)	done	src/components/streaming/IVSPlayer.tsx	/streaming/:streamId	node 11477-236128 (768x2036). Watch page.
Social > Live > Sample stream > Stream viewers (768)	done	src/components/streaming/StreamViewersPanel.tsx	/streaming/:streamId	node 11529-298704. useStreamViewers.ts distinguishes RLS-withheld rows from a genuinely empty list rather than showing 0.
Social > Live > Multi-panel - live chat (708x396)	done	src/components/streaming/StreamChat.tsx	/streaming/:streamId	node 11529-292610. The base (no rewards) state. StreamRewardsTicker renders nothing when the derived event list is empty, so "with rewards" is a data state, not a variant.
Social > Live > Multi-panel - live chat (708x404)	done	src/components/streaming/StreamChat.tsx	/streaming/:streamId	node 11529-292890. Hovered-row action bar. React and Report render ONLY when a handler is supplied and nothing supplies one: stream_chat has no reactions column and moderation_cases is the Discord bot's action log. Correctly absent, not missing.
Social > Live > Multi-panel - live chat - with rewards (708x436)	done	src/components/streaming/StreamRewardsTicker.tsx	/streaming/:streamId	node 11529-292425. Gift strip derived from the messages already in props (StreamChat.tsx:370) — no second read, no second rewards surface.
Social > Live > Sample stream 1VH (768)	done	src/components/streaming/IVSPlayer.tsx	/streaming/:streamId	node 11477-238522.
Social > Live > Sample stream > Chat settings 1VH (768)	done	src/components/streaming/StreamChatSettingsPanel.tsx	/streaming/:streamId	node 11529-293878.
Social > Live > stream manager - guests expanded 1VH (768)	not-started	—	/streaming/:streamId	node 11477-254411. Draws a Guests panel (3 guests, Invite guests, per-row Remove) beside an Activity feed. No StreamManager component exists; the pieces are scattered inline across Streaming.tsx. Guests needs IVS Stages — repo-wide search for IVSStage/createStage/StageParticipant returns nothing and only the broadcast SDK is loaded.
Social > Live > stream manager - activity feed expanded (768)	not-started	—	/streaming/:streamId	node 11477-257758 (768x1190). Activity feed rows: Followed you / Gifted +200 SKAI / Gifted +5 SOL / Invited you to group / Added you to favorites. Follows are unwritable (stream_notifications has SELECT policies only), favourites have no model, group invites do, donations do. ⚠️ "+5 SOL" is a template leftover — SOL is not a Skai currency.
Social > Live > stream manager > invite guests 1VH (768)	not-started	—	/streaming/:streamId	node 11477-255979. Co-host invite. No IVS Stages SDK anywhere.
Social > Live > Go live 1VH (768)	done	src/components/streaming/LiveStreamsBrowser.tsx	/streaming	node 11477-245788. GoLiveModal is the entry; handleStartStream is the only reachable startStream caller in the app.
Social > Live > Go live > Terms and conditions - Agree (375)	done	src/components/legal/StreamingTermsGate.tsx	/streaming	node 11481-269077 (354x518). ★ FIXED THIS LANE — MOUNTED. The gate, its service, its migration and 34 tests were all written 2026-08-20 and imported by NOTHING for six days. The stated blocker (migration 20260820201500 unapplied, so every acceptance write failed) is CLEARED: probed at the object 2026-08-26, both the CHECK constraint and legal_acceptances_insert_own WITH CHECK carry 'streaming'. Now gates LiveStreamsBrowser.handleStartStream.
Social > Live > Go live > setup stream 1VH (768)	done	src/components/streaming/IVSBroadcasterV2.tsx	/streaming/:streamId	node 11477-247775. Auto-provisioned channel plus the Skai studio compositor.
Social > Live > Go live > setup stream > select thumbnail 1VH (768)	partial	src/components/streaming/StreamThumbnailPicker.tsx	/streaming/:streamId	node 11477-249372. Picker exists and is mounted at IVSBroadcasterV2.tsx:2128 but SHIPS INERT: isManualThumbnailSupported() probes for a live_streams column whose migration is still in supabase/migrations/_proposed/20260821_live_streams_manual_thumbnail.sql. Auto-capture still overwrites every 30s.
Social > Live > Go live > setup stream > OBS 1VH (768)	done	src/components/streaming/IVSBroadcasterV2.tsx	/streaming/:streamId	node 11477-250868. Server URL, masked stream key with copy, step-by-step.
Social > Live > Go live > starting stream 1VH (768)	done	src/components/streaming/IVSBroadcasterV2.tsx	/streaming/:streamId	node 11477-252566. Guarded by a screen-or-camera-layer check.
Social > Live > Stream states - stream ended (676x392)	done	src/components/streaming/StreamEndedState.tsx	/streaming/:streamId	node 11477-254210. Mounted at Streaming.tsx:1080 on status === "ended".
Social > Live > Go live > Terms and conditions - Agree (768)	done	src/components/legal/StreamingTermsGate.tsx	/streaming	node 11477-247744 (448x498). ★ FIXED THIS LANE — the md: half of the same modal. Copy transcribed verbatim into streamingTermsService.STREAMING_TERMS_SECTIONS with a doc_version stamp. ⚠️ ESCALATION: both frames say "the prohibitions outlined below" / "the following content are strictly prohibited" and NO LIST FOLLOWS, in either frame or in src/pages/help/Terms.tsx. Casey's copy call.
Social > Live > Sample stream 1VH (768, tall)	done	src/components/streaming/IVSPlayer.tsx	/streaming/:streamId	node 11477-243654 (768x1417).
Social > Live > Multi-panel - live chat > Gift streamer (708x662)	done	src/components/streaming/DonationPanel.tsx	/streaming/:streamId	node 11529-292728. The "Gift streamer" pill is a SLOT on StreamChat, not a built-in button, so it cannot exist without the real donation flow behind it. Wired at Streaming.tsx:855-861 and gated on settings.allow_donations.
Social > Live > Sample stream > Share stream 1VH (768)	done	src/components/streaming/StreamPanelFooter.tsx	/streaming/:streamId	node 11477-241691. ★ FIXED THIS LANE. See node 11477-243256.
Social > Live > Sample stream 1VH (768)	done	src/components/streaming/IVSPlayer.tsx	/streaming/:streamId	node 11477-240087.
Social > Live > Stream panel - followed (708x474)	done	src/components/streaming/StreamPanelFooter.tsx	/streaming/:streamId	node 11477-243256. ★ FIXED THIS LANE — MOUNTED at Streaming.tsx under the player. StreamPanelFooter was written 2026-08-20 against this exact node and 11529-293050 and had ZERO importers. It is the fix for the standing "no share control on a real IVS stream" gap (catalog node 10094-244396): IVSPlayer has no share affordance and the only other Share sits in the viewers rail, which defaults to chat. FOLLOW IS ALSO NOW LIVE — the component's "stream_notifications has SELECT policies only" blocker is stale; re-probed 2026-08-26 it carries sn_insert_own / sn_update_own / sn_delete_own scoped to user_id = auth.uid(). Notify stays disabled with its OWN reason: no service function flips notify_on_live alone.
Social > Live > Stream type modal 1VH (768)	not-started	—	/streaming	node 11442-160938. Stream-type chooser does not exist. GoLiveModal.tsx has zero matches for RadioGroup/streamType/OBS/Webcam. Source selection exists only AFTER the modal, as independent studio layer toggles at IVSBroadcasterV2.tsx:1756-1800 — a different interaction.
Social > Live (375)	done	src/components/streaming/LiveStreamsBrowser.tsx	/streaming	node 11410-139136 (375x1431).
Social > Live > Stream type modal 1VH (375)	not-started	—	/streaming	node 11438-159797. Same as 11442-160938 at 375.
Social > Live 1VH (375)	done	src/components/streaming/LiveStreamsBrowser.tsx	/streaming	node 11442-162043.
Social > Live > Sample stream 1VH (375)	done	src/components/streaming/IVSPlayer.tsx	/streaming/:streamId	node 11481-261891.
Social > Live > Sample stream > Chat settings 1VH (375)	done	src/components/streaming/StreamChatSettingsPanel.tsx	/streaming/:streamId	node 11529-297447.
