10412:15849	Directory	FRAME	8706	352	1
10412:15855	Breakpoint	FRAME	1450	164	1
10412:15857	Breakpoint	FRAME	1450	164	1
10412:15859	Breakpoint	FRAME	1450	164	1
11930:33260	Breakpoint	FRAME	1450	164	1
10412:15861	Skai > Play > Casino > Vegas fortune (768 x 1024px)	FRAME	768	1627	1
10412:16102	Skai > Play > Casino > Vegas fortune (1440 x 900px)	FRAME	1440	3467	1
10448:4297	Load screen - desktop	FRAME	1318	621	1
10452:4331	Load screen ALT - desktop	FRAME	1318	621	1
10412:16752	Skai > Play > Casino > Vegas fortune (375 x 812px)	FRAME	375	1375	1
10412:17082	Rectangle 155	RECTANGLE	720	720	1
10412:17083	Rectangle 163	RECTANGLE	151	720	1
10452:4915	Load screen > features - desktop	FRAME	1318	621	1
10458:5156	Load screen > features > home - desktop	FRAME	1318	621	1
10655:5847	Load screen > features > home > combo > combo end frame > menu - desktop	FRAME	1318	621	1
10478:5265	Load screen > features > home - desktop	FRAME	1318	621	1
10655:5591	Load screen > features > home > combo - desktop	FRAME	1318	621	1
10654:5348	Safari A 1	RECTANGLE	57	60	1
10654:5416	Safari A 10	RECTANGLE	57	60	1
10654:5425	Safari A 19	RECTANGLE	57	60	1
10655:5444	Safari A 30	RECTANGLE	57	60	1
10654:5408	Safari A 2	RECTANGLE	57	60	1
10654:5417	Safari A 11	RECTANGLE	57	60	1
10654:5426	Safari A 20	RECTANGLE	57	60	1
10655:5445	Safari A 31	RECTANGLE	57	60	1
10654:5409	Safari A 3	RECTANGLE	57	60	1
10654:5418	Safari A 12	RECTANGLE	57	60	1
10654:5427	Safari A 21	RECTANGLE	57	60	1
10655:5446	Safari A 32	RECTANGLE	57	60	1
10654:5410	Safari A 4	RECTANGLE	57	60	1
10654:5419	Safari A 13	RECTANGLE	57	60	1
10654:5428	Safari A 22	RECTANGLE	57	60	1
10655:5447	Safari A 33	RECTANGLE	57	60	1
10654:5411	Safari A 5	RECTANGLE	57	60	1
10654:5436	Safari A 28	RECTANGLE	57	60	1
10654:5437	Safari A 29	RECTANGLE	57	60	1
10654:5420	Safari A 14	RECTANGLE	57	60	1
10654:5429	Safari A 23	RECTANGLE	57	60	1
10655:5448	Safari A 34	RECTANGLE	57	60	1
10654:5421	Safari A 15	RECTANGLE	57	60	1
10654:5430	Safari A 24	RECTANGLE	57	60	1
10655:5449	Safari A 35	RECTANGLE	57	60	1
10655:5450	Safari A 36	RECTANGLE	57	60	1
10655:5451	Safari A 37	RECTANGLE	57	60	1
10655:5452	Safari A 38	RECTANGLE	57	60	1
10654:5422	Safari A 16	RECTANGLE	57	60	1
10654:5431	Safari A 25	RECTANGLE	57	60	1
10654:5423	Safari A 17	RECTANGLE	57	60	1
10654:5432	Safari A 26	RECTANGLE	57	60	1
10654:5424	Safari A 18	RECTANGLE	57	60	1
10654:5433	Safari A 27	RECTANGLE	57	60	1
10688:7138	Vegas fortune - Card visual	FRAME	195	276	1
10688:7176	Vegas fortune - Card visual	FRAME	400	566	1
