10030:41366	Directory	FRAME	6340	352	1
10030:41372	Breakpoint	FRAME	1450	164	1
10030:41374	Breakpoint	FRAME	1450	164	1
10030:41376	Breakpoint	FRAME	1450	164	1
10030:41378	Skai > Play > Casino	FRAME	1440	3294	1
10030:42256	Desktop Full Game	FRAME	954	621	1
10030:42281	Extended LB	FRAME	356	628	1
10030:42410	Auto	FRAME	356	802	1
10030:42517	Auto Advanced	FRAME	356	835	1
10250:15144	LB With Header	FRAME	324	166	1
10117:44566	Frame 1000004128	FRAME	1080	1800	1
10117:44577	Frame 1000004129	FRAME	706	621	1
10117:44627	Skai > Play > Casino	FRAME	375	1605	1
10117:45018	Mobile	FRAME	347	410	1
10117:46093	Mobile Extended LB	FRAME	347	538	1
10117:46223	Mobile Auto	FRAME	347	499	1
10117:46330	Mobile Auto Advanced	FRAME	347	827	1
10258:10903	Rectangle 34624584	RECTANGLE	31	31	1
