9003:102081	Directory	FRAME	6340	352	1
9003:102087	Breakpoint	FRAME	1450	164	1
9003:102089	Rectangle 147	RECTANGLE	720	720	1
9003:102090	Breakpoint	FRAME	1450	164	1
9003:102092	Breakpoint	FRAME	1450	164	1
9003:110110	Skai > Play > Casino > Mines (768 x 1024px)	FRAME	768	1627	1
9003:111181	Skai > Play > Casino > Mines (768 x 1024px)	FRAME	768	1607	1
9163:4529	Mines all features	FRAME	954	621	1
9163:4859	Skai > Play > Casino > Mines (1440 x 900px)	FRAME	1440	3294	1
11081:11526	Skai > Play > Casino > Mines (375 x 812px)	FRAME	375	3368	1
11740:11821	Mobile	FRAME	375	369	1
9163:7155	Advanced	FRAME	356	621	1
9163:7972	Advanced Auto	FRAME	356	862	1
11740:11306	Frame 1000003782	FRAME	375	506	1
11740:11400	Frame 1000003783	FRAME	375	826	1
9163:8804	Image for Cover	FRAME	1080	1350	1
10120:4312	Screenshot 2026-08-18 at 11.19.46 PM 1	RECTANGLE	1175	855	1
10120:4313	Mines win	FRAME	954	621	1
10120:6768	Screenshot 2026-08-18 at 11.25.22 PM 1	RECTANGLE	1160	783	1
