8558:139280	Skai > Trade > Spot 	FRAME	768	1024	1
8650:44853	Skai > Trade > Spot 	FRAME	768	1024	1
8822:65362	Skai > Trade > Spot 	FRAME	768	1024	1
8833:71578	Skai > Trade > Spot 	FRAME	768	1024	1
8941:77699	Skai > Trade > Spot 	FRAME	768	1024	1
8994:76486	Frame 455	FRAME	730	618	1
8994:76863	Frame 457	FRAME	730	646	1
8994:78276	Frame 1225	FRAME	730	646	1
8994:78552	Frame 1227	FRAME	730	700	1
8994:78720	Frame 1228	FRAME	730	808	1
8994:78891	Frame 1229	FRAME	730	844	1
8994:78407	Frame 1226	FRAME	730	646	1
8837:63445	Skai > Trade > Spot 	FRAME	768	1210	1
8846:63794	Skai > Trade > Spot 	FRAME	768	1230	1
8859:66157	Skai > Trade > Spot 	FRAME	768	1180	1
8833:68646	Skai > Trade > Spot 	FRAME	768	1024	1
8828:62762	Skai > Trade > Spot 	FRAME	768	1250	1
8931:64499	Skai > Trade > Spot 	FRAME	768	1810	1
8684:163505	Skai > Trade > Spot 	FRAME	768	1024	1
8687:101463	Skai > Trade > Spot 	FRAME	768	1024	1
8684:167264	Skai > Trade > Spot 	FRAME	768	1140	1
8666:108146	Skai > Trade > Spot 	FRAME	768	1024	1
8570:143200	Skai > Trade > Spot 	FRAME	768	1024	1
8650:46141	Skai > Trade > Spot 	FRAME	768	1024	1
8626:61565	Skai > Trade > Spot 	FRAME	768	1024	1
8684:164665	Skai > Trade > Spot 	FRAME	768	1024	1
8626:85537	Skai > Trade > Spot 	FRAME	375	1030	1
8833:72738	Skai > Trade > Spot 	FRAME	375	812	1
8994:77368	Frame 1219	FRAME	375	554	1
8828:62440	Skai > Trade > Spot 	FRAME	375	812	1
9490:145643	Skai > Trade > Spot 	FRAME	375	1276	1
9490:147063	Skai > Trade > Spot 	FRAME	375	1276	1
9490:148310	Skai > Trade > Spot 	FRAME	375	1105	1
9490:149563	Skai > Trade > Spot 	FRAME	375	1108	1
9500:151115	Skai > Trade > Spot 	FRAME	375	1107	1
9500:163410	Skai > Trade > Spot 	FRAME	375	812	1
9500:164534	Skai > Trade > Spot 	FRAME	375	812	1
9500:165924	Skai > Trade > Spot 	FRAME	375	812	1
9500:167048	Skai > Trade > Spot 	FRAME	375	812	1
9490:146969	Frame 6	FRAME	375	126	1
8941:78943	Skai > Trade > Spot 	FRAME	375	812	1
8941:82029	Frame 446	FRAME	375	578	1
8941:80624	Frame 450	FRAME	375	578	1
8941:81175	Frame 452	FRAME	375	626	1
8941:81422	Frame 453	FRAME	375	722	1
8941:81626	Frame 454	FRAME	375	760	1
8941:80882	Frame 451	FRAME	375	578	1
8845:36223	Skai > Trade > Spot 	FRAME	375	1260	1
8846:64165	Skai > Trade > Spot 	FRAME	375	1290	1
8650:94501	Skai > Trade > Spot 	FRAME	375	1030	1
